ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Stream discharge (m^3/yr),Stream discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr)
portland_BlazedAlder_CurCond.202009.cl532_gridmet.chn_cs50,gridmet.chncs50,portland_BlazedAlder_CurCond.202009.cl532,1800.13,55375626.0,3076.2014965585818,42169662.0,2342.589812957953,19.7,10.943654069428318,275.0,152.76674462399936,290.3,161.2661307794437,0.985,466.2,0.25898129579530366
portland_FirCreek_CurCond.202009.cl532_gridmet.chn_cs150,gridmet.chncs150,portland_FirCreek_CurCond.202009.cl532,1344.48,39519866.0,2939.4164286564323,28822511.0,2143.766437581816,13.2,9.817922170653338,76.2,56.67618707604427,89.1,66.27097465191004,0.997,212.3,0.1579049149113412
portland_BRnearMultnoma_CurCond.202009.cl532_gridmet.chn_cs200,gridmet.chncs200,portland_BRnearMultnoma_CurCond.202009.cl532,11881.78,402194166.0,3384.965602796887,351890342.0,2961.596174983883,1165.9,98.12502840483496,1780.1,149.81761991890104,2574.5,216.67628924285754,0.874,4010.8,0.33755885060992546
portland_NorthFork_CurCond.202009.cl532_gridmet.chn_cs150,gridmet.chncs150,portland_NorthFork_CurCond.202009.cl532,2022.25,82037057.0,4056.7218197552234,62063573.0,3069.035628631475,42.7,21.115094572876746,552.9,273.4083323031277,590.6,292.0509333662999,0.992,860.3,0.4254172332797626
portland_LittleSandy_CurCond.202009.cl532_gridmet.chn_cs110,gridmet.chncs110,portland_LittleSandy_CurCond.202009.cl532,5739.2,164209601.0,2861.1932150822413,109395356.0,1906.108098689713,30.4,5.296905492054642,1028.3,179.17131307499304,920.0,160.30108725954838,0.869,1410.6,0.24578338444382491
portland_CedarCreek_CurCond.202009.cl532_gridmet.chn_cs150,gridmet.chncs150,portland_CedarCreek_CurCond.202009.cl532,1927.9,69091082.0,3583.748223455573,55713088.0,2889.832875149126,71.4,37.03511592924944,42.6,22.09658177291353,97.2,50.417552777633695,0.853,327.3,0.1697702162975258
portland_NorthFork_CurCond.202009.cl532_gridmet.chn_cs140,gridmet.chncs140,portland_NorthFork_CurCond.202009.cl532,2022.25,82037057.0,4056.7218197552234,62197717.0,3075.669032018791,56.5,27.939176659661268,686.1,339.27555940165655,740.0,365.92903943627147,0.997,1014.2,0.5015205835084683
portland_LittleSandy_CurCond.202009.cl532_future.chn_cs110,future.chncs110,portland_LittleSandy_CurCond.202009.cl532,5739.2,167042494.0,2910.553631168107,109090193.0,1900.7909290493449,69.9,12.179397825480903,1133.4,197.48396989127406,1035.7,180.46069138555896,0.861,1519.9,0.26482785057150826
portland_SouthFork_CurCond.202009.cl532_future.chn_cs160,future.chncs160,portland_SouthFork_CurCond.202009.cl532,3840.28,134574364.0,3504.285208370223,97718953.0,2544.5788588332102,138.3,36.012999052152445,650.2,169.3105711041903,757.7,197.3033216327976,0.961,1177.7,0.30667034695386797
portland_CedarCreek_CurCond.202009.cl532_future.chn_cs150,future.chncs150,portland_CedarCreek_CurCond.202009.cl532,1927.9,72268306.0,3748.550547227553,57680432.0,2991.878831889621,202.0,104.77721873541158,68.1,35.32340889050262,245.6,127.39249961097566,0.909,479.9,0.24892369936200007
portland_BlazedAlder_CurCond.202009.cl532_future.chn_cs50,future.chncs50,portland_BlazedAlder_CurCond.202009.cl532,1800.13,60745155.0,3374.4871203746397,46890848.0,2604.8589824068263,63.5,35.275230122268944,352.0,195.5414331187192,408.3,226.81695210901432,0.983,600.1,0.33336481254131645
portland_FirCreek_CurCond.202009.cl532_future.chn_cs150,future.chncs150,portland_FirCreek_CurCond.202009.cl532,1344.48,39918485.0,2969.0649916696416,28269827.0,2102.6587974532904,35.7,26.553016779721528,100.7,74.89884565036296,136.3,101.37748423182197,0.999,255.7,0.19018505295727714
portland_BRnearMultnoma_CurCond.202009.cl532_future.chn_cs200,future.chncs200,portland_BRnearMultnoma_CurCond.202009.cl532,11881.78,422405489.0,3555.0690973911314,366450839.0,3084.1409199631703,2516.8,211.8201144946296,2334.9,196.51096047898545,4173.0,351.2100038883063,0.86,5644.0,0.47501300310222877
portland_NorthFork_CurCond.202009.cl532_future.chn_cs140,future.chncs140,portland_NorthFork_CurCond.202009.cl532,2022.25,87883684.0,4345.836765978489,66852655.0,3305.855111880331,135.0,66.7573247620225,853.2,421.9062924959822,985.3,487.2295710223761,0.997,1273.1,0.6295462974409691
portland_SouthFork_SimFire_Eagle.202009.cl532.chn_cs160,Eagle.202009.cl532.chncs160,portland_SouthFork_SimFire,3840.28,118266464.0,3079.6312768860603,94615649.0,2463.769542845834,51965.5,13531.695605528763,4022.4,1047.4236253606507,10092.2,2627.9854593935856,0.18,10509.7,2.7367014905163165
portland_FirCreek_SimFire_Eagle.202009.cl532.chn_cs150,Eagle.202009.cl532.chncs150,portland_FirCreek_SimFire,1344.48,43230995.0,3215.4435171962396,33577647.0,2497.4448857550874,43405.3,32284.080090443887,6143.2,4569.2014756634535,31984.0,23789.12293228609,0.646,32124.7,23.89377305724146
portland_CedarCreek_SimFire_Eagle.202009.cl532.chn_cs150,Eagle.202009.cl532.chncs150,portland_CedarCreek_SimFire,1927.9,59256100.0,3073.60858965714,49645413.0,2575.103117381607,47668.6,24725.66004460812,525.1,272.3688988018051,4312.8,2237.0454899113024,0.089,4521.2,2.3451423829036773
portland_BlazedAlder_SimFire_Eagle.202009.cl532.chn_cs50,Eagle.202009.cl532.chncs50,portland_BlazedAlder_SimFire,1800.13,53649291.0,2980.3009227111374,46180171.0,2565.379778127135,31567.1,17536.011288073638,2190.4,1216.80100881603,26077.6,14486.509307661112,0.772,26267.9,14.59222389494092
portland_BRnearMultnoma_SimFire_Eagle.202009.cl532.chn_cs200,Eagle.202009.cl532.chncs200,portland_BRnearMultnoma_SimFire,11881.78,327557402.0,2756.804132040822,298340333.0,2510.9060511135535,474251.0,39914.13744405299,637064.1,53616.89073522654,62285.3,5242.084940135232,0.056,63516.7,5.345722610585282
portland_NorthFork_SimFire_Eagle.202009.cl532.chn_cs140,Eagle.202009.cl532.chncs140,portland_NorthFork_SimFire,2022.25,60643198.0,2998.7982692545434,49568484.0,2451.1550995178636,25059.2,12391.741871677586,16799.6,8307.380393126468,28603.6,14144.443070836938,0.683,28829.2,14.256001977994808
portland_LittleSandy_SimFire_Eagle.202009.cl532.chn_cs110,Eagle.202009.cl532.chncs110,portland_LittleSandy_SimFire,5739.2,166962930.0,2909.1673055478113,123071956.0,2144.4096041260104,42164.8,7346.807917479789,10617.1,1849.92681906886,12384.4,2157.8617228882076,0.235,12933.8,2.253589350432116
portland_SouthFork_SimFire_Norse.202009.cl532.chn_cs160,Norse.202009.cl532.chncs160,portland_SouthFork_SimFire,3840.28,118266464.0,3079.6312768860603,94601883.0,2463.4110794004605,62194.4,16195.277427687564,3186.9,829.8613642755215,9295.4,2420.500588498755,0.142,9712.8,2.529190579853552
portland_CedarCreek_SimFire_Norse.202009.cl532.chn_cs150,Norse.202009.cl532.chncs150,portland_CedarCreek_SimFire,1927.9,59256100.0,3073.60858965714,49747863.0,2580.4171896882617,58996.1,30601.224129882256,420.5,218.11297266455728,4981.2,2583.7439701229314,0.084,5189.9,2.6919964728461014
portland_BlazedAlder_SimFire_Norse.202009.cl532.chn_cs50,Norse.202009.cl532.chncs50,portland_BlazedAlder_SimFire,1800.13,53649291.0,2980.3009227111374,46272415.0,2570.5040747057155,30437.2,16908.33439807125,9401.1,5222.456155944293,29521.6,16399.70446578858,0.741,29712.0,16.505474604611887
portland_FirCreek_SimFire_Norse.202009.cl532.chn_cs150,Norse.202009.cl532.chncs150,portland_FirCreek_SimFire,1344.48,43230995.0,3215.4435171962396,33556412.0,2495.865464714983,42491.2,31604.188980126146,9826.5,7308.7736522670475,33900.7,25214.72985838391,0.648,34041.2,25.319231226942755
portland_BRnearMultnoma_SimFire_Norse.202009.cl532.chn_cs200,Norse.202009.cl532.chncs200,portland_BRnearMultnoma_SimFire,11881.78,327557402.0,2756.804132040822,298184872.0,2509.5976528769256,319032.6,26850.572893960332,526044.7,44273.22337225566,47691.6,4013.8430437190386,0.056,48921.0,4.117312389221143
portland_NorthFork_SimFire_Norse.202009.cl532.chn_cs140,Norse.202009.cl532.chncs140,portland_NorthFork_SimFire,2022.25,60643198.0,2998.7982692545434,49425095.0,2444.0645320806034,11486.2,5679.91099023365,11271.6,5573.791568797132,17227.5,8518.976387686982,0.757,17452.6,8.630288045493879
portland_LittleSandy_SimFire_Norse.202009.cl532.chn_cs110,Norse.202009.cl532.chncs110,portland_LittleSandy_SimFire,5739.2,166962930.0,2909.1673055478113,123430182.0,2150.6513451352107,39893.9,6951.125592417062,8597.4,1498.0136604404795,12534.8,2184.067465848899,0.258,13084.6,2.279864789517703
portland_CedarCreek_PrescFireS.202009.chn_cs150,cs150,portland_CedarCreek_PrescFireS.202009.chn,1927.9,59256100.0,3073.60858965714,47537349.0,2465.7580268686133,1754.9,910.2650552414544,12.7,6.587478603662015,503.3,261.061258364023,0.285,703.7,0.36500855853519376
portland_BlazedAlder_PrescFireS.202009.chn_cs50,cs50,portland_BlazedAlder_PrescFireS.202009.chn,1800.13,53649291.0,2980.3009227111374,44329046.0,2462.5469271663715,929.5,516.3515968291179,326.9,181.59799570031052,1142.2,634.509729852844,0.909,1326.2,0.7367245698921744
portland_FirCreek_PrescFireS.202009.chn_cs150,cs150,portland_FirCreek_PrescFireS.202009.chn,1344.48,43230995.0,3215.4435171962396,32128067.0,2389.627737117696,1951.3,1451.3417826966559,916.2,681.4530524812567,2601.5,1934.9488277995954,0.907,2737.0,2.035731286445317
portland_BRnearMultnoma_PrescFireS.202009.chn_cs200,cs200,portland_BRnearMultnoma_PrescFireS.202009.chn,11881.78,327557402.0,2756.804132040822,286547018.0,2411.6505944395535,24836.2,2090.2760360821358,10454.1,879.8429191585772,7436.5,625.874237698392,0.211,8622.4,0.7256825155826819
portland_NorthFork_PrescFireS.202009.chn_cs140,cs140,portland_NorthFork_PrescFireS.202009.chn,2022.25,60643198.0,2998.7982692545434,47857823.0,2366.5631351217703,884.8,437.53245147731485,1198.3,592.5577945357893,1679.5,830.5105699097539,0.806,1897.6,0.9383607368030659
portland_LittleSandy_PrescFireS.202009.chn_cs110,cs110,portland_LittleSandy_PrescFireS.202009.chn,5739.2,166962930.0,2909.1673055478113,118067011.0,2057.2032861722887,2307.4,402.0420964594369,1053.7,183.59701700585447,1916.0,333.84443824923335,0.57,2443.8,0.4258084750487873
portland_SouthFork_PrescFireS.202009.chn_cs160,cs160,portland_SouthFork_PrescFireS.202009.chn,3840.28,118266464.0,3079.6312768860603,90884962.0,2366.6233191329798,2094.3,545.3508598331372,387.5,100.90410074265418,1164.9,303.33725665836863,0.469,1567.5,0.40817336235899465
portland_CedarCreek_LowSevS.202009.chn_cs150,cs150,portland_CedarCreek_LowSevS.202009.chn,1927.9,59256100.0,3073.60858965714,48466599.0,2513.958140982416,4412.2,2288.604180714767,84.6,43.881944084236736,717.4,372.1147362415063,0.16,923.7,0.47912236111831524
portland_BlazedAlder_LowSevS.202009.chn_cs50,cs50,portland_BlazedAlder_LowSevS.202009.chn,1800.13,53649291.0,2980.3009227111374,45181346.0,2509.893507691111,2201.5,1222.9672301444896,2105.4,1169.582196841339,3261.3,1811.7024881536333,0.757,3450.7,1.9169171115419439
portland_FirCreek_LowSevS.202009.chn_cs150,cs150,portland_FirCreek_LowSevS.202009.chn,1344.48,43230995.0,3215.4435171962396,32748587.0,2435.780896703558,4734.3,3521.2870403427346,1972.0,1466.7380697369986,5412.7,4025.8687373557063,0.807,5552.3,4.129700702130192
portland_BRnearMultnoma_LowSevS.202009.chn_cs200,cs200,portland_BRnearMultnoma_LowSevS.202009.chn,11881.78,327557402.0,2756.804132040822,291970511.0,2457.2960532849456,58392.1,4914.423596464502,47725.5,4016.6961515867147,11532.5,970.6037310907961,0.109,12754.2,1.0734250255433109
portland_NorthFork_LowSevS.202009.chn_cs140,cs140,portland_NorthFork_LowSevS.202009.chn,2022.25,60643198.0,2998.7982692545434,48503578.0,2398.4956360489555,2273.1,1124.0449993818766,1968.7,973.5195945110644,3400.0,1681.2955865990853,0.802,3623.3,1.79171714674249
portland_LittleSandy_LowSevS.202009.chn_cs110,cs110,portland_LittleSandy_LowSevS.202009.chn,5739.2,166962930.0,2909.1673055478113,120567658.0,2100.7746375801507,5951.5,1036.991218288263,1905.6,332.0323390019515,3170.3,552.3940618901589,0.403,3714.1,0.6471459436855311
portland_SouthFork_LowSevS.202009.chn_cs160,cs160,portland_SouthFork_LowSevS.202009.chn,3840.28,118266464.0,3079.6312768860603,92554703.0,2410.1029872821773,5221.5,1359.6664826523065,449.1,116.94459778974449,1812.5,471.97079379628565,0.32,2226.1,0.5796712739696064
portland_CedarCreek_ModSevS.202009.chn_cs150,cs150,portland_CedarCreek_ModSevS.202009.chn,1927.9,59256100.0,3073.60858965714,49643998.0,2575.0297214585817,26724.6,13862.026038694952,391.4,203.0188287774262,3191.5,1655.428186109238,0.118,3400.0,1.7635769490118782
portland_BlazedAlder_ModSevS.202009.chn_cs50,cs50,portland_BlazedAlder_ModSevS.202009.chn,1800.13,53649291.0,2980.3009227111374,46122235.0,2562.16134390294,16170.4,8982.90679006516,9826.5,5458.7724219917445,18877.2,10486.575969513313,0.726,19067.4,10.592235005249622
portland_FirCreek_ModSevS.202009.chn_cs150,cs150,portland_FirCreek_ModSevS.202009.chn,1344.48,43230995.0,3215.4435171962396,33498029.0,2491.5230423658218,27573.6,20508.746876115674,7659.0,5696.626204926812,25383.4,18879.715577769843,0.72,25523.9,18.984216946328694
portland_BRnearMultnoma_ModSevS.202009.chn_cs200,cs200,portland_BRnearMultnoma_ModSevS.202009.chn,11881.78,327557402.0,2756.804132040822,298379944.0,2511.2394270892073,265984.6,22385.921974653626,463402.7,39001.11767765436,43090.9,3626.636749712585,0.059,44321.2,3.730181841441265
portland_NorthFork_ModSevS.202009.chn_cs140,cs140,portland_NorthFork_ModSevS.202009.chn,2022.25,60643198.0,2998.7982692545434,49581665.0,2451.806898256892,10901.1,5390.579799728026,11336.9,5606.082334033873,16444.9,8131.981703548029,0.739,16670.1,8.24334281122512
portland_LittleSandy_ModSevS.202009.chn_cs110,cs110,portland_LittleSandy_ModSevS.202009.chn,5739.2,166962930.0,2909.1673055478113,123896862.0,2158.782792026763,31706.0,5524.463339838305,7170.5,1249.3901589071647,11446.0,1994.3546138834681,0.294,11997.4,2.090430722051854
portland_SouthFork_ModSevS.202009.chn_cs160,cs160,portland_SouthFork_ModSevS.202009.chn,3840.28,118266464.0,3079.6312768860603,94793715.0,2468.4063401626963,30699.5,7994.078556771901,3600.9,937.6660035205766,8575.4,2233.01425937692,0.25,8993.2,2.341808409803452
portland_SouthFork_HighSevS.202009.chn_cs160,cs160,portland_SouthFork_HighSevS.202009.chn,3840.28,118266464.0,3079.6312768860603,96696081.0,2517.943509327445,132181.7,34419.807930671726,15339.5,3994.370202172758,30501.6,7942.545856031331,0.207,30924.9,8.05277219369421
portland_CedarCreek_HighSevS.202009.chn_cs150,cs150,portland_CedarCreek_HighSevS.202009.chn,1927.9,59256100.0,3073.60858965714,50575152.0,2623.328595881529,113592.5,58920.32781783287,605.4,314.0204367446444,10090.5,5233.933295295399,0.088,10301.4,5.3433269360444005
portland_BlazedAlder_HighSevS.202009.chn_cs50,cs50,portland_BlazedAlder_HighSevS.202009.chn,1800.13,53649291.0,2980.3009227111374,46966024.0,2609.035125240955,71490.5,39714.07620560737,3753.3,2085.016082171843,49900.9,27720.720170209926,0.663,50092.7,27.827268030642227
portland_FirCreek_HighSevS.202009.chn_cs150,cs150,portland_FirCreek_HighSevS.202009.chn,1344.48,43230995.0,3215.4435171962396,34127047.0,2538.308267880519,108975.6,81054.08782577651,9847.1,7324.095561109128,71475.4,53162.114720933,0.602,71617.3,53.26765738426752
portland_BRnearMultnoma_HighSevS.202009.chn_cs200,cs200,portland_BRnearMultnoma_HighSevS.202009.chn,11881.78,327557402.0,2756.804132040822,304599948.0,2563.5885195652504,979682.4,82452.49449156607,1152689.8,97013.22529116007,116668.6,9819.118010937755,0.055,117914.8,9.924001286002602
portland_NorthFork_HighSevS.202009.chn_cs140,cs140,portland_NorthFork_HighSevS.202009.chn,2022.25,60643198.0,2998.7982692545434,50635894.0,2503.938385461738,47896.5,23684.757077512673,29719.9,14696.451971813574,51054.3,25246.285078501667,0.658,51282.8,25.35927803189517
portland_LittleSandy_HighSevS.202009.chn_cs110,cs110,portland_LittleSandy_HighSevS.202009.chn,5739.2,166962930.0,2909.1673055478113,127060904.0,2213.91315862838,137144.9,23896.170197936994,26067.4,4541.991915249512,43645.2,7604.753275717871,0.267,44207.6,7.702746027320881
