         27492 function calls (26972 primitive calls) in 53.950 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/connection.py:516(Pipe)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:279(_is_owned)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
       26    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        2    0.000    0.000    0.036    0.018 /usr/local/lib/python3.10/dist-packages/pandas/util/_decorators.py:325(wrapper)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:422(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:2066(_get_level_values)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/connection.py:134(_check_closed)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:551(dtype)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:675(__getitem__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/synchronize.py:114(_make_name)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(bincount)
        2    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(isclose)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/util.py:171(register_after_fork)
       18    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:123(_coerce_args)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:1284(find_result_type)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1590(<genexpr>)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:152(cast_scalar_indexer)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:810(<listcomp>)
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(all)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/queue.py:34(__init__)
        2    0.000    0.000    0.001    0.001 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/range.py:917(insert)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1494(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:589(_from_parts)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/base.py:549(find)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/io/common.py:188(_expand_user)
       46    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/io/common.py:292(is_fsspec_url)
       40    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:405(flags)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/numeric.py:1398(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:46(_WorkItem)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1434(_is_dtype_type)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:865(parent)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/datetimelike.py:488(values)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:76(__init__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:572(condition)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:511(_validate_dtype)
        6    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(moveaxis)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1737(cast)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:27(isfile)
       66    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:477(_get_iscased)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1399(_get_dtype)
        2    0.000    0.000    0.001    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:216(shutdown)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1038(_gcd_import)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexing.py:2765(check_dict_or_set_indexers)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/parquet/core.py:928(ParquetWriter)
       26    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/flags.py:55(allows_duplicate_labels)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:667(_info_axis)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:1764(is_consolidated)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/popen_fork.py:1(<module>)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(ravel)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/arrow/extension_types.py:83(__arrow_ext_serialize__)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/construction.py:758(_maybe_repeat)
       13    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        4    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:1471(_set_as_cached)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/blocks.py:1253(iget)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:187(match)
        6    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/random.py:128(seed)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/fs.py:268(FSSpecHandler)
       12    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
        2    0.000    0.000    0.000    0.000 <string>:2(__init__)
       11    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:276(_acquire_restore)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:928(fix_flags)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:363(attrs)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:1772(_consolidate_check)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/missing.py:101(isna)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:2570(_validate_tz_from_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:200(makedirs)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:121(classes)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/__init__.py:108(import_module)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_methods.py:55(_any)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/datetimelike.py:141(equals)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/thread.py:47(__init__)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:801(value)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/arrow/extension_types.py:32(__arrow_ext_serialize__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/parquet/core.py:1032(__exit__)
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:746(find_spec)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:372(apply_if_callable)
       16    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/util/version/__init__.py:348(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:103(tz_to_dtype)
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/inference.py:300(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:262(__subclasshook__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:457(__new__)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:568(require_length_match)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/util/_validators.py:398(validate_inclusive)
        1    0.000    0.000    0.000    0.000 <frozen zipimport>:64(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:268(getuntil)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:82(groups)
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:3809(<genexpr>)
        4    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/range.py:237(_data)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(append)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1300(is_dir)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:368(__init__)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:315(__subclasshook__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/generic.py:6270(<genexpr>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/connection.py:117(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/queue.py:213(_put)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/parquet/core.py:211(ParquetFile)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:2310(_construct_from_dt64_naive)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_ufunc_config.py:426(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/arrow/extension_types.py:21(ArrowPeriodType)
        6    0.000    0.000    0.000    0.000 {method 'transpose' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.001    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/series.py:5773(isna)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:516(_get_charset_prefix)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:529(is_string_or_object_np_dtype)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/queues.py:71(_reset)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:183(_TLSAlertType)
       18    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:1671(name)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.RLock' objects}
       30    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1587(_fill_cache)
        6    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/base.py:74(__len__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimelike.py:2152(unit)
       36    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:71(_relax_case)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:536(is_string_dtype)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/astype.py:157(astype_array)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:359(notify)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1040(needs_i8_conversion)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:348(__new__)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(has_location)
       16    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:511(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:509(_get_index_level_values)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:105(__new__)
        4    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
       20    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:316(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/range.py:408(get_loc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/__init__.py:40(__getattr__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/reshape/concat.py:635(<listcomp>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/util.py:44(sub_debug)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/blocks.py:214(is_extension)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/concat.py:73(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:626(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:1765(_get_names)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/process.py:141(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/parquet/core.py:1180(ParquetDataset)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:402(<genexpr>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:290(_column_name_to_strings)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:224(_TLSMessageType)
        4    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       13    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/concurrent/futures/process.py:537(_check_system_limits)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:996(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:1493(_register_atexit)
        2    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:209(count_not_none)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:631(__fspath__)
       16    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
       21    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       24    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:178(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:329(_index_level_name)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_ufunc_config.py:435(__exit__)
       36    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/base.py:363(ndim)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:821(get)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/util.py:100(_deprecate_api)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:4585(_ensure_valid_index)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:353(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/context.py:110(SimpleQueue)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:180(blknos)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:159(TLSVersion)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:619(isstring)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/connection.py:173(close)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/range.py:393(__contains__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/frame.py:4623(_clear_item_cache)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:139(__exit__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:97(closegroup)
       51    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       34    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:447(_simple)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:1092(stat)
       40    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
       17    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
       15    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:441(_parse_letter_version)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1163(__init__)
       22    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/synchronize.py:46(SemLock)
       13    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:451(__members__)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/_config/__init__.py:42(warn_copy_on_write)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimelike.py:2148(_creso)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/context.py:85(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/context.py:60(Pipe)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:17(InfinityType)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/common.py:174(not_none)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:1392(np_find_common_type)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:270(_get_simple_index_descriptor)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/synchronize.py:360(Barrier)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:608(_format_parsed_parts)
       10    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:755(encode)
       13    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1628(path_hook_for_FileFinder)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:762(infer_dtype_from)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/util/version/__init__.py:470(_parse_letter_version)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/fromnumeric.py:70(<dictcomp>)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:246(items)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/inference.py:105(is_file_like)
        2    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       40    0.000    0.000    0.000    0.000 {built-in method math.floor}
        7    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/connection.py:130(__del__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/_methods.py:61(_all)
       14    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/multiarray.py:152(concatenate)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/util/version/__init__.py:149(__lt__)
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/blocks.py:718(dtype)
       10    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/internals/managers.py:196(blklocs)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/process.py:163(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3/dist-packages/six.py:194(find_spec)
       12    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/multiarray.py:1079(copyto)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:81(_combine_flags)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/posixpath.py:41(_get_sep)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:980(__or__)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimelike.py:2063(_maybe_pin_freq)
        1    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/datetimes.py:576(tz)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:553(is_set)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/queues.py:339(__init__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/io/common.py:1117(_maybe_memory_map)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/concurrent/futures/process.py:67(__init__)
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/arrays/arrow/extension_types.py:62(ArrowIntervalType)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/vendored/version.py:104(_BaseVersion)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/synchronize.py:161(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:58(_make_class_unpicklable)
        6    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       19    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:123(<lambda>)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1194(<lambda>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/queues.py:348(close)
       14    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:922(_maybe_infer_dtype_type)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:296(_class_escape)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/_config/config.py:273(__call__)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/pandas_compat.py:514(_resolve_columns_of_interest)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       21    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
       12    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/numpy/core/numeric.py:1473(<listcomp>)
        8    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/util/_validators.py:226(validate_bool_kwarg)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/compat/_optional.py:74(get_version)
       10    0.000    0.000    0.000    0.000 {built-in method time.monotonic}
        6    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/common.py:1270(is_1d_only_ea_dtype)
        2    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pyarrow/parquet/core.py:1025(__del__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/multiprocessing/connection.py:142(_check_writable)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:216(_lock_unlock_module)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:130(__enter__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:968(_sanity_check)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:452(_ASN1Object)
        8    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/indexes/base.py:974(dtype)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:759(decode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:805(fsencode)
        4    0.000    0.000    0.000    0.000 /usr/local/lib/python3.10/dist-packages/pandas/core/dtypes/cast.py:1472(<genexpr>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:169(_TLSContentType)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:239(splitroot)
