year,julian,sim_day_index,month,day_of_month,water_year,n_ofe,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_sbrunv_calc_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_closure_reported_with_storage_rain_melt_mm,audit_closure_reconstructed_with_storage_rain_melt_mm,audit_closure_reported_with_enriched_storage_rain_melt_mm,audit_closure_reconstructed_with_enriched_storage_rain_melt_mm,audit_soilwatertotal_vs_legacy_storage_mm,audit_soilwater_to_porosity_fraction,audit_soilwater_minus_fc_mm,audit_soilwater_minus_wp_mm,audit_profile_order_fc_gt_porosity,audit_profile_order_wp_gt_fc,audit_soilwater_gt_porositycap,audit_soilwater_lt_wpstore,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,TSMF,QRain,QSnow,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
52,179,18806,6,27,52,1,1.1,1.1,0.0,0.0,0.0,0.23171144939725585,0.23,0.23,0.69,0.69,0.24000000000000002,0.24000000000000002,-0.3100000000000023,-0.3100000000000023,0.25000000000000244,0.25000000000000244,0.25000000000000244,0.25000000000000244,0.25000000000000244,0.25000000000000244,0.25000000000000244,0.25000000000000244,0.0,0.3470102915319259,-2.340000000000032,157.86,False,False,False,False,0.0,0.0,0.347,,,0.25000000000000244,0.0
47,113,16914,4,23,47,1,1.1,1.1,0.0,0.0,0.0,0.22129193853123572,0.22,0.22,2.0300000000000002,2.0300000000000002,0.24000000000000002,0.24000000000000002,-1.6399999999999864,-1.6399999999999864,0.2499999999999858,0.2499999999999858,0.2499999999999858,0.2499999999999858,0.2499999999999858,0.2499999999999858,0.2499999999999858,0.2499999999999858,0.0,0.39484070872628463,36.559999999999945,196.76,False,False,False,False,0.0,0.0,0.3948,,,0.2499999999999858,0.0
98,73,35502,3,14,98,1,1.1,1.1,0.0,0.0,0.0,0.33439125523068103,0.33,0.33,1.51,1.51,0.24000000000000002,0.24000000000000002,-1.2200000000000841,-1.2200000000000841,0.24000000000008415,0.24000000000008415,0.24000000000008415,0.24000000000008415,0.24000000000008415,0.24000000000008415,0.24000000000008415,0.24000000000008415,0.0,0.4138499182333485,52.019999999999925,212.21999999999997,False,False,False,False,0.0,0.0,0.4138,,,0.24000000000008415,0.0
11,17,3669,1,17,11,1,0.4699999999999999,0.0,0.0,0.0,0.0,0.2933481958082972,0.29,0.29,1.04,1.04,0.24000000000000002,0.24000000000000002,-1.8100000000000591,-1.8100000000000591,0.24000000000005905,0.24000000000005905,0.24000000000005905,0.24000000000005905,0.710000000000059,0.710000000000059,0.710000000000059,0.710000000000059,0.0,0.4660330263497645,94.45999999999992,254.65999999999997,False,False,False,False,0.0,0.0,0.466,,,0.24000000000005905,0.0
91,4,32876,1,4,91,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.3599999999999568,0.3599999999999568,0.2400000000000433,0.2400000000000433,0.2400000000000433,0.2400000000000433,0.2400000000000433,0.2400000000000433,0.2400000000000433,0.2400000000000433,0.0,0.3455348030837708,-3.5400000000000773,156.65999999999997,False,False,False,False,0.0,0.0,0.3455,,,0.2400000000000433,0.0
78,116,28240,4,26,78,1,1.1,1.1,0.0,0.0,0.0,1.2320277869016647,1.23,1.23,2.86,2.86,0.24000000000000002,0.24000000000000002,-3.4700000000000273,-3.4700000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.2400000000000273,0.0,0.5756987052588868,183.64999999999998,343.85,False,False,False,False,0.0,0.0,0.5757,,,0.2400000000000273,0.0
84,72,30387,3,12,84,1,1.1,0.0,0.0,0.0,0.0,0.5605032998966131,0.56,0.56,1.3699999999999999,1.3699999999999999,0.24000000000000002,0.24000000000000002,-2.410000000000025,-2.410000000000025,0.24000000000002508,0.24000000000002508,0.24000000000002508,0.24000000000002508,1.3400000000000252,1.3400000000000252,1.3400000000000252,1.3400000000000252,0.0,0.5176505305610545,136.43999999999994,296.64,False,False,False,False,0.0,0.0,0.5177,,,0.24000000000002508,0.0
97,203,35267,7,22,97,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.24000000000000002,0.24000000000000002,-0.160000000000025,-0.160000000000025,0.24000000000002508,0.24000000000002508,0.24000000000002508,0.24000000000002508,0.24000000000002508,0.24000000000002508,0.24000000000002508,0.24000000000002508,0.0,0.302794821035547,-38.30000000000007,121.89999999999999,False,False,False,False,0.0,0.0,0.3028,,,0.24000000000002508,0.0
62,328,22608,11,24,63,1,0.48000000000000004,3.1000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.5900000000000002,0.5900000000000002,0.0,0.0,2.269999999999982,2.269999999999982,0.24000000000001842,0.24000000000001842,0.24000000000001842,0.24000000000001842,-2.379999999999982,-2.379999999999982,-2.379999999999982,-2.379999999999982,0.0,0.3412927737953252,-6.990000000000066,153.20999999999998,False,False,False,False,0.0,0.0,0.3413,,,0.24000000000001842,0.0
45,233,16304,8,21,45,1,1.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.81,0.81,0.0,0.0,0.04999999999998295,0.04999999999998295,0.2400000000000171,0.2400000000000171,0.2400000000000171,0.2400000000000171,0.2400000000000171,0.2400000000000171,0.2400000000000171,0.2400000000000171,0.0,0.2960690528593737,-43.77000000000007,116.42999999999999,False,False,False,False,0.0,0.0,0.2961,,,0.2400000000000171,0.0
63,196,22841,7,15,63,1,1.1,1.1,0.0,0.0,0.0,0.33125962938867776,0.33,0.33,0.71,0.71,0.24000000000000002,0.24000000000000002,-0.4200000000000159,-0.4200000000000159,0.24000000000001598,0.24000000000001598,0.24000000000001598,0.24000000000001598,0.24000000000001598,0.24000000000001598,0.24000000000001598,0.24000000000001598,0.0,0.365060433547689,12.339999999999918,172.53999999999996,False,False,False,False,0.0,0.0,0.3651,0.0,0.0,0.24000000000001598,0.0
46,250,16686,9,7,46,1,1.1,1.1,0.0,0.0,0.0,0.1854153401753826,0.19,0.19,0.48000000000000004,0.48000000000000004,0.24000000000000002,0.24000000000000002,-0.05000000000001137,-0.05000000000001137,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.0,0.33887051359293735,-8.960000000000036,151.24,False,False,False,False,0.0,0.0,0.3389,,,0.24000000000001143,0.0
64,294,23304,10,20,65,1,1.1,1.1,0.0,0.0,0.0,0.15191993197589138,0.15,0.15,0.27,0.27,0.24000000000000002,0.24000000000000002,0.19999999999998863,0.19999999999998863,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.24000000000001143,0.0,0.3333989105976958,-13.410000000000082,146.78999999999996,False,False,False,False,0.0,0.0,0.3334,,,0.24000000000001143,0.0
55,201,19924,7,20,55,1,1.1,1.1,0.0,0.0,0.0,0.12698382002935932,0.13,0.13,0.74,0.74,0.24000000000000002,0.24000000000000002,-0.25,-0.25,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.24,0.0,0.32795189907659017,-17.840000000000032,142.36,False,False,False,False,0.0,0.0,0.328,,,0.24,0.0
66,78,23819,3,19,66,1,1.1,1.1,0.0,0.0,0.0,0.4713024734937457,0.4699999999999999,0.4699999999999999,2.84,2.84,0.24000000000000002,0.24000000000000002,-2.6899999999999977,-2.6899999999999977,0.239999999999998,0.239999999999998,0.239999999999998,0.239999999999998,0.239999999999998,0.239999999999998,0.239999999999998,0.239999999999998,0.0,0.4234405931463562,59.819999999999936,220.01999999999998,False,False,False,False,0.0,0.0,0.4234,,,0.239999999999998,0.0
