family,role,runid,config,wepp_id,late_max_abs_ofe_closure_residual_mm_max_abs,requires_scientific_review_days,staged_runs_dir,run_file,shared_context_files,missing_shared_context,top_days_csv_path,summary_json_path
D2b4,median,cochlear-beriberi,disturbed9002-mofe,3,457.2769000000001,9,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p3.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H3/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H3/hillslope_mofe_daily_closure_audit_summary.json
D2b4,worst,cochlear-beriberi,disturbed9002-mofe,440,496.1007000000001,7,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p440.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H440/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H440/hillslope_mofe_daily_closure_audit_summary.json
D2b5,contrast,cochlear-beriberi,disturbed9002-mofe,262,99.52819999999991,0,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p262.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H262/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H262/hillslope_mofe_daily_closure_audit_summary.json
D2b5,median,cochlear-beriberi,disturbed9002-mofe,463,656.9940000000001,14,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p463.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H463/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H463/hillslope_mofe_daily_closure_audit_summary.json
D2b5,worst,cochlear-beriberi,disturbed9002-mofe,465,971.189,10,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p465.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H465/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H465/hillslope_mofe_daily_closure_audit_summary.json
D3,contrast,ordained-incentive,disturbed9002-wbt-mofe,317,87.53070000000001,0,/wc1/runs/or/ordained-incentive/wepp/runs,/wc1/runs/or/ordained-incentive/wepp/runs/p317.run,/wc1/runs/or/ordained-incentive/wepp/runs/wepp_ui.txt;/wc1/runs/or/ordained-incentive/wepp/runs/pmetpara.txt;/wc1/runs/or/ordained-incentive/wepp/runs/snow.txt;/wc1/runs/or/ordained-incentive/wepp/runs/gwcoeff.txt;/wc1/runs/or/ordained-incentive/wepp/runs/chan.inp;/wc1/runs/or/ordained-incentive/wepp/runs/chntyp.txt;/wc1/runs/or/ordained-incentive/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H317/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H317/hillslope_mofe_daily_closure_audit_summary.json
D3,median,ordained-incentive,disturbed9002-wbt-mofe,273,143.8196,3,/wc1/runs/or/ordained-incentive/wepp/runs,/wc1/runs/or/ordained-incentive/wepp/runs/p273.run,/wc1/runs/or/ordained-incentive/wepp/runs/wepp_ui.txt;/wc1/runs/or/ordained-incentive/wepp/runs/pmetpara.txt;/wc1/runs/or/ordained-incentive/wepp/runs/snow.txt;/wc1/runs/or/ordained-incentive/wepp/runs/gwcoeff.txt;/wc1/runs/or/ordained-incentive/wepp/runs/chan.inp;/wc1/runs/or/ordained-incentive/wepp/runs/chntyp.txt;/wc1/runs/or/ordained-incentive/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H273/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/ordained-incentive_disturbed9002-wbt-mofe/H273/hillslope_mofe_daily_closure_audit_summary.json
D3,worst,cochlear-beriberi,disturbed9002-mofe,154,539.9034000000001,16,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p154.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H154/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H154/hillslope_mofe_daily_closure_audit_summary.json
D4,contrast,cochlear-beriberi,disturbed9002-mofe,166,64.1867690000001,0,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p166.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H166/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H166/hillslope_mofe_daily_closure_audit_summary.json
D4,median,cochlear-beriberi,disturbed9002-mofe,84,506.3042999999999,2,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p84.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H84/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H84/hillslope_mofe_daily_closure_audit_summary.json
D4,worst,cochlear-beriberi,disturbed9002-mofe,285,828.1754000000001,3,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p285.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H285/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H285/hillslope_mofe_daily_closure_audit_summary.json
D6b,contrast,cochlear-beriberi,disturbed9002-mofe,363,117.09419999999996,0,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p363.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H363/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H363/hillslope_mofe_daily_closure_audit_summary.json
D6b,median,cochlear-beriberi,disturbed9002-mofe,312,248.17300000000003,6,/wc1/runs/co/cochlear-beriberi/wepp/runs,/wc1/runs/co/cochlear-beriberi/wepp/runs/p312.run,/wc1/runs/co/cochlear-beriberi/wepp/runs/wepp_ui.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/pmetpara.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/snow.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/gwcoeff.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/chan.inp;/wc1/runs/co/cochlear-beriberi/wepp/runs/chntyp.txt;/wc1/runs/co/cochlear-beriberi/wepp/runs/tc.txt,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H312/hillslope_mofe_daily_closure_audit_top_days.csv,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H312/hillslope_mofe_daily_closure_audit_summary.json
