runid,config,wepp_id,topaz_id,summary_json_path,top_days_csv_path,late_max_abs_ofe_closure_residual_mm_max_abs,late_max_abs_ofe_closure_residual_mm_p99,late_max_abs_ofe_closure_residual_mm_p95,late_max_abs_ofe_closure_residual_mm_p90,late_max_surface_pulse_proxy_mm_max_abs,late_max_surface_pulse_proxy_mm_p99,late_max_qofe_to_q_ratio_max_abs,late_max_qofe_to_q_ratio_p99,closure_residual_pct_of_rm_total,closure_residual_total_mm,max_abs_ofe_closure_residual_mm_max_abs,closure_residual_mm_max_abs,closure_residual_mm_p99,n_ofe_max,n_ofe_min,late_outlier_ofe_id,outlier_is_outlet_ofe,outlier_is_first_ofe,outlier_is_interior_ofe,chain_subsurface_transfer_residual_m3_max_abs,chain_subsurface_transfer_residual_m3_p99,chain_surface_transfer_residual_m3_max_abs,chain_surface_transfer_residual_m3_p99,runoff_pass_vs_outlet_qofe_residual_m3_max_abs,runoff_pass_vs_outlet_qofe_residual_m3_p99,first_ofe_nonzero_subrin_days,first_ofe_nonzero_upstrmq_days,strict_chain_invariants_applicable,soilwater_to_porosity_fraction_max_abs,soilwater_to_porosity_fraction_p99,soilwater_minus_fc_mm_max_abs,soilwater_minus_wp_mm_max_abs,soilwater_gt_porositycap_days,soilwater_lt_wpstore_days,profile_order_fc_gt_porosity_days,profile_order_wp_gt_fc_days,precip_total_mm,runoff_reported_total_mm,lateral_reported_total_mm,et_reported_total_mm,storage_change_mm,requires_scientific_review_days,total_simulation_days,flagged_day_fraction,max_anomaly_year,max_anomaly_month,max_anomaly_julian,worst_review_day_year,worst_review_day_month,worst_review_day_julian,worst_review_day_reason,worst_review_day_late_residual_mm,worst_review_day_late_pulse_mm,worst_review_day_qofe_to_q_ratio,threshold_late_ofe_residual_mm,threshold_late_pulse_mm,threshold_late_qofe_to_q_ratio,threshold_late_ofe_window,family_primary,storage_saturation_observed,cluster_label,rule_cluster_agreement
cochlear-beriberi,disturbed9002-mofe,146,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H146/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H146/hillslope_mofe_daily_closure_audit_top_days.csv,1247.7900000000004,20.835106580000087,9.24900999999997,3.2425300000000727,1247.1800000000003,1.4600000000000002,11.000010984084062,11.000006135707816,-2.661525380817068,-1784.3013020807275,1247.7900000000004,337.8434636363636,14.67560181818176,11,11,11.0,True,False,False,0.0,0.0,0.0090837300012935,9.083730002856782e-06,44.98001484576,0.0314907553798593,0,0,unknown_from_interchange,0.9996042252367824,0.9956021855699776,423.8100000000002,622.0900000000003,0,0,0,0,67043.00000000001,33110.69786820654,10389.08272727273,24914.901818181825,252.9481818181819,9,14975,0.0006,23,2,32,23.0,2.0,32.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,1247.7900000000004,1247.1800000000003,11.000002555936677,100.0,100.0,2.0,3,D1,True,2,disagree
cochlear-beriberi,disturbed9002-mofe,148,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H148/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H148/hillslope_mofe_daily_closure_audit_top_days.csv,208.87090000000003,20.52788659999999,9.199390999999972,3.176988759999991,206.81090000000003,2.83,7.000005565736215,7.00000324592449,-0.0986372141552952,-66.12712673971303,208.87090000000003,66.50022828571404,14.667207971428546,7,7,7.0,True,False,False,0.0,0.0,0.0016977440009213,0.0,40.11782653952,0.0286700341122195,0,0,unknown_from_interchange,0.9996042252367828,0.9937169294117192,423.81000000000006,622.0899999999999,0,0,0,0,67043.0,25375.422252791264,16265.112857142854,25058.485714285714,238.33857142857124,2,14975,0.0001,9,1,9,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,208.87090000000003,206.81090000000003,6.999999761465062,100.0,100.0,2.0,3,D2b1,True,2,disagree
cochlear-beriberi,disturbed9002-mofe,150,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H150/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H150/hillslope_mofe_daily_closure_audit_top_days.csv,440.6815,21.101874799999987,9.401338279999935,3.2993999999999923,438.6215,3.273392980000001,9.000006632520241,9.000003332125154,-0.7284794565195544,-488.37745180355466,440.6815,120.29522222222236,14.682338999999809,9,9,9.0,True,False,False,0.1159983999999951,0.0,0.0011599840008784,1.1599840000542372e-05,0.402245919998677,0.0295868532159011,0,0,unknown_from_interchange,0.9994813985861286,0.9941352852156136,423.7200000000001,622.0000000000002,0,0,0,0,67043.00000000001,26539.949196234127,15531.194444444449,25058.553333333337,249.5844444444446,15,14975,0.001,6,5,128,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,440.6815,438.6215,8.999996266948056,100.0,100.0,2.0,3,D3,True,2,disagree
cochlear-beriberi,disturbed9002-mofe,152,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H152/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H152/hillslope_mofe_daily_closure_audit_top_days.csv,254.25040000000004,20.72482220000012,9.203333000000011,3.2215078000000315,253.64040000000008,2.3200000000000003,7.000004791209364,7.000002617479002,-0.2797907160500527,-187.57355464971204,254.25040000000004,66.49714285714292,14.667895428571384,7,7,7.0,True,False,False,0.0,0.0,0.0039085280004655,0.0,25.25239358616,0.0423806877122524,0,0,unknown_from_interchange,0.9996178726424108,0.995149049165754,423.8200000000001,622.1,0,0,0,0,67043.00000000001,20240.514837591767,21534.877142857145,25058.485714285714,244.38142857142867,6,14975,0.0004,9,1,9,23.0,2.0,32.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,254.25040000000004,253.64040000000008,6.999999659441879,100.0,100.0,2.0,3,D2b3,True,2,disagree
cochlear-beriberi,disturbed9002-mofe,154,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H154/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H154/hillslope_mofe_daily_closure_audit_top_days.csv,539.9034000000001,21.101275399999984,9.405754999999896,3.298199999999976,536.4134000000001,1.4800000000000004,9.000006238820257,9.000003172374642,-0.8828067510398736,-591.8389035017818,539.9034000000001,89.93954444444428,14.680046533333336,9,9,9.0,True,False,False,0.0,0.0,0.0015898370006652,1.5898369994715722e-05,0.4898393999992549,0.0384984446999169,0,0,unknown_from_interchange,0.9996042252367824,0.9951871362587308,423.8100000000001,622.0900000000001,0,0,0,0,67043.00000000001,27567.378222421547,14599.020000000002,25058.553333333337,257.741111111111,16,14975,0.0011,6,1,14,6.0,1.0,14.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,539.9034000000001,536.4134000000001,8.999999312964565,100.0,100.0,2.0,3,D3,True,2,disagree
cochlear-beriberi,disturbed9002-mofe,202,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H202/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H202/hillslope_mofe_daily_closure_audit_top_days.csv,1207.1659999999997,21.300932320000022,9.664017999999995,3.5229559999999887,1206.3359999999998,4.316064886,12.00000992890901,12.000005922877708,-2.0611951335380736,-1381.5987952385055,1207.1659999999997,301.6005000000001,14.769709366666667,12,12,12.0,True,False,False,0.0,0.0,0.0109484200002043,1.09484200017107e-05,39.43892404816,0.0319493263279673,0,0,unknown_from_interchange,0.9980704483254248,0.9799396522869122,380.0200000000001,456.05000000000007,0,0,0,0,67043.0,22334.10110134613,17274.024166666666,24991.751666666663,239.8708333333333,23,14975,0.0015,23,2,32,23.0,2.0,32.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,1207.1659999999997,1206.3359999999998,12.000002291494743,100.0,100.0,2.0,3,D1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,215,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H215/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H215/hillslope_mofe_daily_closure_audit_top_days.csv,252.47449999999984,21.146607499999988,9.86899097999994,3.987530000000065,251.87449999999995,3.460000000000001,8.000006577086745,8.000004302172934,-0.1284795949432064,-86.1189410133679,252.47449999999984,66.49875000000009,15.525048592499992,8,8,8.0,True,False,False,0.0,0.0,0.0011140600004182,0.0,9.030994816860002,0.004930937919965,0,0,unknown_from_interchange,0.9986542654674296,0.9826343179340422,415.39999999999975,533.9899999999998,0,0,0,0,67043.0,18341.60361044288,23311.905,25058.283749999995,253.19249999999997,4,14975,0.0003,9,1,9,23.0,2.0,32.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,252.47449999999984,251.87449999999995,8.000000783812393,100.0,100.0,2.0,3,D2b3,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,218,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H218/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H218/hillslope_mofe_daily_closure_audit_top_days.csv,267.8565,20.300000000000008,9.065467700000063,3.196434000000011,265.7965,2.2300000000000004,8.000006835269993,8.000004635569551,-0.0948825298343307,-63.61005687450214,267.8565,67.20833749999998,14.645753299999994,8,8,8.0,True,False,False,0.1248797000000081,0.0,0.0012487970002439,0.0,12.200725460451,0.014845957114012,0,0,unknown_from_interchange,0.9941866057998392,0.9705979116381576,488.08625,545.68625,0,0,0,0,67043.0,17689.343104403677,23873.4325,25056.97,321.68500000000006,1,14975,0.0001,6,5,128,6.0,5.0,128.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,267.8565,265.7965,8.000002931167396,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,239,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H239/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H239/hillslope_mofe_daily_closure_audit_top_days.csv,186.4818,20.358490800000126,9.259859999999971,3.26648999999998,184.46180000000004,2.25,8.00000639854625,8.000004281146618,-0.0482087460056482,-32.318112257631384,186.4818,65.68249999999996,14.974967249999931,8,8,8.0,True,False,False,0.2137824000000137,0.0,0.0021378240016929,2.1378239949854105e-05,18.172767453984,0.0382863642879374,0,0,unknown_from_interchange,0.9962353502316706,0.9758965743390572,413.98,532.5699999999999,0,0,0,0,67043.0,21263.820276014303,20348.692500000005,25056.4425,250.88625,2,14975,0.0001,9,1,9,24.0,4.0,114.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,186.4818,184.46180000000004,8.000001042462449,100.0,100.0,2.0,3,D2b1,False,2,disagree
cochlear-beriberi,disturbed9002-mofe,255,,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H255/hillslope_mofe_daily_closure_audit_summary.json,/workdir/wepppy/docs/mini-work-packages/20260502_rq_replay_mofe_260501_validation/artifacts/cochlear-beriberi_disturbed9002-mofe/H255/hillslope_mofe_daily_closure_audit_top_days.csv,244.05290000000005,22.88739106000014,9.000523830000057,2.200000000000029,241.8629,12.98,12.000007229083325,12.000003063709569,-0.5181791254669968,-347.3632853832469,244.05290000000005,61.74166666583345,14.18661673333329,12,12,12.0,True,False,False,0.0,0.0,0.0008553010006835,8.553010000245109e-07,5.806707768381,0.0120068657399042,0,0,unknown_from_interchange,0.8467261082352361,0.8291956198687128,784.9266666666666,869.4066666666666,0,0,0,0,67043.00000000001,13716.35515294226,25161.44750000001,24588.28333333334,322.5966666666668,13,14975,0.0009,9,1,9,24.0,4.0,114.0,late_ofe_residual_plus_qofe_to_q_ratio_plus_surface_pulse_proxy,244.05290000000005,241.8629,11.999997244938903,100.0,100.0,2.0,3,D2b3,False,1,disagree
