"Lithic bedrock"||25|38|51|||||||"2998661"|"699338"
"Lithic bedrock"||122|187|251|||||||"3000331"|"715357"
||183|217|251|||||||"3000338"|"715362"
"Paralithic bedrock"||122|122|122|||||||"3000340"|"707572"
"Lithic bedrock"||25|38|51|||||||"3004927"|"709002"
"Lithic bedrock"||0|0|0|||||||"3004933"|"701212"
"Lithic bedrock"||122|122|122|||||||"3004934"|"716796"
"Lithic bedrock"||0|0|0|||||||"3004936"|"716797"
"Paralithic bedrock"||51|77|102|||||||"3004938"|"716798"
"Lithic bedrock"||102|127|152|||||||"3004939"|"716799"
"Paralithic bedrock"||51|77|102|||||||"3004940"|"701216"
"Lithic bedrock"||122|187|251|||||||"3004941"|"716800"
"Paralithic bedrock"||25|38|51|||||||"3004942"|"709009"
"Lithic bedrock"||25|38|51|||||||"3005108"|"709065"
"Lithic bedrock"||0|0|0|||||||"3005129"|"701276"
"Lithic bedrock"||51|77|102|||||||"3005137"|"701279"
"Lithic bedrock"||102|102|102|||||||"3006776"|"717288"
"Lithic bedrock"||152|178|203|||||||"3006807"|"709509"
||152|202|251|||||||"3006810"|"701719"
||25|25|25|||||||"3006815"|"701723"
"Paralithic bedrock"||102|127|152|||||||"3006817"|"693933"
"Lithic bedrock"||0|0|0|||||||"3011403"|"703163"
"Lithic bedrock"||0|0|0|||||||"3011404"|"710955"
"Lithic bedrock"||102|102|102|||||||"3011410"|"718748"
"Paralithic bedrock"||102|102|102|||||||"3011415"|"710959"
"Paralithic bedrock"||51|77|102|||||||"3011416"|"703168"
"Paralithic bedrock"||122|122|122|||||||"3011418"|"703169"
"Undefined"||122|122|122||||10|26|43|"3011422"|"695378"
||25|25|25|||||||"3011430"|"710962"
"Lithic bedrock"||51|77|102|||||||"3011605"|"711023"
"Lithic bedrock"||25|38|51|||||||"3011613"|"711026"
"Lithic bedrock"||25|38|51|||||||"3011614"|"711027"
"Lithic bedrock"||25|38|51|||||||"3011624"|"703242"
"Lithic bedrock"||51|77|102|||||||"3013252"|"719235"
||25|25|25|||||||"3013284"|"711459"
"Paralithic bedrock"||51|77|102|||||||"3013287"|"695877"
||183|217|251|||||||"3013293"|"711465"
||25|25|25|||||||"3013301"|"695886"
||25|25|25|||||||"3017882"|"689525"
"Lithic bedrock"||51|77|102|||||||"3017884"|"705109"
"Lithic bedrock"||122|153|183|||||||"3017887"|"712902"
"Paralithic bedrock"||107|107|107|||||||"3017891"|"689528"
"Paralithic bedrock"||51|77|102|||||||"3017892"|"689529"
"Paralithic bedrock"||51|77|102|||||||"3017893"|"689530"
"Lithic bedrock"||51|77|102|||||||"3018090"|"705177"
"Lithic bedrock"||25|38|51|||||||"3018091"|"705178"
||25|25|25|||||||"3018101"|"705184"
"Lithic bedrock"||152|178|203|||||||"3019761"|"697826"
||25|25|25|||||||"3019770"|"705624"
"Lithic bedrock"||25|38|51|||||||"3024357"|"714849"
"Lithic bedrock"||102|102|102|||||||"3024360"|"714850"
||25|25|25|||||||"3024362"|"699267"
"Lithic bedrock"||0|0|0|||||||"3024363"|"714851"
"Lithic bedrock"||122|122|122|||||||"3024364"|"699268"
"Paralithic bedrock"||124|124|124|||||||"3024367"|"691477"
"Paralithic bedrock"||51|77|102|||||||"3024368"|"691478"
"Lithic bedrock"||107|130|152|||||||"3024369"|"691479"
"Paralithic bedrock"||102|102|102|||||||"3024370"|"691480"
"Lithic bedrock"||122|187|251|||||||"3024371"|"699272"
||25|25|25|||||||"3024372"|"714856"
"Lithic bedrock"||51|77|102|||||||"3024559"|"714918"
"Lithic bedrock"||51|77|102|||||||"3024567"|"714921"
"Lithic bedrock"||102|153|203|||||||"3026206"|"715341"
"Lithic bedrock"||152|202|251|||||||"3026237"|"691981"
"Paralithic bedrock"||102|102|102|||||||"3026245"|"691987"
"Paralithic bedrock"||51|77|102|||||||"3026247"|"715364"
"Paralithic bedrock"||25|38|51|||||||"3026249"|"691990"
"Lithic bedrock"||0|0|0|||||||"3030836"|"701211"
||25|25|25|||||||"3030838"|"693420"
"Lithic bedrock"||0|0|0|||||||"3030841"|"693421"
"Lithic bedrock"||102|102|102|||||||"3030842"|"709005"
"Paralithic bedrock"||51|77|102|||||||"3030843"|"693422"
"Paralithic bedrock"||102|102|102|||||||"3030845"|"693423"
"Lithic bedrock"||122|122|122|||||||"3030848"|"693425"
"Lithic bedrock"||51|77|102|||||||"3031044"|"709071"
"Lithic bedrock"||122|183|244|||||||"3032717"|"709511"
"Paralithic bedrock"||61|82|102|||||||"3032724"|"701725"
||152|202|251|||||||"3032731"|"717311"
"Lithic bedrock"||122|153|183|||||||"3037312"|"718747"
||25|25|25|||||||"3037316"|"703164"
"Lithic bedrock"||122|122|122|||||||"3037317"|"695373"
"Paralithic bedrock"||51|77|102|||||||"3037320"|"703166"
"Lithic bedrock"||107|130|152|||||||"3037321"|"695375"
"Paralithic bedrock"||107|130|152|||||||"3037322"|"718751"
"Paralithic bedrock"||25|38|51|||||||"3037325"|"710961"
"Lithic bedrock"||51|77|102|||||||"3037520"|"718818"
"Lithic bedrock"||102|102|102|||||||"3039159"|"695860"
||25|25|25|||||||"3039194"|"703669"
"Paralithic bedrock"||102|127|152|||||||"3039198"|"719255"
"Paralithic bedrock"||107|130|152|||||||"3039200"|"719257"
"Paralithic bedrock"||51|77|102|||||||"3039202"|"711467"
||25|25|25|||||||"3039203"|"695884"
"Lithic bedrock"||25|38|51|||||||"3043786"|"705108"
||25|25|25|||||||"3043791"|"689526"
||25|25|25|||||||"3043792"|"697318"
"Lithic bedrock"||122|122|122|||||||"3043793"|"689527"
"Lithic bedrock"||102|102|102|||||||"3043796"|"697319"
||25|25|25|||||||"3043797"|"697320"
"Lithic bedrock"||107|130|152|||||||"3043798"|"697321"
"Paralithic bedrock"||102|102|102|||||||"3043799"|"697322"
||25|25|25|||||||"3043803"|"697323"
||25|25|25|||||||"3043813"|"705115"
||25|25|25|||||||"3043967"|"697377"
||102|102|102|||||||"3043988"|"689591"
"Lithic bedrock"||51|77|102|||||||"3043996"|"712969"
"Lithic bedrock"||122|187|251|||||||"3045666"|"713409"
"Paralithic bedrock"||51|77|102|||||||"3045674"|"690039"
"Paralithic bedrock"||102|102|102|||||||"3045676"|"713416"
"Lithic bedrock"||0|0|0|||||||"3045679"|"713417"
"Lithic bedrock"||25|38|51|||||||"3050262"|"691473"
||25|25|25|||||||"3050265"|"699266"
"Paralithic bedrock"||122|153|183|||||||"3050267"|"691475"
||25|25|25|||||||"3050268"|"707059"
"Lithic bedrock"||102|127|152|||||||"3050273"|"699269"
"Lithic bedrock"||102|127|152|||||||"3050274"|"699270"
"Paralithic bedrock"||107|130|152|||||||"3050275"|"699271"
"Lithic bedrock"||122|122|122|||||||"3050277"|"707064"
||25|25|25|||||||"3050281"|"691481"
"Lithic bedrock"||25|38|51|||||||"3050444"|"714913"
"Lithic bedrock"||0|0|0|||||||"3050483"|"714928"
"Lithic bedrock"||152|178|203|||||||"3052143"|"699773"
"Paralithic bedrock"||51|77|102|||||||"3052151"|"699779"
"Paralithic bedrock"||102|102|102|||||||"3052153"|"691989"
"Lithic bedrock"||0|0|0|||||||"3056739"|"701210"
"Lithic bedrock"||0|0|0|||||||"3056743"|"716795"
"Lithic bedrock"||102|102|102|||||||"3056746"|"709004"
||25|25|25|||||||"3056747"|"701213"
"Paralithic bedrock"||25|38|51|||||||"3056750"|"701214"
||183|217|251|||||||"3056751"|"701215"
||25|25|25|||||||"3056941"|"716859"
"Lithic bedrock"||25|38|51|||||||"3056949"|"716862"
"Lithic bedrock"||25|38|51|||||||"3056950"|"716863"
"Lithic bedrock"||0|0|0|||||||"3056960"|"693493"
"Paralithic bedrock"||51|77|102|||||||"3058628"|"709515"
"Lithic bedrock"||51|77|102|||||||"3063215"|"695371"
"Lithic bedrock"||25|38|51|||||||"3063222"|"710956"
||25|25|25|||||||"3063224"|"710957"
"Paralithic bedrock"||51|77|102|||||||"3063226"|"710958"
"Lithic bedrock"||102|102|102|||||||"3063228"|"695376"
"Paralithic bedrock"||102|102|102|||||||"3063229"|"710960"
"Paralithic bedrock"||122|122|122|||||||"3063230"|"718752"
||25|25|25|||||||"3063242"|"703170"
||25|25|25|||||||"3063418"|"718815"
"Lithic bedrock"||25|38|51|||||||"3063426"|"695443"
"Lithic bedrock"||25|38|51|||||||"3063436"|"695450"
||152|202|251|||||||"3065096"|"695875"
"Paralithic bedrock"||51|77|102|||||||"3065104"|"695880"
"Paralithic bedrock"||102|102|102|||||||"3065106"|"695882"
||25|25|25|||||||"3065109"|"703676"
