year,julian,sim_day_index,month,day_of_month,water_year,n_ofe,audit_rain_melt_reported_mm,audit_precip_reported_mm,audit_runoff_reported_mm,audit_runoff_calc_mm,audit_runoff_consistency_mm,audit_sbrunv_calc_mm,audit_lateral_reported_mm,audit_lateral_calc_mm,audit_et_reported_mm,audit_et_calc_mm,audit_percolation_reported_mm,audit_percolation_calc_mm,audit_storage_delta_mm,audit_enriched_storage_delta_mm,audit_closure_reported_with_storage_mm,audit_closure_reconstructed_with_storage_mm,audit_closure_reported_with_enriched_storage_mm,audit_closure_reconstructed_with_enriched_storage_mm,audit_closure_reported_with_storage_rain_melt_mm,audit_closure_reconstructed_with_storage_rain_melt_mm,audit_closure_reported_with_enriched_storage_rain_melt_mm,audit_closure_reconstructed_with_enriched_storage_rain_melt_mm,audit_soilwatertotal_vs_legacy_storage_mm,audit_soilwater_to_porosity_fraction,audit_soilwater_minus_fc_mm,audit_soilwater_minus_wp_mm,audit_profile_order_fc_gt_porosity,audit_profile_order_wp_gt_fc,audit_soilwater_gt_porositycap,audit_soilwater_lt_wpstore,audit_runoff_to_precip_reported_pct,audit_runoff_to_precip_reconstructed_pct,TSMF,QRain,QSnow,abs_closure_reported_with_storage_mm,abs_runoff_consistency_mm
11,253,3905,9,10,11,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0992857142857138,2.0992857142857138,0.0,0.0,-0.009285714285681479,,0.20999999999996755,0.20999999999996755,,,0.20999999999996755,0.20999999999996755,,,,,,,False,False,False,False,0.0,0.0,0.1648428571428571,,,0.20999999999996755,0.0
11,182,3834,7,1,11,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.3542857142857136,2.3542857142857136,0.0,0.0,-0.26428571428567693,,0.2099999999999631,0.2099999999999631,,,0.2099999999999631,0.2099999999999631,,,,,,,False,False,False,False,0.0,0.0,0.1688642857142857,0.0,0.0,0.2099999999999631,0.0
28,331,10192,11,26,29,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.9742857142857142,0.9742857142857142,0.0,0.0,1.1164285714284858,,0.20928571428579978,0.20928571428579978,,,0.20928571428579978,0.20928571428579978,,,,,,,False,False,False,False,0.0,0.0,0.20667857142857138,,,0.20928571428579978,0.0
12,267,4284,9,23,12,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.762142857142857,1.762142857142857,0.0,0.0,0.32857142857139365,,0.20928571428574916,0.20928571428574916,,,0.20928571428574916,0.20928571428574916,,,,,,,False,False,False,False,0.0,0.0,0.1721785714285714,,,0.20928571428574916,0.0
21,170,7475,6,19,21,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4035714285714285,2.4035714285714285,0.0,0.0,-0.3128571428571689,,0.20928571428574028,0.20928571428574028,,,0.20928571428574028,0.20928571428574028,,,,,,,False,False,False,False,0.0,0.0,0.1690785714285714,,,0.20928571428574028,0.0
36,168,12951,6,16,36,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.1971428571428557,2.1971428571428557,0.0,0.0,-0.10642857142859441,,0.2092857142857385,0.2092857142857385,,,0.2092857142857385,0.2092857142857385,,,,,,,False,False,False,False,0.0,0.0,0.17071428571428565,,,0.2092857142857385,0.0
10,90,3377,3,31,10,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.202857142857143,2.202857142857143,0.0007142857142857141,0.0007142857142857141,-0.11285714285716608,,0.20928571428573717,0.20928571428573717,,,0.20928571428573717,0.20928571428573717,,,,,,,False,False,False,False,0.0,0.0,0.18895714285714277,,,0.20928571428573717,0.0
9,162,3084,6,11,9,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.2328571428571427,2.2328571428571427,0.0,0.0,-0.1421428571428578,,0.20928571428571496,0.20928571428571496,,,0.20928571428571496,0.20928571428571496,,,,,,,False,False,False,False,0.0,0.0,0.16775714285714283,,,0.20928571428571496,0.0
29,321,10548,11,17,30,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.7135714285714283,0.7135714285714283,0.0,0.0,1.3771428571428714,,0.2092857142857001,0.2092857142857001,,,0.2092857142857001,0.2092857142857001,,,,,,,False,False,False,False,0.0,0.0,0.17157857142857133,,,0.2092857142857001,0.0
4,122,1217,5,1,4,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7007142857142852,1.7007142857142852,0.0,0.0,0.39071428571425315,,0.2085714285714615,0.2085714285714615,,,0.2085714285714615,0.2085714285714615,,,,,,,False,False,False,False,0.0,0.0,0.17029999999999995,0.0,0.0,0.2085714285714615,0.0
10,328,3615,11,24,11,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2778571428571428,0.2778571428571428,0.0,0.0,1.8142857142857167,,0.20785714285714008,0.20785714285714008,,,0.20785714285714008,0.20785714285714008,,,,,,,False,False,False,False,0.0,0.0,0.1685071428571428,,,0.20785714285714008,0.0
6,198,2024,7,17,6,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0885714285714285,2.0885714285714285,0.0,0.0,0.0035714285714334437,,0.20785714285713786,0.20785714285713786,,,0.20785714285713786,0.20785714285713786,,,,,,,False,False,False,False,0.0,0.0,0.16496428571428567,,,0.20785714285713786,0.0
43,102,15442,4,12,43,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,2.11142857142857,2.11142857142857,0.0007142857142857141,0.0007142857142857141,-0.01999999999998181,,0.20785714285712587,0.20785714285712587,,,0.20785714285712587,0.20785714285712587,,,,,,,False,False,False,False,0.0,0.0,0.17922857142857138,,,0.20785714285712587,0.0
7,100,2291,4,10,7,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.184285714285714,1.184285714285714,0.017142857142857137,0.017142857142857137,0.8907142857143242,,0.20785714285710455,0.20785714285710455,,,0.20785714285710455,0.20785714285710455,,,,,,,False,False,False,False,0.0,0.0,0.17791428571428566,,,0.20785714285710455,0.0
30,109,10701,4,19,30,14,2.3,2.3,0.0,0.0,0.0,0.0,0.0,0.0,3.044999999999999,3.044999999999999,0.017142857142857137,0.017142857142857137,-0.969999999999942,,0.20785714285708545,0.20785714285708545,,,0.20785714285708545,0.20785714285708545,,,,,,,False,False,False,False,0.0,0.0,0.18507857142857137,,,0.20785714285708545,0.0
