"VACCI"|"Vaccinium"|"huckleberry"|||"2991310"|"13908569"
"ALRU3"|"Alnus rugosa"|"speckled alder"|||"3043122"|"14212153"
"COAL2"|"Cornus alternifolia"|"alternateleaf dogwood"|||"2997786"|"13794769"
"LYCE"|"Lycopodium cernuum"|"wolfclaw clubmoss"|||"2997786"|"13946563"
"VIAC"|"Viburnum acerifolium"|"mapleleaf viburnum"|||"2997786"|"14098358"
"RIBES"|"Ribes"|"gooseberry"|||"2997786"|"14250151"
"UNKNOWN"|"unknown scientific name"|"false Solomons seal"|||"2997786"|"13794770"
"CAREX"|"Carex"|"sedge"|||"2997786"|"14250150"
"TRILL"|"Trillium"|"trillium"|||"2997786"|"13946564"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2997786"|"14098356"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"2997786"|"14098357"
"HAVI4"|"Hamamelis virginiana"|"witchhazel"|||"3036646"|"13870625"
"ALRU3"|"Alnus rugosa"|"speckled alder"|||"3036646"|"14022418"
"COCO6"|"Corylus cornuta"|"western hazel"|||"3036646"|"14326006"
"LYSIC"|"Lysichiton"|"skunkcabbage"|||"3036646"|"13870626"
"OSCI"|"Osmunda cinnamomea"|"cinnamon fern"|||"3036646"|"14022420"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"3036646"|"14174213"
"KAAN"|"Kalmia angustifolia"|"sheep laurel"|||"3036646"|"14022419"
"ATFI"|"Athyrium filix-femina"|"ladyfern"|||"3036646"|"14174212"
"UNKNOWN"|"unknown scientific name"|"hobblebush"|||"3036646"|"13870627"
"LYCOP2"|"Lycopodium"|"clubmoss"|||"3036646"|"14326007"
"VIAC"|"Viburnum acerifolium"|"mapleleaf viburnum"|||"3036646"|"14326008"
"OSCL2"|"Osmunda claytoniana"|"interrupted fern"|||"3036646"|"14174214"
"COAL2"|"Cornus alternifolia"|"alternateleaf dogwood"|||"3017216"|"13756770"
"LYCE"|"Lycopodium cernuum"|"wolfclaw clubmoss"|||"3017216"|"13908564"
"VIAC"|"Viburnum acerifolium"|"mapleleaf viburnum"|||"3017216"|"14060359"
"RIBES"|"Ribes"|"gooseberry"|||"3017216"|"14212152"
"UNKNOWN"|"unknown scientific name"|"false Solomons seal"|||"3017216"|"13756771"
"CAREX"|"Carex"|"sedge"|||"3017216"|"14212151"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3017216"|"14060357"
"TRILL"|"Trillium"|"trillium"|||"3017216"|"13908565"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"3017216"|"14060358"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"3017217"|"14060364"
"TRILL"|"Trillium"|"trillium"|||"3017217"|"13908571"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3017217"|"14060363"
"CAREX"|"Carex"|"sedge"|||"3017217"|"14212157"
"UNKNOWN"|"unknown scientific name"|"false Solomons seal"|||"3017217"|"13756777"
"RIBES"|"Ribes"|"gooseberry"|||"3017217"|"14212158"
"VIAC"|"Viburnum acerifolium"|"mapleleaf viburnum"|||"3017217"|"14060365"
"LYCE"|"Lycopodium cernuum"|"wolfclaw clubmoss"|||"3017217"|"13908570"
"COAL2"|"Cornus alternifolia"|"alternateleaf dogwood"|||"3017217"|"13756776"
"CAREX"|"Carex"|"sedge"|||"2978357"|"13984299"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2978357"|"13832505"
"TRILL"|"Trillium"|"trillium"|||"2978357"|"14287888"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"2978357"|"13832506"
"RIBES"|"Ribes"|"gooseberry"|||"2978357"|"13984300"
"UNKNOWN"|"unknown scientific name"|"false Solomons seal"|||"2978357"|"14136094"
"VIAC"|"Viburnum acerifolium"|"mapleleaf viburnum"|||"2978357"|"13832507"
"COAL2"|"Cornus alternifolia"|"alternateleaf dogwood"|||"2978357"|"14136093"
"LYCE"|"Lycopodium cernuum"|"wolfclaw clubmoss"|||"2978357"|"14287887"
"RUBUS"|"Rubus"|"blackberry"|||"3062553"|"14326011"
"PIGL"|"Picea glauca"|"white spruce"|||"3062553"|"14022423"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"3062553"|"13870629"
"PTAQ"|"Pteridium aquilinum"|"brackenfern"|||"3062553"|"14174217"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3062553"|"14326010"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"2997787"|"13946567"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2997787"|"13946566"
"TRILL"|"Trillium"|"trillium"|||"2997787"|"13794774"
"CAREX"|"Carex"|"sedge"|||"2997787"|"14098360"
"UNKNOWN"|"unknown scientific name"|"false Solomons seal"|||"2997787"|"14250155"
"RIBES"|"Ribes"|"gooseberry"|||"2997787"|"14098361"
"VIAC"|"Viburnum acerifolium"|"mapleleaf viburnum"|||"2997787"|"13946568"
"LYCE"|"Lycopodium cernuum"|"wolfclaw clubmoss"|||"2997787"|"13794773"
"COAL2"|"Cornus alternifolia"|"alternateleaf dogwood"|||"2997787"|"14250154"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3023694"|"14098362"
"VIBUR"|"Viburnum"|"viburnum"|||"3023694"|"14250157"
"PIST"|"Pinus strobus"|"eastern white pine"|||"3023694"|"14098363"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3023694"|"13794775"
"PIRU"|"Picea rubens"|"red spruce"|||"3023694"|"13946569"
"ACRU"|"Acer rubrum"|"red maple"|||"3023694"|"14250156"
"BEPA"|"Betula papyrifera"|"paper birch"|||"2984835"|"13870631"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"2984835"|"14022425"
"PIRU"|"Picea rubens"|"red spruce"|||"2984835"|"14326013"
"ARNU2"|"Aralia nudicaulis"|"wild sarsaparilla"|||"2984835"|"14326012"
"PIST"|"Pinus strobus"|"eastern white pine"|||"2984835"|"13870632"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2984835"|"14022424"
"UNKNOWN"|"unknown scientific name"|"hobblebush"|||"2984835"|"14174220"
"ABBA"|"Abies balsamea"|"balsam fir"|||"2984835"|"13870630"
"TRBO2"|"Trientalis borealis"|"American starflower"|||"2984835"|"14022426"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"2984835"|"14174218"
"PIGL"|"Picea glauca"|"white spruce"|||"2984835"|"14174219"
"ABBA"|"Abies balsamea"|"balsam fir"|||"2991312"|"13908573"
"TRBO2"|"Trientalis borealis"|"American starflower"|||"2991312"|"13756779"
"FRAM2"|"Fraxinus americana"|"white ash"|||"2991312"|"14212159"
"ACRU"|"Acer rubrum"|"red maple"|||"2991312"|"14060367"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"2991312"|"14212161"
"PIGL"|"Picea glauca"|"white spruce"|||"2991312"|"14060366"
"OXMO"|"Oxalis montana"|"wood sorrel"|||"2991312"|"13908572"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"2991312"|"14212160"
"OSCI"|"Osmunda cinnamomea"|"cinnamon fern"|||"2991312"|"13756778"
"BEPA"|"Betula papyrifera"|"paper birch"|||"2991312"|"13756780"
"STREP3"|"Streptopus"|"twistedstalk"|||"3023696"|"14250158"
"ARNU2"|"Aralia nudicaulis"|"wild sarsaparilla"|||"3023696"|"13946570"
"TRIEN"|"Trientalis"|"starflower"|||"3023696"|"13794777"
"VIBUR"|"Viburnum"|"viburnum"|||"3023696"|"14098365"
"OXALI"|"Oxalis"|"woodsorrel"|||"3023696"|"14098364"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3023696"|"13794776"
"TRILL"|"Trillium"|"trillium"|||"3023696"|"13946571"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3056079"|"14287892"
"PIST"|"Pinus strobus"|"eastern white pine"|||"3056079"|"14136100"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"3056079"|"14287893"
"PIRU"|"Picea rubens"|"red spruce"|||"3056079"|"13984306"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3056079"|"14136099"
"ARNU2"|"Aralia nudicaulis"|"wild sarsaparilla"|||"3056079"|"13984305"
"UNKNOWN"|"unknown scientific name"|"hobblebush"|||"3056079"|"13832513"
"TRBO2"|"Trientalis borealis"|"American starflower"|||"3056079"|"14287894"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3056079"|"14136098"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3056079"|"13832511"
"PIGL"|"Picea glauca"|"white spruce"|||"3056079"|"13832512"
"UNKNOWN"|"unknown scientific name"|"sphagnum moss"|||"2984836"|"13870636"
"CAREX"|"Carex"|"sedge"|||"2984836"|"14022429"
"LEGL"|"Ledum glandulosum"|"Labrador tea"|||"2984836"|"14326017"
"CHAMA5"|"Chamaedaphne"|"leatherleaf"|||"2984836"|"14174223"
"ARNU2"|"Aralia nudicaulis"|"wild sarsaparilla"|||"3004266"|"14136095"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3004266"|"13984301"
"TRILL"|"Trillium"|"trillium"|||"3004266"|"14136096"
"TRIEN"|"Trientalis"|"starflower"|||"3004266"|"13984302"
"VIBUR"|"Viburnum"|"viburnum"|||"3004266"|"14287890"
"OXALI"|"Oxalis"|"woodsorrel"|||"3004266"|"14287889"
"STREP3"|"Streptopus"|"twistedstalk"|||"3004266"|"13832508"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"2971883"|"14250161"
"OSCI"|"Osmunda cinnamomea"|"cinnamon fern"|||"2971883"|"13794779"
"BEPA"|"Betula papyrifera"|"paper birch"|||"2971883"|"14098366"
"ABBA"|"Abies balsamea"|"balsam fir"|||"2971883"|"14250159"
"TRBO2"|"Trientalis borealis"|"American starflower"|||"2971883"|"13794780"
"FRAM2"|"Fraxinus americana"|"white ash"|||"2971883"|"14250160"
"ACRU"|"Acer rubrum"|"red maple"|||"2971883"|"13794778"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"2971883"|"13946572"
"PIGL"|"Picea glauca"|"white spruce"|||"2971883"|"14098367"
"OXMO"|"Oxalis montana"|"wood sorrel"|||"2971883"|"13946573"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"3062555"|"14326016"
"OSCI"|"Osmunda cinnamomea"|"cinnamon fern"|||"3062555"|"13870634"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3062555"|"14174221"
"PIGL"|"Picea glauca"|"white spruce"|||"3062555"|"14174222"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3062555"|"14022427"
"OXMO"|"Oxalis montana"|"wood sorrel"|||"3062555"|"14022428"
"ACRU"|"Acer rubrum"|"red maple"|||"3062555"|"13870633"
"FRAM2"|"Fraxinus americana"|"white ash"|||"3062555"|"14326015"
"TRBO2"|"Trientalis borealis"|"American starflower"|||"3062555"|"13870635"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3062555"|"14326014"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3030173"|"14287891"
"PIRU"|"Picea rubens"|"red spruce"|||"3030173"|"13984304"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3030173"|"13832509"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3030173"|"13832510"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3030173"|"14136097"
"ACRU"|"Acer rubrum"|"red maple"|||"3030173"|"13984303"
"ANPO"|"Andromeda polifolia"|"bog rosemary"|||"2997790"|"14098369"
"ACRU"|"Acer rubrum"|"red maple"|||"2997790"|"13794781"
"PIMA"|"Picea mariana"|"black spruce"|||"2997790"|"14098371"
"KAAN"|"Kalmia angustifolia"|"sheep laurel"|||"2997790"|"14098370"
"ABBA"|"Abies balsamea"|"balsam fir"|||"2997790"|"14250162"
"LEGR"|"Ledum groenlandicum"|"Labrador tea ledum"|||"2997790"|"13946577"
"UNKNOWN"|"unknown scientific name"|"sphagnum moss"|||"2997790"|"13946574"
"KAPO"|"Kalmia polifolia"|"pale laurel"|||"2997790"|"14250164"
"ALRU3"|"Alnus rugosa"|"speckled alder"|||"2997790"|"13946575"
"ARAR7"|"Aronia arbutifolia"|"red chokeberry"|||"2997790"|"14250163"
"LADE2"|"Larix decidua"|"European larch"|||"2997790"|"13794783"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"2997790"|"14098368"
"BEPO"|"Betula populifolia"|"gray birch"|||"2997790"|"13794782"
"CHCA2"|"Chamaedaphne calyculata"|"leatherleaf"|||"2997790"|"13946576"
"ALGL2"|"Alnus glutinosa"|"European alder"|||"3043126"|"13908575"
"SALIX"|"Salix"|"willow"|||"3043126"|"14060369"
"UNKNOWN"|"unknown scientific name"|"sphagnum moss"|||"3017220"|"13756781"
"CAREX"|"Carex"|"sedge"|||"3017220"|"13908574"
"CHAMA5"|"Chamaedaphne"|"leatherleaf"|||"3017220"|"14060368"
"LEGL"|"Ledum glandulosum"|"Labrador tea"|||"3017220"|"14212162"
"VIAC"|"Viburnum acerifolium"|"mapleleaf viburnum"|||"3056080"|"14287897"
"OSCL2"|"Osmunda claytoniana"|"interrupted fern"|||"3056080"|"14136103"
"KAAN"|"Kalmia angustifolia"|"sheep laurel"|||"3056080"|"13984308"
"ATFI"|"Athyrium filix-femina"|"ladyfern"|||"3056080"|"14136101"
"UNKNOWN"|"unknown scientific name"|"hobblebush"|||"3056080"|"13832516"
"LYCOP2"|"Lycopodium"|"clubmoss"|||"3056080"|"14287896"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"3056080"|"14136102"
"COCO6"|"Corylus cornuta"|"western hazel"|||"3056080"|"14287895"
"OSCI"|"Osmunda cinnamomea"|"cinnamon fern"|||"3056080"|"13984309"
"LYSIC"|"Lysichiton"|"skunkcabbage"|||"3056080"|"13832515"
"ALRU3"|"Alnus rugosa"|"speckled alder"|||"3056080"|"13984307"
"HAVI4"|"Hamamelis virginiana"|"witchhazel"|||"3056080"|"13832514"
"BEPO"|"Betula populifolia"|"gray birch"|||"2984837"|"14326018"
"CHCA2"|"Chamaedaphne calyculata"|"leatherleaf"|||"2984837"|"13870637"
"ARAR7"|"Aronia arbutifolia"|"red chokeberry"|||"2984837"|"14174224"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"2984837"|"14326020"
"LALA"|"Larix laricina"|"tamarack"|||"2984837"|"14326019"
"UNKNOWN"|"unknown scientific name"|"sphagnum moss"|||"2984837"|"14174226"
"LEGR"|"Ledum groenlandicum"|"Labrador tea ledum"|||"2984837"|"13870638"
"KAAN"|"Kalmia angustifolia"|"sheep laurel"|||"2984837"|"14022431"
"PIMA"|"Picea mariana"|"black spruce"|||"2984837"|"14022432"
"KAPO"|"Kalmia polifolia"|"pale laurel"|||"2984837"|"14174225"
"ANPO"|"Andromeda polifolia"|"bog rosemary"|||"2984837"|"14022430"
"ALGL2"|"Alnus glutinosa"|"European alder"|||"2991315"|"13908577"
"SALIX"|"Salix"|"willow"|||"2991315"|"14060371"
"SALIX"|"Salix"|"willow"|||"3036651"|"14022433"
"ALGL2"|"Alnus glutinosa"|"European alder"|||"3036651"|"13870639"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"3010745"|"13870641"
"DEPU2"|"Dennstaedtia punctilobula"|"hay scented fern"|||"3010745"|"14022434"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3010745"|"14174227"
"COOC"|"Coptis occidentalis"|"goldthread"|||"3010745"|"13870640"
"OSVI"|"Ostrya virginiana"|"eastern hophornbeam"|||"3010745"|"14022435"
"UVULA"|"Uvularia"|"bellwort"|||"3010745"|"13870642"
"OXMO"|"Oxalis montana"|"wood sorrel"|||"3010745"|"14174229"
"DRYOP"|"Dryopteris"|"woodfern"|||"3010745"|"14174228"
"RUBUS"|"Rubus"|"blackberry"|||"3010745"|"14326023"
"AMELA"|"Amelanchier"|"serviceberry"|||"3010745"|"14326021"
"UNKNOWN"|"unknown scientific name"|"hobblebush"|||"3010745"|"14022436"
"LYCOP2"|"Lycopodium"|"clubmoss"|||"3010745"|"14326022"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"3043128"|"13756784"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3043128"|"14212165"
"LYCO3"|"Lycopodium complanatum"|"planet clubmoss"|||"3043128"|"13908578"
"RUBUS"|"Rubus"|"blackberry"|||"3043128"|"14060372"
"RUBUS"|"Rubus"|"blackberry"|||"2965408"|"13756783"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2965408"|"13908576"
"LYCO3"|"Lycopodium complanatum"|"planet clubmoss"|||"2965408"|"14212164"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"2965408"|"14060370"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3023699"|"14250165"
"LYCO3"|"Lycopodium complanatum"|"planet clubmoss"|||"3023699"|"13946578"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"3023699"|"13794784"
"RUBUS"|"Rubus"|"blackberry"|||"3023699"|"14098372"
"MIRE"|"Mitchella repens"|"partridgeberry"|||"3036652"|"13870644"
"TRIEN"|"Trientalis"|"starflower"|||"3036652"|"14174232"
"PIST"|"Pinus strobus"|"eastern white pine"|||"3036652"|"14022438"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3036652"|"14174230"
"GAPR2"|"Gaultheria procumbens"|"wintergreen"|||"3036652"|"14326025"
"FRAM2"|"Fraxinus americana"|"white ash"|||"3036652"|"14174231"
"DRYOP"|"Dryopteris"|"woodfern"|||"3036652"|"13870643"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3036652"|"14326024"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3036652"|"14022437"
"SALIX"|"Salix"|"willow"|||"3043127"|"13756782"
"ALGL2"|"Alnus glutinosa"|"European alder"|||"3043127"|"14212163"
"ACRU"|"Acer rubrum"|"red maple"|||"3030175"|"14287898"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3030175"|"13832517"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3030175"|"13984310"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3030175"|"13984311"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3030175"|"14287899"
"PIRU"|"Picea rubens"|"red spruce"|||"3030175"|"13832518"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3030175"|"14136105"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"3030175"|"13984312"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3030175"|"14136104"
"SALIX"|"Salix"|"willow"|||"2991317"|"14212167"
"ALGL2"|"Alnus glutinosa"|"European alder"|||"2991317"|"13756786"
"RUBUS"|"Rubus"|"blackberry"|||"2971887"|"14250169"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"2971887"|"13946581"
"LYCO3"|"Lycopodium complanatum"|"planet clubmoss"|||"2971887"|"14098375"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2971887"|"13794787"
"SALIX"|"Salix"|"willow"|||"3036653"|"13870645"
"ALGL2"|"Alnus glutinosa"|"European alder"|||"3036653"|"14326026"
"CHAMA5"|"Chamaedaphne"|"leatherleaf"|||"2965410"|"13756785"
"LEGL"|"Ledum glandulosum"|"Labrador tea"|||"2965410"|"13908579"
"CAREX"|"Carex"|"sedge"|||"2965410"|"14212166"
"UNKNOWN"|"unknown scientific name"|"sphagnum moss"|||"2965410"|"14060373"
"RUBUS"|"Rubus"|"blackberry"|||"2984840"|"14022442"
"LYCO3"|"Lycopodium complanatum"|"planet clubmoss"|||"2984840"|"13870648"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2984840"|"14174235"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"2984840"|"14326029"
"PIRU"|"Picea rubens"|"red spruce"|||"3049606"|"14098374"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3049606"|"13794786"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"3049606"|"14250168"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3049606"|"13794785"
"ACRU"|"Acer rubrum"|"red maple"|||"3049606"|"13946579"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3049606"|"14098373"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3049606"|"14250166"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3049606"|"14250167"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3049606"|"13946580"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3062559"|"14174233"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3062559"|"13870646"
"FRAM2"|"Fraxinus americana"|"white ash"|||"3062559"|"14022440"
"DRYOP"|"Dryopteris"|"woodfern"|||"3062559"|"14326027"
"GAPR2"|"Gaultheria procumbens"|"wintergreen"|||"3062559"|"14174234"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3062559"|"14022439"
"PIST"|"Pinus strobus"|"eastern white pine"|||"3062559"|"13870647"
"TRIEN"|"Trientalis"|"starflower"|||"3062559"|"14022441"
"MIRE"|"Mitchella repens"|"partridgeberry"|||"3062559"|"14326028"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3043130"|"14212168"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3043130"|"13756788"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3043130"|"14060376"
"ACRU"|"Acer rubrum"|"red maple"|||"3043130"|"13908581"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3043130"|"14060375"
"THOC2"|"Thuja occidentalis"|"northern whitecedar"|||"3043130"|"13908583"
"PIST"|"Pinus strobus"|"eastern white pine"|||"3043130"|"13756789"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3043130"|"13756787"
"ACSP2"|"Acer spicatum"|"mountain maple"|||"3043130"|"14212169"
"PIRU"|"Picea rubens"|"red spruce"|||"3043130"|"14212170"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3043130"|"13908582"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3030178"|"13984315"
"PIST"|"Pinus strobus"|"eastern white pine"|||"3030178"|"13832524"
"BEPA"|"Betula papyrifera"|"paper birch"|||"3030178"|"14136110"
"COCA13"|"Cornus canadensis"|"bunchberry dogwood"|||"3030178"|"14287904"
"PIRU"|"Picea rubens"|"red spruce"|||"3030178"|"14287905"
"MACA4"|"Maianthemum canadense"|"wild lily of the valley"|||"3030178"|"14136111"
"ARNU2"|"Aralia nudicaulis"|"wild sarsaparilla"|||"3030178"|"13832522"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3030178"|"13832521"
"TRBO2"|"Trientalis borealis"|"American starflower"|||"3030178"|"13984318"
"UNKNOWN"|"unknown scientific name"|"hobblebush"|||"3030178"|"14136112"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3030178"|"13984317"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3030178"|"13984316"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3030178"|"14287903"
"ACRU"|"Acer rubrum"|"red maple"|||"3030178"|"14136109"
"DRYOP"|"Dryopteris"|"woodfern"|||"3030178"|"13832523"
"COCA13"|"Cornus canadensis"|"bunchberry dogwood"|||"2997795"|"13946587"
"ACSP2"|"Acer spicatum"|"mountain maple"|||"2997795"|"13794793"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"2997795"|"14250174"
"UNKNOWN"|"unknown scientific name"|"sphagnum moss"|||"2997795"|"14250175"
"LYCOP2"|"Lycopodium"|"clubmoss"|||"2997795"|"14098381"
"MIRE"|"Mitchella repens"|"partridgeberry"|||"2978365"|"14136116"
"TRIEN"|"Trientalis"|"starflower"|||"2978365"|"13832529"
"PIST"|"Pinus strobus"|"eastern white pine"|||"2978365"|"14287910"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"2978365"|"13984321"
"FAGR"|"Fagus grandifolia"|"American beech"|||"2978365"|"14287909"
"GAPR2"|"Gaultheria procumbens"|"wintergreen"|||"2978365"|"13984322"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"2978365"|"13832527"
"FRAM2"|"Fraxinus americana"|"white ash"|||"2978365"|"13832528"
"DRYOP"|"Dryopteris"|"woodfern"|||"2978365"|"14136115"
"ACPE"|"Acer pensylvanicum"|"striped maple"|||"3056083"|"14136106"
"LYCO3"|"Lycopodium complanatum"|"planet clubmoss"|||"3056083"|"13832519"
"KALA"|"Kalmia latifolia"|"mountain laurel"|||"3056083"|"14287900"
"RUBUS"|"Rubus"|"blackberry"|||"3056083"|"13984313"
"ABBA"|"Abies balsamea"|"balsam fir"|||"3056084"|"14287906"
"BEAL2"|"Betula alleghaniensis"|"yellow birch"|||"3056084"|"14287907"
"FAGR"|"Fagus grandifolia"|"American beech"|||"3056084"|"13984320"
"ACSA3"|"Acer saccharum"|"sugar maple"|||"3056084"|"14136113"
"ACRU"|"Acer rubrum"|"red maple"|||"3056084"|"13984319"
