"Lithic bedrock"||0|0|0|||||||"2967594"|"705427"
"Lithic bedrock"||36|44|51|||||||"2967595"|"689844"
"Lithic bedrock"||25|38|51|||||||"2967596"|"697636"
"Lithic bedrock"||51|77|102|||||||"2967597"|"697637"
"Paralithic bedrock"||51|77|102|||||||"2967598"|"689846"
"Paralithic bedrock"||36|44|51|||||||"2967603"|"705432"
"Lithic bedrock"||51|77|102|||||||"2967604"|"697641"
"Lithic bedrock"||25|38|51|||||||"2967605"|"697642"
"Lithic bedrock"||38|48|58|||||||"2967607"|"705435"
"Undefined"||36|44|51||||1|5|8|"2967607"|"713227"
"Lithic bedrock"||51|64|76|||||||"2967608"|"705436"
"Lithic bedrock"||51|77|102|||||||"2967609"|"705437"
"Lithic bedrock"||61|82|102|||||||"2967611"|"689855"
"Paralithic bedrock"||102|127|152|||||||"2967612"|"713231"
"Paralithic bedrock"||51|77|102|||||||"2967613"|"705440"
"Lithic bedrock"||20|28|36|||||||"2967614"|"697649"
"Paralithic bedrock"||30|41|51|||||||"2967615"|"689858"
"Lithic bedrock"||51|77|102|||||||"2967616"|"689859"
"Lithic bedrock"||25|38|51|||||||"2967617"|"713235"
"Paralithic bedrock"||102|127|152|||||||"2967618"|"713236"
"Lithic bedrock"||25|38|51|||||||"2967619"|"689862"
"Undefined"||25|38|51||||10|26|43|"2967621"|"689863"
"Paralithic bedrock"||15|26|36|||||||"2967623"|"697656"
"Lithic bedrock"||36|44|51|||||||"2967624"|"697657"
"Undefined"||51|70|89||||10|26|43|"2967628"|"713242"
"Undefined"||51|71|91||||10|26|43|"2967629"|"705451"
"Paralithic bedrock"||10|18|25|||||||"2967630"|"697660"
"Paralithic bedrock"||10|18|25|||||||"2967631"|"697661"
"Undefined"||36|44|51||||10|26|43|"2967632"|"713246"
"Lithic bedrock"||51|77|102|||||||"2967634"|"689872"
"Paralithic bedrock"||51|77|102|||||||"2967638"|"713250"
"Paralithic bedrock"||64|83|102|||||||"2967639"|"713251"
"Paralithic bedrock"||51|77|102|||||||"2967640"|"713252"
"Undefined"||36|44|51||||10|26|43|"2967642"|"697670"
"Paralithic bedrock"||10|20|30|||||||"2967643"|"705462"
"Undefined"||36|44|51||||10|26|43|"2967644"|"713254"
"Lithic bedrock"||25|31|36|||||||"2967645"|"713255"
"Lithic bedrock"||102|127|152|||||||"2967649"|"689882"
"Undefined"||30|41|51||||10|26|43|"2967649"|"697674"
"Lithic bedrock"||13|19|25|||||||"2967651"|"705468"
"Lithic bedrock"||10|31|51|||||||"2967652"|"697677"
"Undefined"||51|77|102||||10|26|43|"2967658"|"713264"
"Undefined"||18|35|51||||10|26|43|"2967659"|"713265"
"Paralithic bedrock"||0|4|8|||||||"2967661"|"713266"
"Lithic bedrock"||0|0|0|||||||"2967663"|"697684"
"Paralithic bedrock"||10|23|36|||||||"2967664"|"713268"
"Paralithic bedrock"||102|127|152|||||||"2967670"|"705477"
"Lithic bedrock"||0|0|0|||||||"2967671"|"689894"
"Lithic bedrock"||0|0|0|||||||"2967672"|"705478"
"Lithic bedrock"||51|77|102|||||||"2967673"|"705479"
"Lithic bedrock"||20|28|36|||||||"2967675"|"689897"
"Lithic bedrock"||10|18|25|||||||"2967676"|"689898"
"Undefined"||36|44|51||||10|26|43|"2967678"|"689899"
"Paralithic bedrock"||51|77|102|||||||"2967690"|"713278"
"Lithic bedrock"||36|44|51|||||||"2967691"|"705487"
"Lithic bedrock"||51|77|102|||||||"2967692"|"697696"
"Lithic bedrock"||0|0|0|||||||"2967693"|"705489"
"Lithic bedrock"||56|79|102|||||||"2967694"|"697698"
"Undefined"||51|69|86||||10|26|43|"2967694"|"705490"
"Lithic bedrock"||102|127|152|||||||"2967696"|"713284"
"Lithic bedrock"||51|77|102|||||||"2967698"|"689911"
"Lithic bedrock"||51|77|102|||||||"2967699"|"689912"
"Paralithic bedrock"||64|83|102|||||||"2967702"|"705497"
"Lithic bedrock"||18|27|36|||||||"2967709"|"689916"
"Lithic bedrock"||30|41|51|||||||"2967710"|"713292"
"Paralithic bedrock"||10|23|36|||||||"2967718"|"697711"
"Lithic bedrock"||0|0|0|||||||"2967719"|"697712"
"Paralithic bedrock"||51|77|102|||||||"2967720"|"689921"
"Paralithic bedrock"||10|23|36|||||||"2967721"|"689922"
"Lithic bedrock"||10|31|51|||||||"2967722"|"689923"
"Paralithic bedrock"||18|27|36|||||||"2967723"|"689924"
"Undefined"||36|44|51||||1|5|8|"2967724"|"713300"
"Paralithic bedrock"||36|44|51|||||||"2967725"|"713301"
"Paralithic bedrock"||36|44|51|||||||"2967726"|"713302"
"Undefined"||36|44|51||||10|26|43|"2967729"|"713303"
"Lithic bedrock"||10|18|25|||||||"2967734"|"697720"
"Undefined"||18|27|36||||10|26|43|"2967736"|"689929"
"Paralithic bedrock"||10|18|25|||||||"2967737"|"705513"
"Lithic bedrock"||10|17|23|||||||"2967739"|"689931"
"Lithic bedrock"||25|38|51|||||||"2967741"|"705516"
"Lithic bedrock"||51|77|102|||||||"2967742"|"705517"
"Lithic bedrock"||36|44|51|||||||"2967743"|"697726"
"Undefined"||25|38|51||||1|5|8|"2967744"|"713310"
"Undefined"||25|38|51||||10|26|43|"2967752"|"713311"
"Paralithic bedrock"||10|23|36|||||||"2967754"|"697729"
"Lithic bedrock"||51|64|76|||||||"2967755"|"697730"
"Lithic bedrock"||30|41|51|||||||"2967756"|"697731"
"Lithic bedrock"||64|83|102|||||||"2967757"|"705524"
"Paralithic bedrock"||15|23|30|||||||"2967758"|"689941"
"Paralithic bedrock"||0|4|8|||||||"2967759"|"713317"
"Paralithic bedrock"||25|38|51|||||||"2967761"|"713318"
"Lithic bedrock"||36|44|51|||||||"2967762"|"697735"
"Paralithic bedrock"||25|38|51|||||||"2967769"|"689945"
"Undefined"||30|41|51||||10|26|43|"2967770"|"705529"
"Lithic bedrock"||15|26|36|||||||"2967772"|"713321"
"Undefined"||28|40|51||||1|5|8|"2967776"|"689947"
"Lithic bedrock"||30|44|58|||||||"2967776"|"713322"
"Lithic bedrock"||36|44|51|||||||"2967777"|"689948"
"Undefined"||56|74|91||||10|26|43|"2967778"|"713324"
"Undefined"||56|74|91||||10|26|43|"2967779"|"713325"
"Lithic bedrock"||51|64|76|||||||"2967780"|"713326"
"Undefined"||15|33|51||||10|26|43|"2967783"|"689952"
"Lithic bedrock"||5|15|25|||||||"2967784"|"713328"
"Undefined"||51|77|102||||10|26|43|"2967789"|"705538"
"Paralithic bedrock"||25|38|51|||||||"2967790"|"697747"
"Lithic bedrock"||36|44|51|||||||"2967793"|"697748"
"Lithic bedrock"||0|0|0|||||||"2967794"|"713332"
"Undefined"||36|44|51||||1|5|8|"2967801"|"705541"
"Undefined"||38|45|51||||10|26|43|"2967802"|"713333"
"Undefined"||51|64|76||||10|26|43|"2967805"|"705542"
"Paralithic bedrock"||25|38|51|||||||"2967807"|"697751"
"Lithic bedrock"||51|64|76|||||||"2967808"|"689960"
"Undefined"||36|44|51||||10|26|43|"2967808"|"697752"
"Lithic bedrock"||25|38|51|||||||"2967809"|"697753"
"Lithic bedrock"||25|38|51|||||||"2967810"|"705546"
"Lithic bedrock"||25|38|51|||||||"2967811"|"705547"
"Lithic bedrock"||51|64|76|||||||"2967812"|"705548"
"Lithic bedrock"||102|127|152|||||||"2967814"|"705549"
"Lithic bedrock"||102|127|152|||||||"2967815"|"705550"
"Undefined"||51|59|66||||10|26|43|"2967818"|"689967"
"Undefined"||51|77|102||||1|5|8|"2967820"|"697760"
"Lithic bedrock"||25|38|51|||||||"2967821"|"697761"
"Lithic bedrock"||51|77|102|||||||"2967822"|"697762"
"Lithic bedrock"||15|33|51|||||||"2967823"|"697763"
"Paralithic bedrock"||10|23|36|||||||"2967826"|"705556"
"Undefined"||25|32|38||||1|5|8|"2967832"|"713350"
"Lithic bedrock"||51|77|102|||||||"2967833"|"705559"
"Undefined"||25|38|51||||10|26|43|"2967834"|"697768"
"Lithic bedrock"||36|44|51|||||||"2967835"|"705561"
"Paralithic bedrock"||25|31|36|||||||"2967840"|"689980"
"Lithic bedrock"||51|77|102|||||||"2967841"|"689981"
"Undefined"||25|38|51||||10|26|43|"2967843"|"705566"
"Undefined"||36|44|51||||1|5|8|"2967846"|"697776"
"Lithic bedrock"||15|20|25|||||||"2967849"|"697777"
"Lithic bedrock"||36|44|51|||||||"2967851"|"713362"
"Lithic bedrock"||51|77|102|||||||"2967852"|"713363"
"Lithic bedrock"||36|44|51|||||||"2967857"|"713364"
"Lithic bedrock"||36|44|51|||||||"2967858"|"713365"
"Lithic bedrock"||25|31|36|||||||"2967859"|"705574"
"Lithic bedrock"||20|28|36|||||||"2967861"|"689992"
"Lithic bedrock"||20|28|36|||||||"2967862"|"713368"
"Lithic bedrock"||13|25|36|||||||"2967863"|"697786"
"Undefined"||36|44|51||||10|26|43|"2967864"|"689996"
"Lithic bedrock"||56|73|89|||||||"2967864"|"713371"
"Paralithic bedrock"||10|20|30|||||||"2967868"|"689997"
"Paralithic bedrock"||25|38|51|||||||"2967869"|"705581"
"Lithic bedrock"||51|77|102|||||||"2967873"|"697791"
"Undefined"||61|76|91||||10|26|43|"2967876"|"697792"
"Lithic bedrock"||51|77|102|||||||"2967879"|"713376"
"Lithic bedrock"||102|127|152|||||||"2967880"|"697793"
"Paralithic bedrock"||10|23|36|||||||"2967882"|"697794"
"Undefined"||56|79|102||||10|26|43|"2967883"|"705587"
"Undefined"||20|36|51||||10|26|43|"2967884"|"697796"
"Lithic bedrock"||51|77|102|||||||"2967887"|"713380"
"Paralithic bedrock"||51|77|102|||||||"2967890"|"690006"
"Lithic bedrock"||10|23|36|||||||"2967894"|"690008"
"Lithic bedrock"||0|0|0|||||||"2967897"|"713384"
"Undefined"||20|28|36||||10|26|43|"2967898"|"697801"
"Lithic bedrock"||0|0|0|||||||"2967899"|"690010"
"Lithic bedrock"||102|102|102|||||||"2967901"|"713386"
"Lithic bedrock"||102|127|152|||||||"2967902"|"705595"
"Undefined"||36|44|51||||10|26|43|"2968928"|"698053"
"Lithic bedrock"||0|0|0|||||||"2968929"|"705845"
"Lithic bedrock"||10|23|36|||||||"2968930"|"705846"
"Undefined"||61|76|91||||10|26|43|"2968963"|"705859"
"Petrocalcic"||50|76|102||||10|26|43|"2969939"|"706186"
"Paralithic bedrock"||36|46|51|||||||"2969941"|"698395"
"Paralithic bedrock"|"Moderately cemented"|10|18|51|||||||"2970019"|"706221"
"Lithic bedrock"|"Indurated"|20|43|51|||||||"2970019"|"714013"
"Lithic bedrock"|"Indurated"|102|127|152|||||||"2970269"|"698521"
"Undefined"||30|41|51||||10|26|43|"2970269"|"706313"
"Lithic bedrock"|"Indurated"|102|127|152|||||||"2970271"|"706314"
"Undefined"||51|77|102||||10|26|43|"2970271"|"714106"
"Paralithic bedrock"||102|102|102|||||||"2970289"|"698526"
"Paralithic bedrock"||102|127|152|||||||"2970313"|"706326"
"Lithic bedrock"||51|77|102|||||||"2970329"|"698544"
"Paralithic bedrock"||36|44|51|||||||"2971010"|"690950"
"Paralithic bedrock"||51|77|102|||||||"2971011"|"690951"
"Lithic bedrock"||10|18|25|||||||"2971030"|"698758"
"Lithic bedrock"||36|44|51|||||||"2971032"|"714343"
"Lithic bedrock"||51|77|102|||||||"2971040"|"706556"
"Lithic bedrock"||102|127|152|||||||"2971058"|"690981"
"Lithic bedrock"||30|41|51|||||||"2971149"|"714413"
"Paralithic bedrock"||0|4|8|||||||"2971186"|"691060"
"Paralithic bedrock"||51|77|102|||||||"2971362"|"706739"
"Paralithic bedrock"||51|77|102|||||||"2972996"|"715001"
"Lithic bedrock"||10|20|30|||||||"2972997"|"715002"
"Lithic bedrock"||30|41|51|||||||"2972999"|"707211"
"Lithic bedrock"||51|77|102|||||||"2973000"|"699420"
"Undefined"||25|38|51||||10|26|43|"2973000"|"707212"
"Undefined"||36|44|51||||10|26|43|"2973001"|"699421"
"Lithic bedrock"||25|38|51|||||||"2973037"|"707231"
"Undefined"||51|77|102||||10|26|43|"2973994"|"707331"
"Lithic bedrock"||0|0|0|||||||"2973997"|"699541"
"Paralithic bedrock"||51|77|102|||||||"2973998"|"699542"
"Lithic bedrock"||10|20|30|||||||"2973999"|"691751"
"Paralithic bedrock"||102|127|152|||||||"2974000"|"699544"
"Lithic bedrock"||51|77|102|||||||"2974001"|"699545"
"Paralithic bedrock"||102|127|152|||||||"2974002"|"691754"
"Lithic bedrock"||46|61|76|||||||"2974004"|"699547"
"Undefined"||36|44|51||||1|5|8|"2974004"|"707339"
"Lithic bedrock"||51|77|102|||||||"2974005"|"707340"
"Paralithic bedrock"||51|64|76|||||||"2974006"|"699549"
"Lithic bedrock"||10|23|36|||||||"2974008"|"715134"
"Undefined"||107|120|132||||10|26|43|"2974010"|"699552"
"Lithic bedrock"||102|102|102|||||||"2974012"|"715137"
"Lithic bedrock"||102|127|152|||||||"2974013"|"715138"
"Lithic bedrock"||18|27|36|||||||"2974023"|"691766"
"Lithic bedrock"||0|0|0|||||||"2974026"|"699559"
"Undefined"||25|31|36||||1|5|8|"2974027"|"691768"
"Paralithic bedrock"||51|77|102|||||||"2974028"|"699560"
"Paralithic bedrock"||25|38|51|||||||"2974029"|"715144"
"Lithic bedrock"||25|38|51|||||||"2974030"|"715145"
"Paralithic bedrock"||25|38|51|||||||"2974032"|"699563"
"Paralithic bedrock"||102|127|152|||||||"2974033"|"699564"
"Lithic bedrock"||51|77|102|||||||"2974034"|"699565"
"Lithic bedrock"||51|77|102|||||||"2974035"|"699566"
"Lithic bedrock"||102|127|152|||||||"2974039"|"691775"
"Undefined"||20|28|36||||10|26|43|"2974040"|"691776"
"Lithic bedrock"||30|41|51|||||||"2974041"|"691777"
"Paralithic bedrock"||0|4|8|||||||"2974043"|"715153"
"Lithic bedrock"||102|127|152|||||||"2974044"|"715154"
"Paralithic bedrock"||51|77|102|||||||"2974047"|"699572"
"Lithic bedrock"||36|44|51|||||||"2974051"|"707365"
"Undefined"||25|38|51||||10|26|43|"2974056"|"707366"
"Paralithic bedrock"||10|23|36|||||||"2974057"|"699575"
"Undefined"||25|38|51||||10|26|43|"2974061"|"707368"
"Paralithic bedrock"||20|29|38|||||||"2974064"|"699578"
"Lithic bedrock"||36|44|51|||||||"2974065"|"691787"
"Lithic bedrock"||36|44|51|||||||"2974066"|"715163"
"Lithic bedrock"||51|64|76|||||||"2974067"|"707372"
"Lithic bedrock"||51|77|102|||||||"2974068"|"699581"
"Lithic bedrock"||25|38|51|||||||"2974069"|"699582"
"Lithic bedrock"||36|44|51|||||||"2974070"|"699583"
"Lithic bedrock"||51|77|102|||||||"2974071"|"699584"
"Lithic bedrock"||102|127|152|||||||"2974072"|"691793"
"Lithic bedrock"||30|41|51|||||||"2974073"|"715169"
"Lithic bedrock"||51|77|102|||||||"2974074"|"699586"
"Lithic bedrock"||18|27|36|||||||"2974075"|"715170"
"Undefined"||51|77|102||||10|26|43|"2974077"|"707379"
"Undefined"||36|44|51||||10|26|43|"2974079"|"699588"
"Undefined"||51|77|102||||10|26|43|"2974081"|"699589"
"Undefined"||51|73|94||||10|26|43|"2974084"|"691799"
"Lithic bedrock"||56|73|89|||||||"2974085"|"691800"
"Undefined"||36|44|51||||10|26|43|"2974085"|"699592"
"Paralithic bedrock"||30|41|51|||||||"2974086"|"699593"
"Lithic bedrock"||51|77|102|||||||"2974087"|"699594"
"Lithic bedrock"||36|44|51|||||||"2974088"|"699595"
"Lithic bedrock"||102|127|152|||||||"2974089"|"691804"
"Lithic bedrock"||51|77|102|||||||"2974092"|"699598"
"Lithic bedrock"||36|44|51|||||||"2974093"|"699599"
"Lithic bedrock"||36|44|51|||||||"2974094"|"691808"
"Undefined"||36|44|51||||1|5|8|"2974098"|"699603"
"Undefined"||36|44|51||||10|26|43|"2974099"|"699604"
"Lithic bedrock"||53|78|102|||||||"2974100"|"699605"
"Undefined"||51|69|86||||10|26|43|"2974100"|"707397"
"Lithic bedrock"||51|77|102|||||||"2974106"|"699608"
"Paralithic bedrock"||25|38|51|||||||"2974107"|"699609"
"Undefined"||36|44|51||||10|26|43|"2974108"|"699610"
"Lithic bedrock"||10|20|30|||||||"2974110"|"699612"
"Lithic bedrock"||10|20|30|||||||"2974111"|"699613"
"Paralithic bedrock"||36|44|51|||||||"2974112"|"699614"
"Paralithic bedrock"||10|18|25|||||||"2974113"|"715198"
"Paralithic bedrock"||58|80|102|||||||"2974114"|"707407"
"Lithic bedrock"||10|18|25|||||||"2974115"|"699616"
"Lithic bedrock"||53|75|97|||||||"2974116"|"699617"
"Paralithic bedrock"||0|4|8|||||||"2974119"|"699619"
"Lithic bedrock"||18|27|36|||||||"2974122"|"715204"
"Lithic bedrock"||36|44|51|||||||"2974123"|"699621"
"Lithic bedrock"||36|44|51|||||||"2974124"|"699622"
"Paralithic bedrock"||51|77|102|||||||"2974126"|"691831"
"Lithic bedrock"||51|77|102|||||||"2974127"|"715207"
"Lithic bedrock"||36|44|51|||||||"2974128"|"715208"
"Lithic bedrock"||0|0|0|||||||"2974129"|"699625"
"Lithic bedrock"||10|23|36|||||||"2974134"|"699626"
"Lithic bedrock"||20|36|51|||||||"2974135"|"715210"
"Lithic bedrock"||15|26|36|||||||"2974136"|"699627"
"Paralithic bedrock"||51|77|102|||||||"2974138"|"699628"
"Undefined"||36|44|51||||10|26|43|"2974139"|"699629"
"Lithic bedrock"||41|51|61|||||||"2974140"|"707422"
"Undefined"||36|44|51||||1|5|8|"2974140"|"715214"
"Lithic bedrock"||10|23|36|||||||"2974141"|"715215"
"Paralithic bedrock"||25|38|51|||||||"2974142"|"691840"
"Lithic bedrock"||15|26|36|||||||"2974143"|"707424"
"Lithic bedrock"||25|38|51|||||||"2974147"|"715217"
"Paralithic bedrock"||51|60|69|||||||"2974148"|"699634"
"Lithic bedrock"||20|28|36|||||||"2974149"|"699635"
"Lithic bedrock"||18|24|30|||||||"2974150"|"699636"
"Paralithic bedrock"||36|44|51|||||||"2974151"|"691845"
"Lithic bedrock"||36|44|51|||||||"2974152"|"691846"
"Undefined"||51|77|102||||10|26|43|"2974153"|"691847"
"Undefined"||51|77|102||||10|26|43|"2974155"|"715223"
"Undefined"||25|38|51||||1|5|8|"2974161"|"707433"
"Lithic bedrock"||46|61|76|||||||"2974164"|"691850"
"Undefined"||36|44|51||||10|26|43|"2974164"|"699642"
"Undefined"||51|71|91||||10|26|43|"2974165"|"707434"
"Lithic bedrock"||25|38|51|||||||"2974168"|"707436"
"Lithic bedrock"||104|128|152|||||||"2974169"|"707437"
"Undefined"||102|126|150||||1|5|8|"2974169"|"715229"
"Lithic bedrock"||51|77|102|||||||"2974170"|"707438"
"Lithic bedrock"||51|77|102|||||||"2974171"|"715231"
"Lithic bedrock"||25|38|51|||||||"2974172"|"691857"
"Lithic bedrock"||51|77|102|||||||"2974173"|"691858"
"Lithic bedrock"||56|66|76|||||||"2974174"|"691859"
"Undefined"||36|44|51||||10|26|43|"2974174"|"699651"
"Lithic bedrock"||51|77|102|||||||"2974177"|"715236"
"Lithic bedrock"||102|127|152|||||||"2974178"|"707445"
"Undefined"||36|44|51||||10|26|43|"2974182"|"715238"
"Lithic bedrock"||25|38|51|||||||"2974184"|"699656"
"Lithic bedrock"||10|18|25|||||||"2974186"|"691865"
"Lithic bedrock"||10|18|25|||||||"2974193"|"707451"
"Lithic bedrock"||30|53|76|||||||"2974194"|"691868"
"Undefined"||18|27|36||||10|26|43|"2974194"|"699660"
"Lithic bedrock"||36|44|51|||||||"2974196"|"691870"
"Lithic bedrock"||18|27|36|||||||"2974197"|"691871"
"Lithic bedrock"||10|23|36|||||||"2974198"|"715247"
"Lithic bedrock"||18|27|36|||||||"2974199"|"715248"
"Paralithic bedrock"||10|23|36|||||||"2974200"|"715249"
"Lithic bedrock"||10|17|23|||||||"2974201"|"707458"
"Paralithic bedrock"||10|18|25|||||||"2974202"|"707459"
"Undefined"||25|32|38||||1|5|8|"2974204"|"691877"
"Lithic bedrock"||102|102|102|||||||"2974215"|"691880"
"Paralithic bedrock"||25|38|51|||||||"2974216"|"699673"
"Paralithic bedrock"||25|38|51|||||||"2974217"|"699674"
"Undefined"||36|44|51||||10|26|43|"2974218"|"691883"
"Lithic bedrock"||36|44|51|||||||"2974221"|"707469"
"Undefined"||36|44|51||||10|26|43|"2974230"|"707471"
"Paralithic bedrock"||33|42|51|||||||"2974231"|"715264"
"Lithic bedrock"||28|46|64|||||||"2974232"|"707473"
"Undefined"||25|38|51||||1|5|8|"2974232"|"715265"
"Lithic bedrock"||20|28|36|||||||"2974233"|"715266"
"Lithic bedrock"||64|83|102|||||||"2974234"|"691892"
"Lithic bedrock"||102|127|152|||||||"2974235"|"691893"
"Undefined"||51|77|102||||1|5|8|"2974236"|"699685"
"Lithic bedrock"||0|0|0|||||||"2974238"|"691894"
"Lithic bedrock"||64|83|102|||||||"2974239"|"691895"
"Undefined"||25|38|51||||10|26|43|"2974245"|"715271"
"Undefined"||36|44|51||||10|26|43|"2974248"|"707480"
"Lithic bedrock"||51|77|102|||||||"2974253"|"691898"
"Lithic bedrock"||102|127|152|||||||"2974254"|"715274"
"Lithic bedrock"||51|77|102|||||||"2974255"|"699691"
"Paralithic bedrock"||51|77|102|||||||"2974256"|"691900"
"Lithic bedrock"||25|38|51|||||||"2974257"|"691901"
"Undefined"||36|44|51||||10|26|43|"2974258"|"715277"
"Lithic bedrock"||0|0|0|||||||"2974263"|"715279"
"Undefined"||20|28|36||||10|26|43|"2974265"|"707488"
"Lithic bedrock"||20|36|51|||||||"2974266"|"707489"
"Undefined"||18|27|36||||1|5|8|"2974266"|"715281"
"Lithic bedrock"||0|0|0|||||||"2974267"|"715282"
"Paralithic bedrock"||36|44|51|||||||"2974271"|"699700"
"Undefined"||51|64|76||||10|26|43|"2974278"|"715284"
"Lithic bedrock"||25|38|51|||||||"2974285"|"707495"
"Lithic bedrock"||25|38|51|||||||"2974286"|"715288"
"Lithic bedrock"||20|28|36|||||||"2974287"|"691914"
"Lithic bedrock"||25|38|51|||||||"2974288"|"691915"
"Paralithic bedrock"||51|77|102|||||||"2974289"|"691916"
"Lithic bedrock"||51|77|102|||||||"2974290"|"707500"
"Undefined"||36|44|51||||1|5|8|"2974294"|"699709"
"Lithic bedrock"||51|77|102|||||||"2974297"|"707502"
"Paralithic bedrock"||127|140|152|||||||"2974298"|"707503"
"Lithic bedrock"||25|38|51|||||||"2974299"|"691920"
"Lithic bedrock"||18|27|36|||||||"2974302"|"715297"
"Lithic bedrock"||102|127|152|||||||"2974305"|"699715"
"Lithic bedrock"||13|22|30|||||||"2974306"|"699716"
"Undefined"||36|44|51||||10|26|43|"2974311"|"699718"
"Undefined"||51|64|76||||10|26|43|"2974313"|"707511"
"Paralithic bedrock"||51|77|102|||||||"2974314"|"715303"
"Lithic bedrock"||102|102|102|||||||"2974316"|"707512"
"Lithic bedrock"||38|52|66|||||||"2974317"|"699721"
"Undefined"||36|44|51||||1|5|8|"2974317"|"707513"
"Lithic bedrock"||51|77|102|||||||"2974318"|"699722"
"Lithic bedrock"||102|102|102|||||||"2974319"|"707514"
"Lithic bedrock"||51|77|102|||||||"2974320"|"707515"
"Lithic bedrock"||13|25|36|||||||"2974321"|"699724"
"Lithic bedrock"||51|59|66|||||||"2974322"|"699725"
"Lithic bedrock"||102|102|102|||||||"2974323"|"715309"
"Undefined"||51|64|76||||10|26|43|"2974324"|"699726"
"Lithic bedrock"||36|44|51|||||||"2974325"|"707518"
"Lithic bedrock"||18|27|36|||||||"2974326"|"707519"
"Lithic bedrock"||51|77|102|||||||"2974327"|"691936"
"Lithic bedrock"||0|0|0|||||||"2974328"|"691937"
"Lithic bedrock"||51|77|102|||||||"2974329"|"691938"
"Undefined"||36|44|51||||10|26|43|"2974331"|"707522"
"Lithic bedrock"||25|38|51|||||||"2974334"|"715315"
"Lithic bedrock"||18|27|36|||||||"2974335"|"691941"
