site,comparison,outlet,row10,col10,row30,col30,x10,y10,x30,y30,snap_distance_m,actual_center_offset_m,boundary_iou,area10_m2,area30_m2,area_change_pct,cells10,cells30,outlet_z10,outlet_z30,maximum_z10,maximum_z30,h10_m,h30_m,t10,t30,t_change_pct,coverage10,coverage30,max_probability_change_pp,max_threshold_change_pct,passes_primary_screen,coverage_eligible,snap_reference_m
topanga,controlled,nested_100000,178,118,59,39,354751.5645379969,3776596.5143099623,354751.5645379969,3776596.5143099623,0.0,0.0,0.9040074557315937,99900.0,104400.0,4.504504504504503,999,116,337.98297119140625,338.7335679796007,459.42828369140625,456.38752916124133,121.4453125,117.65396118164062,0.3842359646867864,0.3641298684915748,-5.232747072909028,0,0,1.9934126263944085,2.3267447322829815,True,True,0.0
topanga,controlled,nested_1000000,166,222,55,74,355791.5645379969,3776716.5143099623,355801.5645379969,3776716.5143099623,10.0,10.0,0.9610480175333732,982100.0,986400.0,0.43783728744526407,9821,1096,368.80157470703125,370.5819396972656,635.3776245117188,631.7087334526909,266.5760498046875,261.1267937554253,0.2689944209508238,0.26292077544687487,-2.2579076110501584,0,0,0.6831488352111725,0.7961043530885004,True,True,0.0
topanga,native,terminal,201,36,67,12,353931.5645379969,3776366.5143099623,353939.90881591244,3776350.667680568,17.909289128537544,17.909289128537544,0.9753171948298728,4991700.0,4987800.0,-0.07812969529419345,49917,5542,299.68988037109375,303.4984436035156,639.8329467773438,635.7791748046875,340.14306640625,332.2807312011719,0.1522430179004554,0.14878208551908162,-2.2732946502917684,0,0,0.4589734715359395,0.5334506698970731,True,True,0.0
topanga,native,nested_20000,177,298,58,99,356551.5645379969,3776606.5143099623,356549.90881591244,3776620.667680568,14.249888249581376,14.249888249581376,0.3444976076555024,20000.0,8100.0,-59.5,200,9,469.6349792480469,475.5904235839844,552.3642578125,524.0402221679688,82.72927856445312,48.449798583984375,0.5849843387559569,0.5383310953776042,-7.975126902981156,0,0,3.8517205901362983,4.493098934053097,True,True,0.0
topanga,native,nested_100000,178,118,59,39,354751.5645379969,3776596.5143099623,354749.90881591244,3776590.667680568,6.076552550113459,6.07655255011346,0.8916666666666667,99900.0,104400.0,4.504504504504503,999,116,337.98297119140625,339.44818115234375,459.42828369140625,451.7386779785156,121.4453125,112.29049682617188,0.3842359646867864,0.3475303630367526,-9.552880267195885,0,0,3.7126866711458484,4.330889281478401,True,True,0.0
topanga,native,nested_1000000,166,222,55,74,355791.5645379969,3776716.5143099623,355799.90881591244,3776710.667680568,10.188721666881795,10.188721666881795,0.952851635860433,982100.0,993600.0,1.1709601873536313,9821,1104,368.80157470703125,372.2458190917969,635.3776245117188,633.0974731445312,266.5760498046875,260.8516540527344,0.2689944209508238,0.2616904075164364,-2.715302945157627,0,0,0.8215148102241554,0.9589215463803535,True,True,0.0
az_ponderosa,controlled,terminal,1048,259,349,86,348897.0919053316,3955533.2352388427,348897.0919053316,3955533.2352388427,0.0,0.0,0.9838619394951904,22985800.0,23088600.0,0.44723263928163615,229858,25654,2013.7708740234375,2014.7953694661458,2627.212158203125,2625.869140625,613.4412841796875,611.0737711588542,0.1279508538997312,0.12717297856419496,-0.6079485301018983,0,0,0.10715187836666806,0.12402883448789925,True,True,0.0
az_ponderosa,controlled,nested_20000,242,706,80,235,353367.0919053316,3963593.2352388427,353367.0919053316,3963603.2352388427,10.0,10.0,0.6992481203007519,20000.0,25200.0,26.0,200,28,2525.821044921875,2524.720160590278,2569.13623046875,2568.233588324653,43.315185546875,43.513427734375,0.3062846142854885,0.27410882970746897,-10.505191275467851,0,0,3.5631742610472417,4.156493679342033,True,True,0.0
az_ponderosa,controlled,nested_100000,784,472,261,157,351027.0919053316,3958173.2352388427,351027.0919053316,3958173.2352388427,0.0,0.0,0.9054307116104869,100000.0,103500.0,3.499999999999992,1000,115,2363.03515625,2363.447564019097,2411.37890625,2410.7881944444443,48.34375,47.34063042534717,0.15287636063376508,0.1471512183225464,-3.7449493744385998,0,0,0.7584695234602368,0.8846683972964842,True,True,0.0
az_ponderosa,controlled,nested_1000000,458,618,152,206,352487.0919053316,3961433.2352388427,352497.0919053316,3961443.2352388427,14.142135623730951,14.142135623730951,0.9497277323998444,1001600.0,1003500.0,0.18969648562299213,10016,1115,2476.15283203125,2477.539496527778,2582.03857421875,2581.580078125,105.8857421875,104.04058159722217,0.10580113510871822,0.10385898712612318,-1.8356589280439595,0,0,0.2773089520994976,0.3216227669042615,True,True,0.0
az_ponderosa,native,terminal,1048,259,349,86,348897.0919053316,3955533.2352388427,348903.55051379104,3955535.8593238005,6.971330224469821,6.971330224469821,0.9860566034473817,22985800.0,22964400.0,-0.0931009579827502,229858,25516,2013.7708740234375,2016.8134765625,2627.212158203125,2625.97607421875,613.4412841796875,609.16259765625,0.1279508538997312,0.127117598180552,-0.6512310733246096,0,0,0.11478046832947286,0.13287072816914325,True,True,0.0
az_ponderosa,native,nested_20000,242,706,80,235,353367.0919053316,3963593.2352388427,353373.55051379104,3963605.8593238005,14.180308327258356,14.180308327258356,0.6573705179282868,20000.0,21600.0,8.000000000000007,200,24,2525.821044921875,2528.100830078125,2569.13623046875,2567.4091796875,43.315185546875,39.308349609375,0.3062846142854885,0.26745944214972,-12.676174487687275,0,0,4.336419380957057,5.058921684123918,True,True,0.0
az_ponderosa,native,nested_100000,784,472,261,157,351027.0919053316,3958173.2352388427,351033.55051379104,3958175.8593238005,6.971330224469821,6.971330224469821,0.18308457711442785,100000.0,18900.0,-81.1,1000,21,2363.03515625,2364.707763671875,2411.37890625,2392.69091796875,48.34375,27.983154296875,0.15287636063376508,0.2035474964270769,33.14517403688135,0,0,6.67339576129482,7.2022338293636246,False,True,0.0
az_ponderosa,native,nested_1000000,458,618,152,205,352487.0919053316,3961433.2352388427,352473.55051379104,3961445.8593238005,18.513152240452598,18.513152240452598,0.8986175115207373,1001600.0,1058400.0,5.670926517571884,10016,1176,2476.15283203125,2478.66796875,2582.03857421875,2581.448974609375,105.8857421875,102.781005859375,0.10580113510871822,0.09990516651010985,-5.5726893596650395,0,0,0.84178299735026,0.9828167730089099,True,True,0.0
