year,delta_channel_loss_t,delta_hillslope_loss_t,delta_outlet_sediment_t,delta_water_m3,contrast_id,group,scenario
51,0.7999999999999545,1.3000000000000043,3.4000000000000057,274309.0,2,1,thinning_65_90
52,0.8999999999999773,0.0,-16.80000000000001,162420.0,2,1,thinning_65_90
53,12.800000000000182,6.0,-0.5,610788.0,2,1,thinning_65_90
54,15.0,12.700000000000003,-21.700000000000045,762188.0,2,1,thinning_65_90
55,13.099999999999909,0.20000000000000284,-26.600000000000023,741668.0,2,1,thinning_65_90
56,6.400000000000091,0.0,-64.80000000000001,478152.0,2,1,thinning_65_90
57,4.300000000000068,0.0,-13.199999999999989,322490.0,2,1,thinning_65_90
58,0.4000000000000341,0.0,0.30000000000001137,152373.0,2,1,thinning_65_90
59,27.09999999999991,66.9,1.0,1117176.0,2,1,thinning_65_90
60,11.599999999999909,0.0,-11.600000000000023,716880.0,2,1,thinning_65_90
61,2.199999999999932,0.0,-1.700000000000017,288958.0,2,1,thinning_65_90
62,18.799999999999727,8.799999999999983,-3.5,878036.0,2,1,thinning_65_90
63,11.799999999999955,0.0,-17.900000000000006,726448.0,2,1,thinning_65_90
64,1.5,0.0,-11.700000000000003,260388.0,2,1,thinning_65_90
65,4.099999999999909,0.0,-2.0,277888.0,2,1,thinning_65_90
66,10.100000000000136,0.0,-2.900000000000034,530544.0,2,1,thinning_65_90
67,1.3000000000000114,0.0,-3.200000000000003,270290.0,2,1,thinning_65_90
68,0.5,38.59999999999991,294.09999999999997,265574.0,2,1,thinning_65_90
69,1.6000000000000227,0.0,-12.800000000000011,355507.0,2,1,thinning_65_90
70,20.700000000000273,19.0,1.5,800796.0,2,1,thinning_65_90
71,13.100000000000023,0.0,-7.0,743506.0,2,1,thinning_65_90
72,2.5,0.0,-4.900000000000006,314389.0,2,1,thinning_65_90
73,3.099999999999909,196.5,-109.10000000000002,474540.0,2,1,thinning_65_90
74,10.5,0.0,-4.799999999999983,712822.0,2,1,thinning_65_90
75,18.5,5.299999999999997,-12.799999999999955,924242.0,2,1,thinning_65_90
76,16.300000000000182,0.0,-8.600000000000023,840004.0,2,1,thinning_65_90
77,4.400000000000091,0.0,-14.400000000000034,426196.0,2,1,thinning_65_90
78,8.099999999999909,4.0,-15.099999999999909,520008.0,2,1,thinning_65_90
79,15.099999999999909,0.0,-33.0,639520.0,2,1,thinning_65_90
80,2.3999999999999773,0.0,-3.700000000000003,320982.0,2,1,thinning_65_90
81,5.099999999999909,0.0,2.900000000000091,371664.0,2,1,thinning_65_90
82,7.100000000000136,0.0,-0.8000000000000114,475618.0,2,1,thinning_65_90
83,3.300000000000068,0.0,-13.0,331786.0,2,1,thinning_65_90
84,1.1000000000000227,0.0,0.9000000000000057,182607.0,2,1,thinning_65_90
85,5.7999999999999545,0.0,0.8000000000000682,413350.0,2,1,thinning_65_90
86,1.8000000000000114,0.0,0.7999999999999972,284504.0,2,1,thinning_65_90
87,1.6000000000000227,0.0,1.0,243228.0,2,1,thinning_65_90
88,0.09999999999999432,0.0,-2.6999999999999957,151164.0,2,1,thinning_65_90
89,1.8999999999999773,0.0,0.799999999999983,265046.0,2,1,thinning_65_90
90,5.5,45.30000000000001,-465.79999999999995,419874.0,2,1,thinning_65_90
91,2.3999999999999773,0.0,-8.099999999999994,375255.0,2,1,thinning_65_90
92,3.2999999999999545,0.0,-6.300000000000011,288143.0,2,1,thinning_65_90
93,0.8999999999999773,0.0,2.0,172644.0,2,1,thinning_65_90
94,0.0999999999999659,0.0,0.10000000000000142,71918.0,2,1,thinning_65_90
95,1.900000000000091,0.0,4.100000000000023,207660.0,2,1,thinning_65_90
96,5.5,0.0,3.1999999999999886,382666.0,2,1,thinning_65_90
97,1.200000000000017,0.0,1.2999999999999972,228730.0,2,1,thinning_65_90
98,0.09999999999990905,0.0,-2.4000000000000057,114647.0,2,1,thinning_65_90
99,0.0999999999999659,0.0,1.7999999999999972,52496.0,2,1,thinning_65_90
100,0.10000000000002274,0.09999999999999964,-11.399999999999977,140292.0,2,1,thinning_65_90
1,5.100000000000023,0.0,12.900000000000006,670880.0,3,2,thinning_30_75
2,10.0,0.0,-10.5,702166.0,3,2,thinning_30_75
3,10.5,0.0,3.3000000000000114,790596.0,3,2,thinning_30_75
4,3.7999999999999545,0.0,2.3000000000000114,414934.0,3,2,thinning_30_75
5,3.5,0.0,1.3000000000000114,280829.0,3,2,thinning_30_75
6,7.5,2.1000000000000227,-166.60000000000002,716246.0,3,2,thinning_30_75
7,10.5,0.0,6.400000000000091,651312.0,3,2,thinning_30_75
8,6.0,0.0,2.8999999999999773,414710.0,3,2,thinning_30_75
9,3.800000000000068,0.0,3.900000000000034,296433.0,3,2,thinning_30_75
10,3.2999999999999545,0.0,5.099999999999994,267805.0,3,2,thinning_30_75
11,8.799999999999955,58.80000000000001,64.5,996116.0,3,2,thinning_30_75
12,9.599999999999909,0.0,-12.899999999999977,888566.0,3,2,thinning_30_75
13,36.19999999999982,21.299999999999955,-35.19999999999999,1777512.0,3,2,thinning_30_75
14,31.0,0.0,-81.69999999999993,1698112.0,3,2,thinning_30_75
15,4.7000000000000455,0.0,-4.099999999999994,554481.0,3,2,thinning_30_75
16,2.3000000000000114,0.0,1.0,234549.0,3,2,thinning_30_75
17,3.5,0.0,2.0,249881.0,3,2,thinning_30_75
18,5.0,0.0,1.5999999999999943,326867.0,3,2,thinning_30_75
19,4.800000000000182,0.0,4.300000000000011,350548.0,3,2,thinning_30_75
20,2.6000000000000227,0.0,2.799999999999983,239587.0,3,2,thinning_30_75
21,2.7000000000000455,0.0,1.7999999999999972,222880.0,3,2,thinning_30_75
22,2.3999999999999773,0.0,1.5,250262.0,3,2,thinning_30_75
23,15.400000000000091,124.80000000000001,267.70000000000005,1005220.0,3,2,thinning_30_75
24,9.400000000000091,0.0,-48.60000000000002,726438.0,3,2,thinning_30_75
25,0.9000000000000057,0.0,1.1000000000000014,225125.0,3,2,thinning_30_75
26,14.099999999999909,0.0,10.799999999999955,762760.0,3,2,thinning_30_75
27,8.099999999999909,0.0,5.5,615204.0,3,2,thinning_30_75
28,8.100000000000023,0.4,5.300000000000011,463079.0,3,2,thinning_30_75
29,4.400000000000091,0.0,1.3999999999999773,347387.0,3,2,thinning_30_75
30,34.80000000000018,1595.5999999999995,1635.5,2018876.0,3,2,thinning_30_75
31,41.79999999999973,523.5,485.29999999999995,2193576.0,3,2,thinning_30_75
32,23.90000000000009,0.0,-6.800000000000068,1612010.0,3,2,thinning_30_75
33,2.6999999999999886,0.0,-0.9000000000000057,511658.0,3,2,thinning_30_75
34,1.7999999999999545,0.0,1.5999999999999943,209012.0,3,2,thinning_30_75
35,-0.7999999999999545,95.69999999999993,-169.99999999999994,349829.0,3,2,thinning_30_75
36,3.5,0.0,-7.099999999999994,443608.0,3,2,thinning_30_75
37,9.400000000000091,-10.399999999999977,262.5999999999999,787368.0,3,2,thinning_30_75
38,14.600000000000136,0.0,11.5,812962.0,3,2,thinning_30_75
39,3.099999999999909,0.0,5.600000000000023,403020.0,3,2,thinning_30_75
40,3.7999999999999545,0.0,-3.8000000000000114,357412.0,3,2,thinning_30_75
41,13.599999999999909,0.0,-54.700000000000045,1062828.0,3,2,thinning_30_75
42,7.5,0.0,4.300000000000011,540571.0,3,2,thinning_30_75
43,2.2000000000000455,0.0,2.1999999999999886,329775.0,3,2,thinning_30_75
44,4.399999999999977,0.0,3.9000000000000057,406777.0,3,2,thinning_30_75
45,1.6999999999999886,0.0,1.3999999999999986,263660.0,3,2,thinning_30_75
46,3.7999999999999545,0.0,4.7999999999999545,317862.0,3,2,thinning_30_75
47,17.799999999999955,0.0,4.900000000000034,1007550.0,3,2,thinning_30_75
48,7.100000000000023,0.0,1.3000000000000114,619658.0,3,2,thinning_30_75
49,8.399999999999864,0.0,11.200000000000045,545236.0,3,2,thinning_30_75
50,11.799999999999955,0.0,7.099999999999909,747958.0,3,2,thinning_30_75
51,1.2999999999999545,-1.0,0.10000000000000853,351948.0,3,2,thinning_30_75
52,3.3999999999999773,0.0,1.5999999999999943,274409.0,3,2,thinning_30_75
53,21.199999999999818,0.0,11.299999999999955,1148780.0,3,2,thinning_30_75
54,19.90000000000009,0.0,5.0,1201064.0,3,2,thinning_30_75
55,21.199999999999818,0.0,7.099999999999966,1287318.0,3,2,thinning_30_75
56,9.799999999999955,0.0,-48.80000000000001,779838.0,3,2,thinning_30_75
57,5.0,0.0,3.6000000000000227,381306.0,3,2,thinning_30_75
58,1.2000000000000455,0.0,0.20000000000001705,163265.0,3,2,thinning_30_75
59,44.30000000000018,332.6,370.0999999999999,1997076.0,3,2,thinning_30_75
60,11.799999999999955,0.0,-8.199999999999989,963704.0,3,2,thinning_30_75
61,4.7999999999999545,0.0,0.4000000000000057,383013.0,3,2,thinning_30_75
62,30.199999999999818,0.0,-20.0,1790140.0,3,2,thinning_30_75
63,12.699999999999932,0.0,-24.19999999999999,1135188.0,3,2,thinning_30_75
64,2.7000000000000455,0.0,-22.0,393902.0,3,2,thinning_30_75
65,10.899999999999864,0.0,7.100000000000023,540518.0,3,2,thinning_30_75
66,14.200000000000045,0.0,7.5,888968.0,3,2,thinning_30_75
67,1.6000000000000227,0.0,-1.0999999999999943,311628.0,3,2,thinning_30_75
68,2.5,40.299999999999955,36.10000000000002,417860.0,3,2,thinning_30_75
69,4.2999999999999545,0.0,-20.5,546213.0,3,2,thinning_30_75
70,39.59999999999991,0.5,-85.10000000000002,1738924.0,3,2,thinning_30_75
71,10.899999999999977,0.0,-16.1,1135380.0,3,2,thinning_30_75
72,5.199999999999932,0.0,-5.200000000000017,473105.0,3,2,thinning_30_75
73,0.8999999999998636,409.0999999999999,278.29999999999995,610292.0,3,2,thinning_30_75
74,11.400000000000091,0.0,-5.5,1015354.0,3,2,thinning_30_75
75,36.5,0.0,-9.699999999999932,1868450.0,3,2,thinning_30_75
76,18.0,0.0,-9.0,1318594.0,3,2,thinning_30_75
77,10.200000000000045,0.0,5.300000000000011,779036.0,3,2,thinning_30_75
78,12.799999999999955,0.0,8.400000000000091,742048.0,3,2,thinning_30_75
79,12.399999999999864,0.0,9.700000000000045,786836.0,3,2,thinning_30_75
80,3.3999999999999773,0.0,1.0,349864.0,3,2,thinning_30_75
81,8.199999999999818,0.0,6.300000000000068,525048.0,3,2,thinning_30_75
82,11.900000000000091,0.0,4.699999999999989,809290.0,3,2,thinning_30_75
83,7.100000000000023,0.0,4.600000000000023,522695.0,3,2,thinning_30_75
84,3.2000000000000455,0.0,2.3000000000000114,253482.0,3,2,thinning_30_75
85,7.2999999999999545,0.0,4.2000000000000455,651372.0,3,2,thinning_30_75
86,2.400000000000034,0.0,-0.20000000000000284,347794.0,3,2,thinning_30_75
87,5.2999999999999545,0.0,3.3000000000000114,376721.0,3,2,thinning_30_75
88,1.4000000000000057,0.0,0.5,207388.0,3,2,thinning_30_75
89,4.899999999999977,0.0,4.5,365345.0,3,2,thinning_30_75
90,8.0,174.0,168.5,675380.0,3,2,thinning_30_75
91,5.5,0.0,-9.5,652321.0,3,2,thinning_30_75
92,7.899999999999977,0.0,5.900000000000034,437431.0,3,2,thinning_30_75
93,2.1000000000000227,0.0,2.1999999999999886,200687.0,3,2,thinning_30_75
94,0.6999999999999886,0.0,0.8000000000000043,101900.0,3,2,thinning_30_75
95,7.400000000000091,0.0,5.7999999999999545,453416.0,3,2,thinning_30_75
96,7.100000000000136,0.0,7.099999999999966,561942.0,3,2,thinning_30_75
97,1.5,0.0,1.2000000000000028,212858.0,3,2,thinning_30_75
98,1.2999999999999545,0.0,-1.5999999999999943,142216.0,3,2,thinning_30_75
99,0.5,0.0,2.3999999999999986,67350.0,3,2,thinning_30_75
100,6.5,0.0,4.199999999999989,381052.0,3,2,thinning_30_75
1,3.0,0.0,10.5,542618.0,4,2,thinning_65_90
2,5.2000000000000455,0.0,-11.199999999999989,453419.0,4,2,thinning_65_90
3,3.8999999999998636,0.0,1.6999999999999886,386656.0,4,2,thinning_65_90
4,1.6000000000000227,0.0,0.8000000000000114,178010.0,4,2,thinning_65_90
5,1.2000000000000455,0.0,0.8000000000000114,89095.0,4,2,thinning_65_90
6,3.3999999999998636,8.400000000000006,-168.10000000000002,469762.0,4,2,thinning_65_90
7,7.600000000000136,0.0,1.0,473338.0,4,2,thinning_65_90
8,4.2999999999999545,0.0,2.1999999999999886,295676.0,4,2,thinning_65_90
9,2.0,0.0,3.3000000000000114,167750.0,4,2,thinning_65_90
10,1.8999999999999773,0.0,1.9000000000000057,143289.0,4,2,thinning_65_90
11,5.7999999999999545,42.19999999999999,32.0,826396.0,4,2,thinning_65_90
12,5.7000000000000455,0.0,-17.299999999999955,632860.0,4,2,thinning_65_90
13,14.0,-1.7000000000000455,-2.5,837344.0,4,2,thinning_65_90
14,15.5,0.0,7.600000000000136,916832.0,4,2,thinning_65_90
15,2.7000000000000455,0.0,1.700000000000017,326705.0,4,2,thinning_65_90
16,1.6999999999999886,0.0,1.1999999999999886,149623.0,4,2,thinning_65_90
17,2.0,0.0,0.9000000000000341,137501.0,4,2,thinning_65_90
18,2.7000000000000455,0.0,1.299999999999983,148924.0,4,2,thinning_65_90
19,3.0,0.0,3.6999999999999886,223272.0,4,2,thinning_65_90
20,1.6000000000000227,0.0,1.6999999999999886,127505.0,4,2,thinning_65_90
21,1.5,0.0,1.2000000000000028,123349.0,4,2,thinning_65_90
22,1.099999999999966,0.0,0.5,132279.0,4,2,thinning_65_90
23,6.100000000000136,63.19999999999999,204.0,558874.0,4,2,thinning_65_90
24,4.599999999999909,0.0,-28.80000000000001,395086.0,4,2,thinning_65_90
25,0.5,0.0,0.20000000000000284,134140.0,4,2,thinning_65_90
26,5.7999999999999545,0.0,5.2000000000000455,384864.0,4,2,thinning_65_90
27,3.2000000000000455,0.0,2.6999999999999886,275508.0,4,2,thinning_65_90
28,2.6000000000000227,0.0,1.200000000000017,194324.0,4,2,thinning_65_90
29,2.900000000000091,0.0,0.6999999999999886,219081.0,4,2,thinning_65_90
30,19.5,744.3999999999996,753.6000000000004,1503540.0,4,2,thinning_65_90
31,28.799999999999727,231.29999999999995,193.29999999999995,1586912.0,4,2,thinning_65_90
32,18.40000000000009,0.0,-11.100000000000023,1295688.0,4,2,thinning_65_90
33,2.099999999999966,0.0,-1.4000000000000057,395552.0,4,2,thinning_65_90
34,1.099999999999909,0.0,0.799999999999983,128197.0,4,2,thinning_65_90
35,-2.8999999999999773,35.299999999999955,-224.79999999999995,137708.0,4,2,thinning_65_90
36,1.7000000000000455,0.0,-4.199999999999989,240765.0,4,2,thinning_65_90
37,3.0,-10.399999999999977,260.70000000000005,426172.0,4,2,thinning_65_90
38,10.0,0.0,9.899999999999977,590890.0,4,2,thinning_65_90
39,2.7999999999999545,0.0,4.5,314092.0,4,2,thinning_65_90
40,-0.10000000000002274,0.0,-1.5,130790.0,4,2,thinning_65_90
41,4.2999999999999545,0.0,5.899999999999977,453248.0,4,2,thinning_65_90
42,4.0,0.0,2.1999999999999886,272557.0,4,2,thinning_65_90
43,1.2000000000000455,0.0,0.9000000000000057,183964.0,4,2,thinning_65_90
44,2.1000000000000227,0.0,2.4000000000000057,217927.0,4,2,thinning_65_90
45,0.5999999999999943,0.0,0.1999999999999993,123262.0,4,2,thinning_65_90
46,1.099999999999909,0.0,3.0,108116.0,4,2,thinning_65_90
47,8.799999999999955,0.0,1.6000000000000227,645176.0,4,2,thinning_65_90
48,4.100000000000023,0.0,2.4000000000000057,390747.0,4,2,thinning_65_90
49,5.0,0.0,10.800000000000068,325176.0,4,2,thinning_65_90
50,6.2999999999999545,0.0,4.0,457522.0,4,2,thinning_65_90
51,0.19999999999998863,-0.6999999999999957,-0.5,197339.0,4,2,thinning_65_90
52,1.7000000000000455,0.0,0.19999999999998863,127649.0,4,2,thinning_65_90
