ASN00072043,148.0141,-35.7780
ASN00072103,148.2106,-35.8445
ASN00072159,147.9402,-35.3019
ASN00073014,148.1718,-33.9029
ASN00073054,147.2418,-33.9262
ASN00073129,148.6857,-34.1567
ASN00073136,148.7120,-34.8918
ASN00074020,147.0821,-33.9387
ASN00074094,146.5071,-34.2070
ASN00074100,146.4450,-35.9048
ASN00074233,146.7389,-34.2320
ASN00074237,147.1446,-35.2469
ASN00074241,147.3582,-35.1073
ASN00074249,145.8904,-34.8016
ASN00074257,146.7338,-35.4831
ASN00075010,145.7885,-34.5131
ASN00075032,145.5249,-33.4915
ASN00075064,145.5472,-34.4774
ASN00075066,146.7283,-33.4219
ASN00075080,144.6966,-35.1721
ASN00075081,144.4560,-35.0365
ASN00075164,143.5718,-35.0461
ASN00075167,145.4654,-33.7433
ASN00076023,141.3923,-34.4613
ASN00076047,142.3158,-35.0694
ASN00076108,141.6922,-35.1683
ASN00076110,141.0054,-34.9470
ASN00077015,142.5432,-35.5574
ASN00077034,143.4992,-35.9296
ASN00078077,142.4050,-36.2614
ASN00079071,141.0834,-36.9681
ASN00079086,143.1230,-36.8637
ASN00079089,143.1058,-36.8303
ASN00080002,143.7229,-36.1160
ASN00080126,143.9111,-35.7175
ASN00081091,143.6958,-36.5486
ASN00081114,145.2278,-36.4344
ASN00081115,144.8726,-36.6284
ASN00081118,144.6203,-36.8093
ASN00082089,145.5680,-37.0018
ASN00082099,147.0710,-36.5171
ASN00082117,147.0995,-36.1256
ASN00084009,148.9386,-37.5414
ASN00084070,149.2747,-37.8017
ASN00084085,149.0003,-37.4315
ASN00084100,147.6206,-37.8333
