cokey,mukey,comppct_r,has_corestriction,reskind,reshard,resdept_r,resdepb_r,resthk_r,ksat_anchor_um_s,brockdepmin,rn,ecoregion,legacy_kslast_mm_h,legacy_fallback,candidate_a_kslast_mm_h,candidate_b_kslast_mm_h
27464747,376437,85,1,Petrocalcic,Indurated,25,203,178,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27464751,376432,80,1,Petrocalcic,Indurated,25,203,178,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
26639507,95320,75,1,Paralithic bedrock,Weakly coherent,51,,,1,51,,High Plains / Northern Great Plains,0.0036,0,0.00234,0.0005
27220988,58584,70,1,Petrocalcic,Indurated,18,,26,2.2,,,High Plains / Northern Great Plains,0.00792,0,0.0013859999999999999,0.0006237
26698135,1692511,60,1,Paralithic bedrock,Moderately coherent,127,,,9,33,,High Plains / Northern Great Plains,0.0324,0,0.02754,0.005508
27070530,1698707,55,1,Paralithic bedrock,Weakly coherent,77,,,9,33,,High Plains / Northern Great Plains,0.0324,0,0.02106,0.004212
27126984,100620,55,1,Paralithic bedrock,Weakly coherent,107,200,93,2.11,38,,High Plains / Northern Great Plains,0.007596,0,0.0064566,0.00129132
27128485,357976,55,1,Paralithic bedrock,Weakly coherent,124,200,76,10,41,,High Plains / Northern Great Plains,0.036,0,0.030599999999999995,0.00612
27221054,58581,55,1,Paralithic bedrock,Moderately coherent,20,,,2.7,20,,High Plains / Northern Great Plains,0.009720000000000001,0,0.003402,0.0006804000000000001
26597950,95097,50,1,Paralithic bedrock,Moderately coherent,30,,,3,0,,High Plains / Northern Great Plains,0.0108,0,0.00378,0.0007559999999999999
27056847,1692557,50,1,Paralithic bedrock,Moderately coherent,33,,,28,33,,High Plains / Northern Great Plains,0.1008,0,0.03528,0.007055999999999999
27103815,2217561,50,1,Paralithic bedrock,Weakly coherent,107,200,93,2.11,38,,High Plains / Northern Great Plains,0.007596,0,0.0064566,0.00129132
27502769,2582687,50,1,Paralithic bedrock,Weakly coherent,38,200,162,2.11,38,,High Plains / Northern Great Plains,0.007596,0,0.0026586,0.00053172
27070529,1698707,45,1,Paralithic bedrock,Weakly coherent,33,,,9,33,,High Plains / Northern Great Plains,0.0324,0,0.01134,0.0022679999999999996
26698136,1692511,40,1,Paralithic bedrock,Weakly coherent,33,,,9,33,,High Plains / Northern Great Plains,0.0324,0,0.01134,0.0022679999999999996
27126749,100638,40,1,Paralithic bedrock,Moderately coherent,46,200,154,2.3,0,,High Plains / Northern Great Plains,0.00828,0,0.0028979999999999995,0.0005795999999999999
27128507,358040,40,1,Paralithic bedrock,Moderately coherent,46,200,154,2.3,0,,High Plains / Northern Great Plains,0.00828,0,0.0028979999999999995,0.0005795999999999999
27154518,104584,40,1,Lithic bedrock,Very strongly coherent,43,,,0.7,0,,High Plains / Northern Great Plains,0.00252,0,0.000882,0.0005
27464578,376394,40,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27103818,2217561,35,1,Paralithic bedrock,Weakly coherent,38,200,162,3,38,,High Plains / Northern Great Plains,0.0108,0,0.00378,0.0007559999999999999
27126986,100620,35,1,Paralithic bedrock,Weakly coherent,38,200,162,2.11,38,,High Plains / Northern Great Plains,0.007596,0,0.0026586,0.00053172
27153546,349714,35,1,Paralithic bedrock,Weakly coherent,96,,,2.82,46,,High Plains / Northern Great Plains,0.010152,0,0.0065988,0.00131976
27477380,1596543,35,1,Paralithic bedrock,Moderately coherent,30,,,0.705,0,,High Plains / Northern Great Plains,0.002538,0,0.0008882999999999999,0.0005
27056848,1692557,30,1,Paralithic bedrock,Weakly coherent,77,,,28.2,33,,High Plains / Northern Great Plains,0.10152,0,0.05,0.0131976
27128487,357976,30,1,Paralithic bedrock,Weakly coherent,41,200,159,3,41,,High Plains / Northern Great Plains,0.0108,0,0.00378,0.0007559999999999999
27477030,55941,30,1,Petrocalcic,Indurated,74,,,0.2107,,,High Plains / Northern Great Plains,0.0007585199999999999,0,0.0005,0.0005
27477378,1596543,30,1,Lithic bedrock,Indurated,0,,,0.705,0,,High Plains / Northern Great Plains,0.002538,0,0.0005,0.0005
27502766,2582687,30,1,Paralithic bedrock,Weakly coherent,107,200,93,2.11,38,,High Plains / Northern Great Plains,0.007596,0,0.0064566,0.00129132
27070602,2219701,25,1,Paralithic bedrock,Moderately coherent,46,200,154,2.3,46,,High Plains / Northern Great Plains,0.00828,0,0.0028979999999999995,0.0005795999999999999
27153548,349714,25,1,Paralithic bedrock,Weakly coherent,46,,,2.82,46,,High Plains / Northern Great Plains,0.010152,0,0.0035531999999999994,0.0007106399999999999
27261648,104857,25,1,Paralithic bedrock,Weakly coherent,48,200,152,1.5,48,,High Plains / Northern Great Plains,0.0054,0,0.00189,0.0005
27220987,58584,23,1,Petrocalcic,Indurated,76,,26,2.2,,,High Plains / Northern Great Plains,0.00792,0,0.002574,0.0011583000000000001
26597951,95097,20,1,Lithic bedrock,Indurated,0,,,0.7,0,,High Plains / Northern Great Plains,0.00252,0,0.0005,0.0005
27154521,104584,20,1,Lithic bedrock,Very strongly coherent,0,,,,0,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27477379,1596543,20,1,Lithic bedrock,Indurated,20,,,0.705,0,,High Plains / Northern Great Plains,0.002538,0,0.0005,0.0005
26700470,362417,16,1,Petrocalcic,Indurated,84,,5,2.2,,,High Plains / Northern Great Plains,0.00792,0,0.002574,0.0011583000000000001
27126750,100638,15,1,Paralithic bedrock,Moderately coherent,0,200,200,14.11,0,,High Plains / Northern Great Plains,0.050796,0,0.0177786,0.0035557199999999996
27128508,358040,15,1,Paralithic bedrock,Moderately coherent,0,200,200,14.11,0,,High Plains / Northern Great Plains,0.050796,0,0.0177786,0.0035557199999999996
27066696,100435,13,1,Paralithic bedrock,Moderately coherent,127,,,28,,,High Plains / Northern Great Plains,0.1008,0,0.05,0.017136000000000002
27070603,2219701,10,1,Paralithic bedrock,Moderately coherent,0,200,200,2,46,,High Plains / Northern Great Plains,0.0072,0,0.0025199999999999997,0.0005039999999999999
27464754,376432,10,1,Petrocalcic,Indurated,30,150,120,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27477029,55941,8,1,Petrocalcic,Indurated,77,,26,9.17,,,High Plains / Northern Great Plains,0.033012,0,0.0107289,0.004828005000000001
27126885,100559,6,1,Paralithic bedrock,Weakly coherent,79,200,121,1.41,130,,High Plains / Northern Great Plains,0.005076,0,0.0032994,0.00065988
27464748,376437,6,1,Petrocalcic,Indurated,30,150,120,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27464753,376432,6,1,Petrocalcic,Indurated,46,72,26,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27477027,55941,6,1,Petrocalcic,Indurated,35,,26,9.17,,,High Plains / Northern Great Plains,0.033012,0,0.005777099999999999,0.002599695
26513186,96877,5,1,Strongly contrasting textural stratification,,38,152,,9,,,High Plains / Northern Great Plains,0.0324,0,0.01134,0.008504999999999999
26513193,96877,5,1,Lithic bedrock,,0,,,0.7,,,High Plains / Northern Great Plains,0.00252,0,0.000882,0.0005
26775897,384911,5,1,Petrocalcic,Indurated,20,,5,,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27039619,357778,5,1,Paralithic bedrock,Weakly coherent,146,200,54,0.5,,,High Plains / Northern Great Plains,0.0018,0,0.00153,0.0005
27039638,364757,5,1,Petrocalcic,Indurated,20,,5,,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27056843,1692557,5,1,Paralithic bedrock,Weakly coherent,77,,,3,33,,High Plains / Northern Great Plains,0.0108,0,0.00702,0.001404
27056845,1692557,5,1,Paralithic bedrock,Moderately coherent,127,,,28,33,,High Plains / Northern Great Plains,0.1008,0,0.05,0.017136000000000002
27056846,1692557,5,1,Paralithic bedrock,Moderately coherent,46,,,28,33,,High Plains / Northern Great Plains,0.1008,0,0.03528,0.007055999999999999
27103819,2217561,5,1,Paralithic bedrock,Weakly coherent,130,200,70,4,38,,High Plains / Northern Great Plains,0.0144,0,0.01224,0.002448
27108865,369828,5,1,Petrocalcic,Indurated,79,89,10,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27126752,100638,5,1,Paralithic bedrock,Weakly coherent,124,200,76,10,0,,High Plains / Northern Great Plains,0.036,0,0.030599999999999995,0.00612
27126753,100638,5,1,Paralithic bedrock,Moderately coherent,84,200,116,14.11,0,,High Plains / Northern Great Plains,0.050796,0,0.0330174,0.00660348
27126981,100579,5,1,Strongly contrasting textural stratification,noncoherent,74,200,126,9.17,,,High Plains / Northern Great Plains,0.033012,0,0.0214578,0.016093350000000003
27126988,100620,5,1,Paralithic bedrock,Weakly coherent,130,200,70,4,38,,High Plains / Northern Great Plains,0.0144,0,0.01224,0.002448
27128510,358040,5,1,Paralithic bedrock,Weakly coherent,124,200,76,10,0,,High Plains / Northern Great Plains,0.036,0,0.030599999999999995,0.00612
27128511,358040,5,1,Paralithic bedrock,Moderately coherent,84,200,116,14.11,0,,High Plains / Northern Great Plains,0.050796,0,0.0330174,0.00660348
27186344,104843,5,1,Strongly contrasting textural stratification,noncoherent,25,200,175,28,,,High Plains / Northern Great Plains,0.1008,0,0.03528,0.026459999999999997
27261647,104857,5,1,Paralithic bedrock,Weakly coherent,46,200,154,0.7,48,,High Plains / Northern Great Plains,0.00252,0,0.000882,0.0005
27464749,376437,5,1,Petrocalcic,Indurated,46,72,26,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27465276,1611918,5,1,Petrocalcic,Indurated,41,92,51,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27477420,377642,5,1,Petrocalcic,Indurated,79,89,10,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27477424,377643,5,1,Petrocalcic,Indurated,79,89,11,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27502768,2582687,5,1,Paralithic bedrock,Moderately coherent,0,200,200,14.11,38,,High Plains / Northern Great Plains,0.050796,0,0.0177786,0.0035557199999999996
27103816,2217561,4,1,Paralithic bedrock,Weakly coherent,79,200,121,1.41,38,,High Plains / Northern Great Plains,0.005076,0,0.0032994,0.00065988
27109108,379022,4,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27112441,370323,4,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27126887,100559,4,1,Paralithic bedrock,Weakly coherent,107,200,93,2.11,130,,High Plains / Northern Great Plains,0.007596,0,0.0064566,0.00129132
27126985,100620,4,1,Paralithic bedrock,Weakly coherent,79,200,121,1.41,38,,High Plains / Northern Great Plains,0.005076,0,0.0032994,0.00065988
27128488,357976,4,1,Paralithic bedrock,Moderately coherent,112,200,88,14.11,41,,High Plains / Northern Great Plains,0.050796,0,0.0431766,0.00863532
27128489,357976,4,1,Paralithic bedrock,Weakly coherent,79,200,121,9.17,41,,High Plains / Northern Great Plains,0.033012,0,0.0214578,0.00429156
27128490,357976,4,1,Paralithic bedrock,Moderately coherent,0,200,200,14.11,41,,High Plains / Northern Great Plains,0.050796,0,0.0177786,0.0035557199999999996
27148364,370626,4,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27184986,2599117,4,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27188982,371379,4,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27211059,372534,4,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27464750,376437,4,1,Petrocalcic,Indurated,72,110,38,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27464752,376432,4,1,Petrocalcic,Indurated,72,110,38,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27477492,377740,4,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
26570531,105296,3,1,Natric,noncoherent,10,152,,0.2,,,High Plains / Northern Great Plains,0.00072,0,0.0005,0.0005
27126883,100559,3,1,Paralithic bedrock,Weakly coherent,38,200,162,2.11,130,,High Plains / Northern Great Plains,0.007596,0,0.0026586,0.00053172
27056891,1692532,2,1,Paralithic bedrock,Weakly coherent,69,152,83,0.005,,,High Plains / Northern Great Plains,1.8e-05,0,0.0005,0.0005
27109107,379022,2,1,Petrocalcic,Indurated,41,92,51,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27112443,370323,2,1,Petrocalcic,Indurated,41,92,51,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27148366,370626,2,1,Petrocalcic,Indurated,41,92,51,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27184988,2599117,2,1,Petrocalcic,Indurated,41,92,51,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27188981,371379,2,1,Petrocalcic,Indurated,41,92,51,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27211058,372534,2,1,Petrocalcic,Indurated,41,92,51,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27372618,2931488,2,1,Petrocalcic,Indurated,65,93,28,0.06,,,High Plains / Northern Great Plains,0.000216,0,0.0005,0.0005
27186343,104843,1,1,Paralithic bedrock,Moderately coherent,142,152,10,0.005,,,High Plains / Northern Great Plains,1.8e-05,0,0.0005,0.0005
27478065,3156219,1,1,Paralithic bedrock,Strongly coherent,33,,,9.17,,,High Plains / Northern Great Plains,0.033012,0,0.011554199999999999,0.0023108399999999998
26368278,2668835,99,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26368850,2668831,99,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27039262,357786,99,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27128254,1698755,99,0,,,,,,6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27224189,374718,99,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26358861,2759231,98,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27141535,1698894,98,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26356619,2605916,97,0,,,,,,2.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26363054,2605924,97,0,,,,,,2.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26375774,2605925,97,0,,,,,,2.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27101273,1698973,97,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27070546,1698690,96,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26358656,1149618,95,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26362581,1151993,93,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26363457,1152338,93,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26368281,1152281,93,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26368672,1152234,93,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26368766,1382569,93,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27070577,1698677,93,0,,,,,,6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27141626,1698896,93,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26368357,1152253,92,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26371132,916821,90,0,,,,,,91.5,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26453713,94198,90,0,,,,,,8,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26456529,94327,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26597957,95061,90,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26599313,95120,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26694042,382071,90,0,,,,,,0.55,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26775885,384919,90,0,,,,,,2.8,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26775888,384916,90,0,,,,,,0.55,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26775895,384911,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26786731,363293,90,0,,,,,,0.6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26832632,110386,90,0,,,,,,28,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26832673,110398,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26850876,365142,90,0,,,,,,0.6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27039617,357778,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27039636,364757,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27040273,378064,90,0,,,,,,0.6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27042706,695972,90,0,,,,,,0.6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27103683,2217572,90,0,,,,,,91.74,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27109106,379022,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27112440,370323,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27117830,1698819,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27126994,100609,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27128544,358050,90,0,,,,,,91.74,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27128546,358051,90,0,,,,,,91.74,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27148363,370626,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27175531,370830,90,0,,,,,,0.55,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27178415,104712,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27184985,2599117,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27188911,371407,90,0,,,,,,0.6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27188980,371379,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27210084,372344,90,0,,,,,,0.6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27210088,372345,90,0,,,,,,0.6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27211057,372534,90,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27478042,3156214,90,0,,,,,,2.82,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26358557,1149561,88,0,,,,,,6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26368304,1152293,85,0,,,,,,211.5,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26452068,94042,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26453693,2808275,85,0,,,,,,7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26453697,2808274,85,0,,,,,,7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26453800,2766455,85,0,,,,,,200,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26453815,94224,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26456665,94335,85,0,,,,,,2.82,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26570536,105296,85,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26570960,94575,85,0,,,,,,0.915,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26599030,95132,85,0,,,,,,9.17,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26635672,95227,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26635746,95255,85,0,,,,,,28,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26780259,362579,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27039705,364776,85,0,,,,,,7.8,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27044827,366034,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27044855,366035,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27055603,1699117,85,0,,,,,,211.5,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27064807,391894,85,0,,,,,,2.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27066695,100435,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27078275,394289,85,0,,,,,,2.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27108862,369828,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27126980,100579,85,0,,,,,,95,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27141585,2738668,85,0,,,,,,92,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27184977,2599131,85,0,,,,,,2.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27204502,372113,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27211053,372557,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465127,1547785,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465180,1547908,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465236,1547933,85,0,,,,,,28.23,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465277,1697579,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465878,3031445,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27477417,377642,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27477421,377643,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27477469,377734,85,0,,,,,,2.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27477491,377740,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27478061,3156219,85,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27101332,2229321,84,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465743,3031543,84,0,,,,,,2.82,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26371216,916802,80,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26375753,1382648,80,0,,,,,,0.22,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26513160,96860,80,0,,,,,,1,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26570212,105294,80,0,,,,,,0.915,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26571075,94579,80,0,,,,,,0.915,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26597574,95031,80,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26597585,95035,80,0,,,,,,211.5,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26597661,95043,80,0,,,,,,0.915,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26597934,95092,80,0,,,,,,28,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26597961,95088,80,0,,,,,,211.5,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26694037,382058,80,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26780295,362580,80,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26832910,110480,80,0,,,,,,211.5,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27055598,1699116,80,0,,,,,,211.5,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465273,1611918,80,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465852,3031461,80,0,,,,,,7.8,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26358843,1150009,79,0,,,,,,5.35,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26700471,362417,78,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26775852,384928,77,0,,,,,,28,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26362093,2668754,75,0,,,,,,6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27155158,104585,75,0,,,,,,28,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26775903,384913,65,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27070604,2219701,65,0,,,,,,30,46,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26570297,105193,60,0,,,,,,91.7,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27056892,1692532,58,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26700468,362407,56,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26362104,2668909,55,0,,,,,,6,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26598011,95068,55,0,,,,,,23,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27056759,1692528,50,0,,,,,,2.82,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27372619,2931488,50,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27464574,376480,50,0,,,,,,91.74,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27464579,376394,50,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27465437,2441779,50,0,,,,,,92,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27466820,55884,50,0,,,,,,141.14,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27474842,375761,50,0,,,,,,9.17,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27477031,55941,50,0,,,,,,9.17,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26453782,94217,46,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27261849,104894,46,0,,,,,,92,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26370043,1382597,45,0,,,,,,28.222,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26371139,916811,45,0,,,,,,28.222,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26456671,94308,45,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26799759,2931544,45,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27155053,104507,45,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27172670,1669712,45,0,,,,,,9.17,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27464807,376477,45,0,,,,,,91.74,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
26453781,94217,44,0,,,,,,3,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27261850,104894,44,0,,,,,,92,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
27178738,104703,41,0,,,,,,9,,,High Plains / Northern Great Plains,0.01,1,0.01,0.01
