cokey,mukey,comppct_r,has_corestriction,reskind,reshard,resdept_r,resdepb_r,resthk_r,ksat_anchor_um_s,brockdepmin,rn,ecoregion,legacy_kslast_mm_h,legacy_fallback,candidate_a_kslast_mm_h,candidate_b_kslast_mm_h
26604308,1413538,90,0,,,,,,28.2,,,Southern Coastal Plain,0.01,1,0.01,0.01
26612300,1416162,90,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26628676,1413459,90,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26973095,1473320,90,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26973460,323143,90,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26995194,332555,90,0,,,,,,2.33,,,Southern Coastal Plain,0.01,1,0.01,0.01
26562217,738844,89,0,,,,,,8,,,Southern Coastal Plain,0.01,1,0.01,0.01
26606278,1406961,89,0,,,,,,0.9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26780755,132854,89,0,,,,,,8,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367431,1414052,87,0,,,,,,23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26973021,1473303,87,0,,,,,,28.23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26365137,320690,85,0,,,,,,7.76,,,Southern Coastal Plain,0.01,1,0.01,0.01
26365159,320695,85,0,,,,,,0.92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26365434,320682,85,0,,,,,,198,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366058,321050,85,0,,,,,,197.67,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366075,321047,85,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366122,321066,85,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366707,322076,85,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366846,1542295,85,0,,,,,,28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366857,1542297,85,0,,,,,,210,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366870,1603136,85,0,,,,,,91.5,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367427,1414050,85,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367680,1713206,85,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26377260,320817,85,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26377284,320821,85,0,,,,,,9.17,,,Southern Coastal Plain,0.01,1,0.01,0.01
26590350,1453431,85,0,,,,,,23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26594620,1386905,85,0,,,,,,23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26594621,1386907,85,0,,,,,,0.96,,,Southern Coastal Plain,0.01,1,0.01,0.01
26594762,1386934,85,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26598153,1453589,85,0,,,,,,28.23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26601417,1384389,85,0,,,,,,3,,,Southern Coastal Plain,0.01,1,0.01,0.01
26601462,1384398,85,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26604141,1413508,85,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26606322,1406975,85,0,,,,,,197.67,,,Southern Coastal Plain,0.01,1,0.01,0.01
26606461,1407008,85,0,,,,,,0.92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26606473,1407011,85,0,,,,,,9.17,,,Southern Coastal Plain,0.01,1,0.01,0.01
26612359,1416156,85,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26615115,1483880,85,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26616828,323181,85,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622226,1424996,85,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622280,1425007,85,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622493,1425055,85,0,,,,,,28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26624619,1483431,85,0,,,,,,210,,,Southern Coastal Plain,0.01,1,0.01,0.01
26630170,1701102,85,0,,,,,,3,,,Southern Coastal Plain,0.01,1,0.01,0.01
26744698,1421189,85,0,,,,,,0.9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26749534,1421567,85,0,,,,,,0.71,,,Southern Coastal Plain,0.01,1,0.01,0.01
26973073,1473314,85,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26396226,1477086,84,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26436899,1425199,81,0,,,,,,2.2,,,Southern Coastal Plain,0.01,1,0.01,0.01
26691468,2408365,81,0,,,,,,3,,,Southern Coastal Plain,0.01,1,0.01,0.01
26365121,320680,80,0,,,,,,7.76,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366374,321807,80,0,,,,,,23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366778,1603133,80,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26370605,323991,80,0,,,,,,8,,,Southern Coastal Plain,0.01,1,0.01,0.01
26398724,1454416,80,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26601471,1384399,80,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26615031,1483845,80,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26615141,1483872,80,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26744947,125403,80,0,,,,,,0.2,,,Southern Coastal Plain,0.01,1,0.01,0.01
26780673,132839,80,0,,,,,,9.17,,,Southern Coastal Plain,0.01,1,0.01,0.01
26994818,332410,80,0,,,,,,2.82,,,Southern Coastal Plain,0.01,1,0.01,0.01
26436947,1425209,77,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26973539,323159,76,0,,,,,,23.285,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367507,1712900,75,0,,,,,,2,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367556,1712912,75,0,,,,,,0.21,,,Southern Coastal Plain,0.01,1,0.01,0.01
26436905,1425200,75,0,,,,,,55,,,Southern Coastal Plain,0.01,1,0.01,0.01
26581149,1414590,75,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26616669,323188,75,0,,,,,,2.7,,,Southern Coastal Plain,0.01,1,0.01,0.01
26973383,323123,74,0,,,,,,0.9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26365108,320677,70,0,,,,,,2.21,,,Southern Coastal Plain,0.01,1,0.01,0.01
26537924,325534,70,0,,,,,,91.5,,,Southern Coastal Plain,0.01,1,0.01,0.01
26572149,323373,70,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26572901,1392069,70,0,,,,,,8,,,Southern Coastal Plain,0.01,1,0.01,0.01
26780504,132809,70,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622254,1425001,65,0,,,,,,2.7,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097282,132257,65,0,,,,,,0.2,,,Southern Coastal Plain,0.01,1,0.01,0.01
26515088,125174,60,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26690818,124623,60,0,,,,,,1,,,Southern Coastal Plain,0.01,1,0.01,0.01
26743807,2686767,60,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622438,1425039,55,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26995212,332576,55,0,,,,,,14,,,Southern Coastal Plain,0.01,1,0.01,0.01
27097153,132582,55,0,,,,,,1,,,Southern Coastal Plain,0.01,1,0.01,0.01
26367306,1414108,53,0,,,,,,2,,,Southern Coastal Plain,0.01,1,0.01,0.01
26465077,1421131,50,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26989715,132899,50,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26366227,1529449,48,0,,,,,,0.21,,,Southern Coastal Plain,0.01,1,0.01,0.01
26624868,3102878,48,0,,,,,,28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26396243,1477089,45,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26459161,886600,45,0,,,,,,7.76,,,Southern Coastal Plain,0.01,1,0.01,0.01
26606487,1407014,45,0,,,,,,92,,,Southern Coastal Plain,0.01,1,0.01,0.01
26609160,756741,45,0,,,,,,28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622439,1425039,45,0,,,,,,,,,Southern Coastal Plain,0.01,1,0.01,0.01
26622820,1460104,45,0,,,,,,28,,,Southern Coastal Plain,0.01,1,0.01,0.01
26624846,3102873,45,0,,,,,,28.23,,,Southern Coastal Plain,0.01,1,0.01,0.01
26620590,3102987,43,0,,,,,,91.74,,,Southern Coastal Plain,0.01,1,0.01,0.01
26625124,3102952,43,0,,,,,,9,,,Southern Coastal Plain,0.01,1,0.01,0.01
26663206,2493607,100,1,Fragipan,noncoherent,74,138,64,1,,,Mississippi Alluvial Plain,0.0036,0,0.00234,0.0010530000000000001
27554607,564059,95,1,Natric,noncoherent,41,183,142,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27555916,564129,95,1,Natric,noncoherent,41,183,142,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27585614,564232,95,1,Natric,noncoherent,30,152,122,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27624079,566648,95,1,Fragipan,noncoherent,84,135,51,2,,,Mississippi Alluvial Plain,0.0072,0,0.00468,0.0021060000000000002
27625050,564304,95,1,Fragipan,noncoherent,84,135,51,2,,,Mississippi Alluvial Plain,0.0072,0,0.00468,0.0021060000000000002
26695930,894186,90,1,Strongly contrasting textural stratification,noncoherent,89,,,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27565386,565797,90,1,Abrupt textural change,noncoherent,30,117,94,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27568099,564089,90,1,Fragipan,noncoherent,51,114,63,1,,,Mississippi Alluvial Plain,0.0036,0,0.00234,0.0010530000000000001
27585583,564222,90,1,Fragipan,noncoherent,76,200,124,1,,,Mississippi Alluvial Plain,0.0036,0,0.00234,0.0010530000000000001
27585618,564233,90,1,Fragipan,noncoherent,71,183,112,1,,,Mississippi Alluvial Plain,0.0036,0,0.00234,0.0010530000000000001
27555925,564133,88,1,Natric,noncoherent,38,200,162,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
26710022,2493629,85,1,Fragipan,noncoherent,64,117,53,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27161832,579301,85,1,Abrupt textural change,noncoherent,36,183,147,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27562388,565734,85,1,Abrupt textural change,noncoherent,51,183,132,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27624273,749425,85,1,Abrupt textural change,noncoherent,38,102,64,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27273525,1711102,51,1,Fragipan,,86,124,,0.92,,,Mississippi Alluvial Plain,0.0033120000000000003,0,0.0021528000000000003,0.0009687600000000003
27624202,749399,50,1,Natric,noncoherent,51,203,152,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27624204,749399,40,1,Natric,noncoherent,23,183,160,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
26695936,894197,35,1,Strongly contrasting textural stratification,noncoherent,78,,,7,,,Mississippi Alluvial Plain,0.0252,0,0.016380000000000002,0.012285
26662944,2501626,30,1,Fragipan,noncoherent,86,147,61,0.2,,,Mississippi Alluvial Plain,0.00072,0,0.0005,0.0005
27561659,577970,10,1,Fragipan,noncoherent,76,200,124,1,,,Mississippi Alluvial Plain,0.0036,0,0.00234,0.0010530000000000001
26658362,1714775,5,1,Fragipan,noncoherent,69,203,134,0.92,,,Mississippi Alluvial Plain,0.0033120000000000003,0,0.0021528000000000003,0.0009687600000000003
26662947,2501626,5,1,Strongly contrasting textural stratification,,60,,,9,,,Mississippi Alluvial Plain,0.0324,0,0.02106,0.015795
27554621,564068,5,1,Natric,noncoherent,30,112,82,9,,,Mississippi Alluvial Plain,0.0324,0,0.01134,0.008504999999999999
27568097,564089,5,1,Fragipan,noncoherent,76,200,124,1,,,Mississippi Alluvial Plain,0.0036,0,0.00234,0.0010530000000000001
27624272,749425,5,1,Natric,noncoherent,58,183,125,0.21,,,Mississippi Alluvial Plain,0.000756,0,0.0005,0.0005
27555928,564133,3,1,Fragipan,noncoherent,51,155,104,1,,,Mississippi Alluvial Plain,0.0036,0,0.00234,0.0010530000000000001
26402591,3436676,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405986,1385828,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26414399,742176,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26536178,566809,100,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26536223,566776,100,0,,,,,,92,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26614087,1721593,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26651783,1379981,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26744340,655036,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26998379,568137,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27161840,579304,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27274329,1413445,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27274472,808535,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27342962,1723895,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27552430,1674434,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27557585,564213,100,0,,,,,,,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27013929,2693461,95,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27343052,1723882,95,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27555920,564130,95,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27585658,564252,95,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26991358,567509,94,0,,,,,,0.04,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27014217,571092,94,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26651897,393708,93,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27571580,564364,93,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26614096,567176,91,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27554622,564068,91,0,,,,,,28,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26402462,808551,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26404831,1678421,90,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405916,375467,90,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405963,1415792,90,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405965,1415799,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405967,1415798,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26414493,378502,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26414503,378500,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26610668,567133,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26648573,577256,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26655362,1397373,90,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26663129,2500797,90,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26665002,1536514,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26678880,2571699,90,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26695984,2498903,90,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26748993,1725637,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26749047,1725649,90,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26864265,823540,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26991312,567484,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26991651,567613,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26996186,567947,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26996285,567955,90,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26996321,567980,90,0,,,,,,9.17,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27000814,568360,90,0,,,,,,0.92,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27000816,568362,90,0,,,,,,0.92,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27000837,568375,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27000946,568435,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27000982,568447,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27013829,1715971,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27013834,1715972,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27014071,568773,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27014266,568792,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27019615,2501130,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27020538,2500882,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27024660,2689891,90,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27161739,579276,90,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27274129,3260445,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27274130,3260446,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27277397,1715135,90,0,,,,,,9.17,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27343047,1723879,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27343057,1723880,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27552421,565282,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27556856,564178,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27556874,564367,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27556878,564369,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27557548,564204,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27557845,565469,90,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27568080,564108,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27571841,565960,90,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27571885,565974,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624169,749388,90,0,,,,,,1,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624234,749411,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624716,564877,90,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624736,564853,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624751,564839,90,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624765,564840,90,0,,,,,,1,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27625011,564291,90,0,,,,,,1,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27625067,564310,90,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27565398,565801,89,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27024676,2500887,88,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27013815,1715966,87,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27585601,564228,87,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27357988,824199,86,0,,,,,,0.71,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26402535,1598647,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26402552,1598654,85,0,,,,,,0.42,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405954,1415791,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405988,576968,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26411054,3219835,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26651815,393676,85,0,,,,,,28.23,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26651874,393675,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26651878,393661,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26651881,393689,85,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26658361,1714775,85,0,,,,,,0.915,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26663027,2503471,85,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26709958,2689937,85,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27019601,2501079,85,0,,,,,,3,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27020635,2501077,85,0,,,,,,3,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27024646,2500807,85,0,,,,,,3,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27024691,2501078,85,0,,,,,,3,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27216236,569814,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27216249,569817,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27272723,1014622,85,0,,,,,,0.2,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27273540,1711104,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27343108,569491,85,0,,,,,,91.74,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27557503,564192,85,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27561658,577970,85,0,,,,,,1,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27586618,564283,85,0,,,,,,1,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624131,566665,85,0,,,,,,0.9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26402562,1598670,80,0,,,,,,1.8,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26996343,568026,80,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27000798,568352,80,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27001061,568469,80,0,,,,,,2.8,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27571562,564360,80,0,,,,,,1,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26404850,1678439,75,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26411045,824163,75,0,,,,,,0.42,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27357929,824172,75,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27562368,565728,75,0,,,,,,1,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624139,566667,75,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27624227,749409,75,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27625093,564319,75,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27274048,808498,70,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26610648,3116429,68,0,,,,,,0.55,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26695935,894197,55,0,,,,,,2.7,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26405862,375466,51,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26996432,2693448,51,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26662945,2501626,50,0,,,,,,9,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26864287,823520,50,0,,,,,,9.17,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27013822,1715968,50,0,,,,,,0.92,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27277381,1711931,50,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27342990,1723860,50,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26996433,2693448,49,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26648586,577263,48,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26864361,823515,45,0,,,,,,2.82,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27274499,808509,45,0,,,,,,0.43,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
26996369,2693432,40,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27013926,2693462,40,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27274497,808509,40,0,,,,,,0.42,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27277382,1711931,40,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
27557555,564205,40,0,,,,,,0.21,,,Mississippi Alluvial Plain,0.01,1,0.01,0.01
