 EVENT OUTPUT
day mo  year Precp  Runoff  IR-det Av-det Mx-det  Point  Av-dep Max-dep  Point Sed.Del    ER
   11    2    13  68.0    46.6   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.3  1.00
   12    2    13  45.5    28.9   0.000   0.01   0.03  111.4    0.00    0.00    0.0     0.9  1.00
    2    3    13  72.5    13.4   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.8  1.00
   20    3    13  61.8     5.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   21    3    13  30.1     8.6   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.6  1.00
    6   12    13  66.9     4.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    7   12    13  90.3    69.7   0.000   0.05   0.08  111.4    0.00    0.00    0.0     4.6  1.00
   28   12    13  41.4     0.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   29   12    13  26.0     4.8   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.3  1.00
    6    1    14  84.1    32.0   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.3  1.00
    7    1    14  58.4    30.8   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.7  1.00
   11    1    14  37.2     1.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   12    1    14  47.7    31.1   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.3  1.00
   13    1    14  44.1    27.5   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.3  1.00
   14    1    14  79.5    62.8   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.2  1.00
   15    1    14  22.7     6.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   16    1    14  47.4    31.1   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.6  1.00
   17    1    14  59.9    43.6   0.000   0.03   0.05  111.4    0.00    0.00    0.0     2.3  1.00
    8    2    14  64.2    35.1   0.000   0.01   0.03  111.4    0.00    0.00    0.0     1.0  1.00
   17    2    14  68.8    15.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   18    2    14  45.3    21.0   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.2  1.00
   25    3    14  71.2     5.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   26    3    14  25.7     5.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    3    1    16 160.9   105.2   0.000   0.04   0.07  111.4    0.00    0.00    0.0     4.8  1.00
    4    1    16  38.8    19.3   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00
    7    1    16  74.7    43.3   0.000   0.02   0.04  111.4    0.00    0.00    0.0     2.6  1.00
    8    1    16  28.8     9.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    9    1    16  92.1    68.9   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.6  1.00
   10    1    16 136.4   108.2   0.000   0.05   0.08  111.4    0.00    0.00    0.0     5.3  1.00
   11    1    16  21.9     5.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23    1    16  65.1    21.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   24    1    16  94.1    66.0   0.000   0.04   0.07  111.4    0.00    0.00    0.0     3.6  1.00
   25    1    16  21.9     3.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   14    2    16  28.3     1.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    5    3    16  48.4    15.6   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00
   10    3    16  74.3    28.0   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.1  1.00
   11    3    16  48.9    23.6   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.4  1.00
   31    1    17  59.9     4.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   19    2    17  99.3    33.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   20    2    17 103.4    82.6   0.000   0.04   0.07  111.4    0.00    0.00    0.0     4.4  1.00
   29   10    17  42.2     0.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   30   10    17  26.9     0.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    9   12    17  39.4    14.5   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.9  1.00
   10   12    17  32.8    12.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   11   12    17  29.0     5.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   25    1    18  34.1     3.2   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.1  1.00
    5   12    18  40.6     0.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    6   12    18  43.9    24.0   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.5  1.00
    3    2    19  58.4    29.6   0.000   0.01   0.03  111.4    0.00    0.00    0.0     0.8  1.00
    6    2    19  35.1     6.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    7    2    19  23.5     6.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    8    2    19  16.7     0.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   22    2    19  53.5     8.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23    2    19  44.3    27.8   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.2  1.00
   25    3    19  96.4    27.6   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.8  1.00
   13    5    19  25.7     0.8   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   21    2    21  53.8    25.1   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.1  1.00
   23    2    21  53.8    13.4   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.8  1.00
   18    4    21  15.2     0.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   12    1    22  78.8    48.5   0.000   0.02   0.04  111.4    0.00    0.00    0.0     2.7  1.00
   13    2    22 102.1    65.2   0.000   0.04   0.07  111.4    0.00    0.00    0.0     3.5  1.00
   26    2    22  51.1    18.2   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.1  1.00
    6    3    22  41.4     3.3   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.2  1.00
    8   11    23  96.9    29.4   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.8  1.00
   20   12    23  54.1    11.7   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00
   12    2    24 130.7    68.6   0.000   0.03   0.04  111.4    0.00    0.00    0.0     2.8  1.00
   15    3    24  96.4    30.2   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.2  1.00
   22    2    25  48.3     7.6   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23    2    25  21.5     2.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   26    2    25 108.2    76.9   0.000   0.04   0.06  111.4    0.00    0.00    0.0     4.0  1.00
   20   10    25  74.9    41.1   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.2  1.00
   27   10    25  45.8    10.0   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00
   28   12    25 106.5    50.8   0.000   0.03   0.06  111.4    0.00    0.00    0.0     2.6  1.00
   29   12    25  91.1    70.7   0.000   0.04   0.06  111.4    0.00    0.00    0.0     3.8  1.00
   31   12    25  75.4    37.7   0.000   0.02   0.04  111.4    0.00    0.00    0.0     2.1  1.00
    3    1    26 166.1   135.0   0.000   0.09   0.15  111.4    0.00    0.00    0.0     8.4  1.00
    7    1    26  48.5     2.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    8    1    26  58.6    42.2   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.3  1.00
    9    1    26  92.9    76.5   0.000   0.03   0.05  111.4    0.00    0.00    0.0     3.5  1.00
   10    1    26  87.4    71.0   0.000   0.03   0.06  111.4    0.00    0.00    0.0     3.8  1.00
   11    1    26  71.9    55.5   0.000   0.04   0.06  111.4    0.00    0.00    0.0     3.3  1.00
   11    2    26  69.3    10.8   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00
   18    2    26  44.5     1.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   19    2    26  71.3    44.6   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.3  1.00
   20    2    26  53.0    30.2   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.7  1.00
   21    2    26  65.7    48.7   0.000   0.02   0.04  111.4    0.00    0.00    0.0     2.5  1.00
   22    2    26  48.8    31.9   0.000   0.02   0.04  111.4    0.00    0.00    0.0     1.7  1.00
   22    3    26  45.6     0.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    2    1    27  92.6    59.6   0.000   0.04   0.07  111.4    0.00    0.00    0.0     3.7  1.00
   28    2    27  61.7    16.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28    3    27  69.3    12.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    6    1    29  43.1    16.0   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00
    7    1    29  23.5     2.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   25    1    29  87.4    60.3   0.000   0.02   0.05  111.4    0.00    0.00    0.0     1.3  1.00
   27    1    29  58.6    31.2   0.000   0.02   0.02  111.4    0.00    0.00    0.0     1.6  1.00
   28    1    29  44.9    28.5   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.3  1.00
   15   12    29  72.0    10.4   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00
   16    2    30  66.8    18.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   14   10    30  71.6    10.4   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00
   12   12    30  38.9    17.2   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.8  1.00
   18    1    31  51.5     3.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   19    1    31  20.2     1.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   20    1    31  45.4    24.4   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.3  1.00
   21    1    31  30.3     5.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    5    2    31  58.1     3.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    6    2    31  46.0    24.4   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.1  1.00
   27    2    31  44.8     5.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   18   12    31  79.0    35.3   0.000   0.02   0.04  111.4    0.00    0.00    0.0     1.9  1.00
   19   12    31  70.2    51.4   0.000   0.02   0.04  111.4    0.00    0.00    0.0     2.5  1.00
   20   12    31  36.6    17.7   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.0  1.00
   21   12    31  28.2     9.4   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.1  1.00
   22   12    31  30.0    11.1   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.7  1.00
   20    3    32  93.2    25.0   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.3  1.00
   28    2    35  79.4    44.8   0.000   0.02   0.04  111.4    0.00    0.00    0.0     2.5  1.00
    2   12    35  51.3     6.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    6    1    37  36.2    14.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23   12    37  50.0    12.2   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.3  1.00
   20    1    38  69.9    33.8   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.9  1.00
   22    1    38  74.5    52.4   0.000   0.02   0.03  111.4    0.00    0.00    0.0     2.2  1.00
   17    2    38  80.9    30.4   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.1  1.00
    9    1    39  49.2     6.0   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    6   12    39  31.3     6.7   0.000   0.00   0.01  111.4    0.00    0.00    0.0     0.4  1.00
   14    1    40  49.2     5.3   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   16    1    40  50.0    30.6   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.7  1.00
   17    1    40  33.4    17.4   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    2    2    40  52.1    13.0   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.1  1.00
    3    2    40  25.6     1.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28   11    40  35.0     0.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   22   12    40  54.8     0.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   25   12    40  48.7     4.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   12    3    41  61.8     9.5   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
    7    4    41  14.4     0.2   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   28    1    42  48.2     2.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   14   12    42  50.8    11.9   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   23   12    42  68.9    27.8   0.000   0.02   0.02  111.4    0.00    0.00    0.0     1.6  1.00
   29   12    42 105.0    55.5   0.000   0.03   0.04  111.4    0.00    0.00    0.0     2.8  1.00
   30   12    42  76.2    60.3   0.000   0.03   0.04  111.4    0.00    0.00    0.0     2.9  1.00
    4    1    44  71.4    29.8   0.000   0.01   0.02  111.4    0.00    0.00    0.0     0.6  1.00
    5    1    44  39.1    17.4   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.1  1.00
    9    1    44 120.1    70.6   0.000   0.03   0.06  111.4    0.00    0.00    0.0     2.2  1.00
   14    1    44  56.6     7.1   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   15    1    44  23.5     7.4   0.000   0.00   0.00  111.4    0.00    0.00    0.0     0.0  1.00
   26    2    44 135.3    65.5   0.000   0.04   0.07  111.4    0.00    0.00    0.0     3.1  1.00
   14    3    44  84.5    33.8   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.9  1.00
   20    8    44 145.3    73.3   0.000   0.03   0.06  111.4    0.00    0.00    0.0     3.8  1.00
   21   12    44  44.4    14.3   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.9  1.00
    4    2    45 179.7   127.5   0.000   0.06   0.09  111.4    0.00    0.00    0.0     6.3  1.00
    5    2    45  41.2    21.5   0.000   0.01   0.01  111.4    0.00    0.00    0.0     0.2  1.00
    6    2    45  36.6    20.7   0.000   0.00   0.00    0.0    0.00    0.00    0.0     0.0  1.00
   19    2    45  78.8    42.0   0.000   0.02   0.03  111.4    0.00    0.00    0.0     1.8  1.00
   20    2    45  55.8    30.1   0.000   0.01   0.02  111.4    0.00    0.00    0.0     1.5  1.00
