 Dist. Downslope Elevation Soil Loss

   (meters)   (meters)  (kg/m**2)
    279.638    111.495      0.027
    279.899    111.325      0.027
    280.160    111.155      0.027
    280.421    110.985      0.028
    280.682    110.816      0.028
    280.944    110.646      0.028
    281.205    110.476      0.029
    281.466    110.306      0.029
    281.727    110.136      0.029
    281.988    109.966      0.030
    282.249    109.796      0.030
    282.510    109.626      0.030
    282.771    109.456      0.030
    283.032    109.287      0.031
    283.294    109.117      0.031
    283.555    108.947      0.031
    283.816    108.777      0.032
    284.077    108.607      0.032
    284.338    108.437      0.032
    284.599    108.267      0.032
    284.860    108.097      0.033
    285.121    107.927      0.033
    285.382    107.757      0.033
    285.643    107.588      0.034
    285.905    107.418      0.034
    286.166    107.248      0.034
    286.427    107.078      0.035
    286.688    106.908      0.035
    286.949    106.738      0.035
    287.210    106.568      0.036
    287.471    106.398      0.041
    287.732    106.228      0.041
    287.993    106.058      0.042
    288.254    105.889      0.043
    288.516    105.719      0.043
    288.777    105.549      0.044
    289.038    105.379      0.044
    289.299    105.209      0.045
    289.560    105.039      0.045
    289.821    104.869      0.046
    290.082    104.699      0.046
    290.343    104.529      0.047
    290.604    104.359      0.047
    290.865    104.190      0.048
    291.127    104.020      0.049
    291.388    103.850      0.049
    291.649    103.680      0.050
    291.910    103.510      0.050
    292.171    103.340      0.051
    292.432    103.170      0.051
    292.693    103.000      0.052
    292.954    102.830      0.052
    293.215    102.660      0.053
    293.476    102.491      0.053
    293.738    102.321      0.054
    293.999    102.151      0.054
    294.260    101.981      0.055
    294.521    101.811      0.056
    294.782    101.641      0.056
    295.043    101.471      0.057
    295.304    101.301      0.057
    295.565    101.131      0.058
    295.826    100.962      0.058
    296.087    100.792      0.059
    296.349    100.622      0.059
    296.610    100.452      0.060
    296.871    100.282      0.060
    297.132    100.112      0.061
    297.393     99.942      0.062
    297.654     99.772      0.062
    297.915     99.602      0.063
    298.176     99.432      0.063
    298.437     99.263      0.064
    298.698     99.093      0.064
    298.960     98.923      0.065
    299.221     98.753      0.065
    299.482     98.583      0.066
    299.743     98.413      0.066
    300.004     98.243      0.067
    300.265     98.073      0.067
    300.526     97.903      0.068
    300.787     97.733      0.068
    301.048     97.564      0.069
    301.309     97.394      0.069
    301.571     97.224      0.070
    301.832     97.054      0.071
    302.093     96.884      0.071
    302.354     96.714      0.072
    302.615     96.544      0.072
    302.876     96.374      0.073
    303.137     96.204      0.073
    303.398     96.034      0.074
    303.659     95.865      0.074
    303.920     95.695      0.075
    304.182     95.525      0.075
    304.443     95.355      0.075
    304.704     95.186      0.076
    304.965     95.017      0.076
    305.226     94.848      0.077
    305.487     94.679      0.077
    305.748     94.510      0.077
    306.009     94.341      0.078
    306.270     94.173      0.078
    306.531     94.004      0.079
    306.793     93.836      0.079
    307.054     93.668      0.080
    307.315     93.500      0.080
    307.576     93.332      0.080
    307.837     93.165      0.081
    308.098     92.997      0.081
    308.359     92.830      0.082
    308.620     92.663      0.082
    308.881     92.496      0.083
    309.142     92.329      0.083
    309.404     92.162      0.083
    309.665     91.996      0.084
    309.926     91.829      0.084
    310.187     91.663      0.085
    310.448     91.497      0.085
    310.709     91.331      0.086
    310.970     91.165      0.086
    311.231     90.999      0.087
    311.492     90.834      0.087
    311.753     90.668      0.088
    312.015     90.503      0.088
    312.276     90.338      0.089
    312.537     90.173      0.089
    312.798     90.008      0.090
    313.059     89.844      0.090
    313.320     89.679      0.091
    313.581     89.515     -1.959
    313.842     89.350      0.102
    314.103     89.186      0.103
    314.364     89.022      0.104
    314.626     88.857      0.105
    314.887     88.693      0.106
    315.148     88.528      0.107
    315.409     88.364      0.108
    315.670     88.200      0.109
    315.931     88.035      0.110
    316.192     87.871      0.111
    316.453     87.706      0.112
    316.714     87.542      0.113
    316.975     87.378      0.114
    317.237     87.213      0.115
    317.498     87.049      0.116
    317.759     86.884      0.117
    318.020     86.720      0.118
    318.281     86.555      0.119
    318.542     86.391      0.120
    318.803     86.227      0.121
    319.064     86.062      0.122
    319.325     85.898      0.123
    319.586     85.733      0.124
    319.848     85.569      0.125
    320.109     85.405      0.126
    320.370     85.240      0.127
    320.631     85.076      0.128
    320.892     84.911      0.129
    321.153     84.747      0.130
    321.414     84.582      0.131
    321.675     84.418      0.131
    321.936     84.254      0.132
    322.197     84.089      0.133
    322.458     83.925      0.134
    322.720     83.760      0.135
    322.981     83.596      0.136
    323.242     83.432      0.137
    323.503     83.267      0.138
    323.764     83.103      0.139
    324.025     82.938      0.140
    324.286     82.774      0.141
    324.547     82.609      0.142
    324.808     82.445      0.143
    325.070     82.281      0.144
    325.331     82.116      0.145
    325.592     81.952      0.146
    325.853     81.787      0.147
    326.114     81.623      0.148
    326.375     81.459      0.149
    326.636     81.294      0.150
    326.897     81.130      0.151
    327.158     80.965      0.152
    327.419     80.801      0.153
    327.681     80.637      0.154
    327.942     80.472      0.155
    328.203     80.308      0.156
    328.464     80.143      0.157
    328.725     79.979      0.158
    328.986     79.814      0.159
    329.247     79.650      0.160
    329.508     79.486      0.161
    329.769     79.321      0.162
    330.030     79.157      0.163
    330.292     78.992      0.164
    330.553     78.828      0.165
    330.814     78.664      0.166
    331.075     78.499      0.167
    331.336     78.335      0.167
    331.597     78.170      0.168
    331.858     78.006      0.169
    332.119     77.841      0.170
    332.380     77.677      0.171
    332.641     77.513      0.172
    332.902     77.348      0.173
    333.164     77.184      0.174
    333.425     77.019      0.175
    333.686     76.855      0.176
    333.947     76.691      0.177
    334.208     76.526      0.178
    334.469     76.362      0.178
    334.730     76.200      0.177
    334.991     76.038      0.177
    335.252     75.876      0.176
    335.514     75.716      0.176
    335.775     75.557      0.176
    336.036     75.398      0.175
    336.297     75.240      0.175
    336.558     75.083      0.174
    336.819     74.927      0.174
    337.080     74.772      0.173
    337.341     74.617      0.173
    337.602     74.464      0.172
    337.863     74.311      0.172
    338.125     74.159      0.171
    338.386     74.008      0.171
    338.647     73.858      0.170
    338.908     73.708      0.170
    339.169     73.560      0.169
    339.430     73.412      0.169
    339.691     73.265     -2.077
    339.952     73.118      0.187
    340.213     72.970      0.188
    340.474     72.823      0.189
    340.736     72.676      0.190
    340.997     72.528      0.191
    341.258     72.381      0.192
    341.519     72.234      0.194
    341.780     72.087      0.195
    342.041     71.939      0.196
    342.302     71.792      0.197
    342.563     71.645      0.198
    342.824     71.497      0.199
    343.085     71.350      0.200
    343.346     71.203      0.202
    343.608     71.056      0.203
    343.869     70.908      0.204
    344.130     70.761      0.205
    344.391     70.614      0.206
    344.652     70.466      0.207
    344.913     70.319      0.208
    345.174     70.172      0.210
    345.435     70.025      0.211
    345.696     69.877      0.212
    345.957     69.730      0.213
    346.219     69.583      0.214
    346.480     69.435      0.215
    346.741     69.288      0.216
    347.002     69.141      0.217
    347.263     68.994      0.218
    347.524     68.846      0.220
    347.785     68.699      0.221
    348.046     68.552      0.222
    348.307     68.404      0.223
    348.568     68.257      0.224
    348.830     68.110      0.225
    349.091     67.963      0.226
    349.352     67.815      0.227
    349.613     67.668      0.228
    349.874     67.521      0.229
    350.135     67.373      0.231
    350.396     67.226      0.232
    350.657     67.079      0.233
    350.918     66.932      0.234
    351.180     66.784      0.235
    351.441     66.637      0.236
    351.702     66.490      0.237
    351.963     66.342      0.238
    352.224     66.195      0.239
    352.485     66.048      0.240
    352.746     65.901      0.241
    353.007     65.753      0.243
    353.268     65.606      0.244
    353.529     65.459      0.245
    353.790     65.311      0.246
    354.052     65.164      0.247
    354.313     65.017      0.248
    354.574     64.869      0.249
    354.835     64.722      0.250
    355.096     64.574      0.252
    355.357     64.427      0.253
    355.618     64.279      0.254
    355.879     64.131      0.256
    356.140     63.983      0.257
    356.401     63.835      0.258
    356.663     63.687      0.260
    356.924     63.538      0.261
    357.185     63.390      0.262
    357.446     63.241      0.264
    357.707     63.092      0.265
    357.968     62.943      0.266
    358.229     62.794      0.268
    358.490     62.645      0.269
    358.751     62.496      0.270
    359.012     62.347      0.272
    359.274     62.197      0.273
    359.535     62.048      0.275
    359.796     61.898      0.276
    360.057     61.748      0.278
    360.318     61.598      0.279
    360.579     61.448      0.280
    360.840     61.298      0.282
    361.101     61.148      0.283
    361.362     60.997      0.285
    361.624     60.847      0.286
    361.885     60.696      0.287
    362.146     60.545      0.289
    362.407     60.394      0.290
    362.668     60.243      0.292
    362.929     60.092      0.293
    363.190     59.941      0.295
    363.451     59.790      0.296
    363.712     59.638      0.297
    363.973     59.487      0.299
    364.234     59.335      0.300
    364.496     59.183      0.302
    364.757     59.031      0.303
    365.018     58.879      0.304
    365.279     58.727      0.306
    365.540     58.574      0.307
    365.801     58.422     -2.120
    366.062     58.270      0.338
    366.323     58.117      0.339
    366.584     57.965      0.341
    366.845     57.813      0.342
    367.107     57.660      0.344
    367.368     57.508      0.345
    367.629     57.355      0.347
    367.890     57.203      0.349
    368.151     57.051      0.351
    368.412     56.898      0.353
    368.673     56.746      0.355
    368.934     56.594      0.356
    369.195     56.441      0.358
    369.456     56.289      0.360
    369.718     56.136      0.362
    369.979     55.984      0.364
    370.240     55.832      0.366
    370.501     55.679      0.368
    370.762     55.527      0.370
    371.023     55.375      0.371
    371.284     55.222      0.373
    371.545     55.070      0.375
    371.806     54.917      0.377
    372.067     54.765      0.379
    372.329     54.613      0.381
    372.590     54.460      0.383
    372.851     54.308      0.384
    373.112     54.155      0.386
    373.373     54.003      0.388
    373.634     53.851      0.390
    373.895     53.698      0.392
    374.156     53.546      0.394
    374.417     53.394      0.395
    374.678     53.241      0.397
    374.940     53.089      0.398
    375.201     52.937      0.399
    375.462     52.785      0.401
    375.723     52.634      0.402
    375.984     52.483      0.403
    376.245     52.332      0.404
    376.506     52.181      0.405
    376.767     52.030      0.406
    377.028     51.880      0.407
    377.289     51.730      0.408
    377.551     51.580      0.409
    377.812     51.431      0.410
    378.073     51.282      0.411
    378.334     51.132      0.412
    378.595     50.984      0.413
    378.856     50.835      0.414
    379.117     50.687      0.415
    379.378     50.539      0.416
    379.639     50.391      0.417
    379.900     50.243      0.418
    380.162     50.096      0.420
    380.423     49.949      0.421
    380.684     49.802      0.422
    380.945     49.655      0.423
    381.206     49.509      0.424
    381.467     49.362      0.425
    381.728     49.216      0.425
    381.989     49.071      0.426
    382.250     48.925      0.427
    382.511     48.780      0.428
    382.773     48.635      0.429
    383.034     48.490      0.430
    383.295     48.346      0.431
    383.556     48.202      0.432
    383.817     48.058      0.433
    384.078     47.914      0.434
    384.339     47.770      0.435
    384.600     47.627      0.436
    384.861     47.484      0.437
    385.122     47.341      0.438
    385.384     47.198      0.438
    385.645     47.056      0.439
    385.906     46.914      0.440
    386.167     46.772      0.441
    386.428     46.630      0.442
    386.689     46.489      0.443
    386.950     46.348      0.443
    387.211     46.207      0.444
    387.472     46.066      0.445
    387.733     45.926      0.446
    387.995     45.786      0.447
    388.256     45.646      0.448
    388.517     45.506      0.448
    388.778     45.367      0.449
    389.039     45.227      0.450
    389.300     45.088      0.451
    389.561     44.950      0.452
    389.822     44.811      0.452
    390.083     44.673      0.453
    390.344     44.535      0.454
    390.606     44.397      0.455
    390.867     44.259      0.455
    391.128     44.122      0.456
    391.389     43.985      0.457
    391.650     43.848      0.458
    391.911     43.712     -2.148
    392.172     43.575      0.499
    392.433     43.438      0.501
    392.694     43.301      0.504
    392.955     43.165      0.506
    393.217     43.028      0.509
    393.478     42.891      0.511
    393.739     42.755      0.514
    394.000     42.618      0.517
    394.261     42.481      0.519
    394.522     42.344      0.522
    394.783     42.208      0.525
    395.044     42.071      0.527
    395.305     41.934      0.530
    395.566     41.798      0.533
    395.828     41.661      0.536
    396.089     41.524      0.538
    396.350     41.387      0.541
    396.611     41.251      0.544
    396.872     41.114      0.547
    397.133     40.977      0.549
    397.394     40.841      0.552
    397.655     40.704      0.555
    397.916     40.567      0.558
    398.177     40.430      0.560
    398.439     40.294      0.563
    398.700     40.157      0.566
    398.961     40.020      0.568
    399.222     39.884      0.571
    399.483     39.747      0.574
    399.744     39.610      0.577
    400.005     39.473      0.579
    400.266     39.337      0.582
    400.527     39.200      0.585
    400.788     39.063      0.587
    401.050     38.927      0.590
    401.311     38.790      0.593
    401.572     38.653      0.595
    401.833     38.516      0.598
    402.094     38.380      0.601
    402.355     38.243      0.604
    402.616     38.106      0.606
    402.877     37.970      0.609
    403.138     37.833      0.612
    403.399     37.696      0.615
    403.661     37.559      0.618
    403.922     37.423      0.620
    404.183     37.286      0.623
    404.444     37.149      0.626
    404.705     37.013      0.629
    404.966     36.876      0.632
    405.227     36.739      0.635
    405.488     36.602      0.638
    405.749     36.466      0.641
    406.010     36.329      0.644
    406.272     36.192      0.647
    406.533     36.056      0.650
    406.794     35.919      0.653
    407.055     35.782      0.656
    407.316     35.646      0.659
    407.577     35.509      0.662
    407.838     35.372      0.665
    408.099     35.235      0.668
    408.360     35.099      0.671
    408.621     34.962      0.674
    408.883     34.825      0.677
    409.144     34.689      0.681
    409.405     34.552      0.684
    409.666     34.415      0.687
    409.927     34.278      0.690
    410.188     34.142      0.693
    410.449     34.005      0.696
    410.710     33.868      0.699
    410.971     33.732      0.702
    411.232     33.595      0.705
    411.494     33.458      0.708
    411.755     33.321      0.711
    412.016     33.185      0.715
    412.277     33.048      0.718
    412.538     32.911      0.722
    412.799     32.775      0.725
    413.060     32.638      0.729
    413.321     32.501      0.732
    413.582     32.364      0.736
    413.843     32.228      0.740
    414.105     32.091      0.743
    414.366     31.954      0.747
    414.627     31.818      0.751
    414.888     31.681      0.755
    415.149     31.544      0.758
    415.410     31.407      0.762
    415.671     31.271      0.765
    415.932     31.134      0.768
    416.193     30.998      0.772
    416.454     30.861      0.775
    416.716     30.725      0.779
    416.977     30.588      0.782
    417.238     30.452      0.785
    417.499     30.316      0.789
    417.760     30.179      0.792
    418.021     30.043     -1.972
    418.282     29.907      0.858
    418.543     29.770      0.863
    418.804     29.634      0.867
    419.065     29.498      0.872
    419.327     29.362      0.877
    419.588     29.225      0.882
    419.849     29.089      0.886
    420.110     28.953      0.891
    420.371     28.817      0.896
    420.632     28.680      0.901
    420.893     28.544      0.905
    421.154     28.408      0.910
    421.415     28.272      0.915
    421.676     28.135      0.919
    421.938     27.999      0.924
    422.199     27.863      0.929
    422.460     27.726      0.934
    422.721     27.590      0.938
    422.982     27.454      0.943
    423.243     27.318      0.948
    423.504     27.181      0.952
    423.765     27.045      0.957
    424.026     26.909      0.962
    424.287     26.773      0.967
    424.549     26.636      0.971
    424.810     26.500      0.976
    425.071     26.364      0.981
    425.332     26.228      0.985
    425.593     26.091      0.990
    425.854     25.955      0.995
    426.115     25.819      1.000
    426.376     25.682      1.004
    426.637     25.546      1.009
    426.898     25.410      1.014
    427.160     25.274      1.018
    427.421     25.137      1.023
    427.682     25.001      1.028
    427.943     24.865      1.032
    428.204     24.729      1.037
    428.465     24.592      1.042
    428.726     24.456      1.046
    428.987     24.320      1.051
    429.248     24.184      1.055
    429.509     24.047      1.060
    429.771     23.911      1.065
    430.032     23.775      1.069
    430.293     23.638      1.074
    430.554     23.502      1.079
    430.815     23.366      1.083
    431.076     23.230      1.088
    431.337     23.093      1.092
    431.598     22.957      1.097
    431.859     22.821      1.101
    432.120     22.685      1.106
    432.382     22.548      1.111
    432.643     22.412      1.115
    432.904     22.276      1.120
    433.165     22.139      1.124
    433.426     22.003      1.129
    433.687     21.867      1.133
    433.948     21.731      1.138
    434.209     21.594      1.142
    434.470     21.458      1.147
    434.731     21.322      1.151
    434.993     21.186      1.156
    435.254     21.049      1.160
    435.515     20.913      1.163
    435.776     20.778      1.155
    436.037     20.644      1.146
    436.298     20.512      1.137
    436.559     20.381      1.128
    436.820     20.250      1.119
    437.081     20.121      1.109
    437.342     19.994      1.100
    437.604     19.867      1.090
    437.865     19.742      1.081
    438.126     19.617      1.071
    438.387     19.494      1.061
    438.648     19.373      1.051
    438.909     19.252      1.041
    439.170     19.133      1.031
    439.431     19.015      1.021
    439.692     18.898      1.010
    439.953     18.782      1.000
    440.215     18.667      0.989
    440.476     18.554      0.978
    440.737     18.442      0.968
    440.998     18.331      0.957
    441.259     18.221      0.946
    441.520     18.113      0.934
    441.781     18.005      0.923
    442.042     17.899      0.912
    442.303     17.794      0.900
    442.564     17.691      0.889
    442.826     17.588      0.877
    443.087     17.487      0.865
    443.348     17.387      0.853
    443.609     17.288      0.841
    443.870     17.190      0.829
    444.131     17.093     -2.122
    444.392     16.996      0.884
    444.653     16.899      0.889
    444.914     16.802      0.894
    445.175     16.705      0.899
    445.437     16.607      0.904
    445.698     16.510      0.909
    445.959     16.413      0.913
    446.220     16.316      0.918
    446.481     16.219      0.923
    446.742     16.122      0.928
    447.003     16.025      0.933
    447.264     15.928      0.938
    447.525     15.831      0.942
    447.786     15.734      0.947
    448.048     15.636      0.952
    448.309     15.539      0.957
    448.570     15.442      0.962
    448.831     15.345      0.967
    449.092     15.248      0.971
    449.353     15.151      0.976
    449.614     15.054      0.981
    449.875     14.957      0.986
    450.136     14.860      0.990
    450.397     14.763      0.995
    450.659     14.665      1.000
    450.920     14.568      1.005
    451.181     14.471      1.009
    451.442     14.374      1.014
    451.703     14.277      1.019
    451.964     14.180      1.024
    452.225     14.083      1.029
    452.486     13.986      1.034
    452.747     13.889      1.039
    453.008     13.791      1.044
    453.270     13.694      1.049
    453.531     13.597      1.054
    453.792     13.500      1.059
    454.053     13.403      1.064
    454.314     13.306      1.069
    454.575     13.209      1.073
    454.836     13.112      1.078
    455.097     13.015      1.083
    455.358     12.918      1.088
    455.619     12.820      1.093
    455.881     12.723      1.098
    456.142     12.626      1.103
    456.403     12.529      1.108
    456.664     12.432      1.113
    456.925     12.335      1.118
    457.186     12.238      1.123
    457.447     12.141      1.128
    457.708     12.044      1.133
    457.969     11.947      1.138
    458.230     11.849      1.144
    458.492     11.752      1.149
    458.753     11.655      1.155
    459.014     11.558      1.161
    459.275     11.461      1.167
    459.536     11.364      1.173
    459.797     11.267      1.179
    460.058     11.170      1.185
    460.319     11.073      1.191
    460.580     10.975      1.197
    460.841     10.878      1.203
    461.103     10.781      1.209
    461.364     10.684      1.215
    461.625     10.587      1.221
    461.886     10.490      1.227
    462.147     10.393      1.233
    462.408     10.296      1.239
    462.669     10.199      1.245
    462.930     10.102      1.251
    463.191     10.004      1.258
    463.452      9.907      1.264
    463.714      9.810      1.270
    463.975      9.713      1.276
    464.236      9.616      1.282
    464.497      9.519      1.288
    464.758      9.422      1.294
    465.019      9.325      1.300
    465.280      9.228      1.306
    465.541      9.131      1.312
    465.802      9.033      1.319
    466.063      8.936      1.325
    466.325      8.839      1.331
    466.586      8.742      1.337
    466.847      8.645      1.344
    467.108      8.548      1.350
    467.369      8.451      1.356
    467.630      8.354      1.362
    467.891      8.257      1.369
    468.152      8.160      1.375
    468.413      8.062      1.381
    468.674      7.965      1.387
    468.936      7.868      1.393
    469.197      7.771      1.400
    469.458      7.674      1.406
    469.719      7.577      1.412
    469.980      7.480      1.418
    470.241      7.383      4.229
    470.502      7.286      7.432
    470.763      7.188      7.464
    471.024      7.091      7.497
    471.285      6.994      7.529
    471.547      6.897      7.561
    471.808      6.800      7.593
    472.069      6.703      7.624
    472.330      6.606      7.656
    472.591      6.509      7.688
    472.852      6.412      7.720
    473.113      6.315      7.752
    473.374      6.217      7.783
    473.635      6.120      7.815
    473.896      6.023      7.847
    474.158      5.926      7.878
    474.419      5.829      7.910
    474.680      5.732      7.941
    474.941      5.635      7.973
    475.202      5.538      8.004
    475.463      5.441      8.036
    475.724      5.344      8.067
    475.985      5.247      8.088
    476.246      5.150      8.053
    476.507      5.055      8.009
    476.769      4.960      7.965
    477.030      4.866      7.920
    477.291      4.772      7.874
    477.552      4.680      7.828
    477.813      4.588      7.781
    478.074      4.497      7.734
    478.335      4.406      7.686
    478.596      4.316      7.637
    478.857      4.228      7.588
    479.118      4.139      7.539
    479.380      4.052      7.488
    479.641      3.965      7.438
    479.902      3.879      7.386
    480.163      3.794      7.334
    480.424      3.710      7.281
    480.685      3.626      7.228
    480.946      3.543      7.174
    481.207      3.461      7.120
    481.468      3.379      7.065
    481.729      3.298      7.009
    481.991      3.218      6.953
    482.252      3.139      6.896
    482.513      3.061      6.838
    482.774      2.983      6.780
    483.035      2.906      6.721
    483.296      2.829      6.662
    483.557      2.754      6.601
    483.818      2.679      6.541
    484.079      2.605      6.479
    484.340      2.532      6.417
    484.602      2.459      6.355
    484.863      2.387      6.291
    485.124      2.316      6.227
    485.385      2.246      6.162
    485.646      2.176      6.097
    485.907      2.107      6.031
    486.168      2.039      5.964
    486.429      1.972      5.897
    486.690      1.905      5.829
    486.951      1.839      5.760
    487.213      1.774      5.690
    487.474      1.710      5.620
    487.735      1.646      5.550
    487.996      1.583      5.479
    488.257      1.521      5.407
    488.518      1.459      5.336
    488.779      1.399      5.265
    489.040      1.339      5.194
    489.301      1.279      5.123
    489.562      1.221      5.052
    489.824      1.163      4.981
    490.085      1.106      4.910
    490.346      1.050      4.838
    490.607      0.994      4.766
    490.868      0.940      4.692
    491.129      0.886      4.618
    491.390      0.832      4.544
    491.651      0.780      4.468
    491.912      0.728      4.392
    492.173      0.677      4.315
    492.435      0.627      4.238
    492.696      0.577      4.161
    492.957      0.528      4.083
    493.218      0.480      4.005
    493.479      0.433      3.926
    493.740      0.386      3.846
    494.001      0.340      3.765
    494.262      0.295      3.683
    494.523      0.251      3.601
    494.784      0.207      3.518
    495.046      0.164      3.434
    495.307      0.122      3.349
    495.568      0.081      3.264
    495.829      0.040      3.177
    496.090     -0.000      3.090
