Latitude: 39.6645601730596  Longitude: -107.23322661714053
X & Y on Lambert Conformal Conic: -592266.83 -274804.87
Tile: 11557
Elevation: 3033 meters
All years; all variables; Daymet Software Version 4.0
How to cite: Thornton; M.M.; R. Shrestha; Y. Wei; P.E. Thornton; S-C. Kao; and B.E. Wilson. 2022. Daymet: Daily Surface Weather Data on a 1-km Grid for North America; Version 4 R1. ORNL DAAC; Oak Ridge; Tennessee; USA. https://doi.org/10.3334/ORNLDAAC/2129
year,yday,dayl (s),prcp (mm/day),srad (W/m^2),swe (kg/m^2),tmax (deg c),tmin (deg c),vp (Pa)
2021,189,52835.86,0.00,484.60,0.00,26.04,13.10,912.29
2021,190,52777.31,0.00,507.96,0.00,26.86,12.96,862.63
2021,191,52715.62,0.00,461.68,0.00,23.55,11.75,887.42
2021,192,52650.85,0.00,489.11,0.00,23.16,10.49,783.64
2021,193,52583.03,0.00,507.42,0.00,25.33,11.83,814.78
2021,194,52512.22,2.52,375.78,0.00,22.85,9.55,882.20
2021,195,52438.45,3.65,274.52,0.00,15.90,7.49,954.79
2021,196,52361.78,0.00,546.88,0.00,22.23,7.48,592.41
2021,197,52282.26,0.00,477.29,0.00,21.14,9.41,764.69
2021,198,52199.93,0.00,486.07,0.00,22.87,10.74,811.72
2021,199,52114.85,0.00,544.12,0.00,25.41,10.52,710.31
2021,200,52027.07,0.00,486.20,0.00,25.16,12.76,910.98
2021,201,51936.64,6.19,388.16,0.00,24.77,10.67,940.90
2021,202,51843.62,0.00,507.00,0.00,23.06,9.93,781.77
2021,203,51748.05,11.38,336.39,0.00,22.23,11.00,1096.20
2021,204,51650.00,0.00,448.37,0.00,21.58,10.57,963.87
2021,205,51549.52,0.00,433.28,0.00,21.69,11.17,1023.45
2021,206,51446.67,3.56,324.88,0.00,21.81,11.00,1171.69
2021,207,51341.50,0.00,522.22,0.00,23.84,9.58,822.97
2021,208,51234.06,0.00,524.32,0.00,25.94,11.32,875.88
2021,209,51124.41,19.01,358.86,0.00,23.72,10.91,1095.33
2021,210,51012.61,10.42,390.65,0.00,25.29,10.11,1064.69
2021,211,50898.72,16.72,365.65,0.00,22.45,9.07,1069.23
2021,212,50782.79,13.07,310.51,0.00,19.30,8.84,1135.14
2021,213,50664.87,15.13,298.14,0.00,18.16,8.36,1098.77
2021,214,50545.02,8.20,304.52,0.00,18.44,8.39,1101.27
2021,215,50423.29,0.00,286.75,0.00,14.87,8.36,1099.10
2021,216,50299.74,0.00,465.89,0.00,18.76,7.03,936.54
2021,217,50174.43,0.00,506.08,0.00,22.31,8.60,989.06
2021,218,50047.40,0.00,452.17,0.00,21.79,10.31,1164.14
2021,219,49918.71,0.00,427.03,0.00,16.93,6.68,955.84
2021,220,49788.41,0.00,503.27,0.00,21.57,8.17,958.27
2021,221,49656.55,0.00,474.49,0.00,22.97,10.61,1117.08
2021,222,49523.19,0.00,494.08,0.00,22.45,9.36,989.56
2021,223,49388.37,0.00,514.37,0.00,23.49,9.32,962.94
2021,224,49252.14,0.00,530.77,0.00,25.90,10.44,1008.12
2021,225,49114.55,0.00,494.09,0.00,25.70,11.84,1150.83
2021,226,48975.65,0.00,504.58,0.00,25.58,11.23,1095.97
2021,227,48835.49,0.00,445.40,0.00,22.75,11.09,1169.95
2021,228,48694.11,0.00,491.90,0.00,22.28,8.81,954.77
2021,229,48551.56,0.00,494.12,0.00,23.41,9.68,1004.61
2021,230,48407.88,15.28,355.40,0.00,20.81,7.81,1031.97
2021,231,48263.12,30.83,286.97,0.00,9.25,0.26,622.37
2021,232,48117.31,0.00,483.12,0.00,12.67,0.23,620.79
2021,233,47970.51,2.60,355.43,0.00,17.01,4.34,832.52
2021,234,47822.75,0.00,389.46,0.00,19.27,9.52,1188.26
2021,235,47674.08,0.00,440.13,0.00,20.45,8.85,1128.60
2021,236,47524.53,0.00,422.67,0.00,20.63,9.59,1193.89
2021,237,47374.14,0.00,482.58,0.00,21.32,7.83,1020.66
2021,238,47222.95,0.00,369.60,0.00,17.11,8.09,1078.76
2021,239,47071.00,0.00,466.27,0.00,21.28,8.56,1086.94
2021,240,46918.32,0.00,461.65,0.00,22.41,9.77,1177.63
2021,241,46764.95,0.00,469.78,0.00,22.69,9.60,1151.68
2021,242,46610.93,0.00,473.45,0.00,22.89,9.46,1138.37
2021,243,46456.29,0.00,434.48,0.00,22.61,10.71,1274.96
2021,244,46301.06,10.05,239.31,0.00,16.01,8.21,1087.54
2021,245,46145.27,0.00,373.85,0.00,16.80,7.35,1025.65
2021,246,45988.97,8.68,294.07,0.00,17.31,7.13,1010.04
2021,247,45832.17,0.00,455.38,0.00,18.52,6.00,934.64
2021,248,45674.92,0.00,479.81,0.00,19.87,5.92,929.36
2021,249,45517.24,0.00,454.59,0.00,21.35,8.22,1088.61
2021,250,45359.16,0.00,475.16,0.00,22.82,8.36,1098.69
2021,251,45200.71,0.00,468.71,0.00,23.60,9.21,1163.72
2021,252,45041.93,0.00,450.85,0.00,23.86,10.22,1245.65
2021,253,44882.83,0.00,443.38,0.00,24.47,11.00,1311.74
2021,254,44723.45,2.24,326.91,0.00,22.34,9.26,1168.02
2021,255,44563.82,0.00,442.53,0.00,19.61,6.75,984.50
2021,256,44403.96,0.00,407.70,0.00,20.02,8.58,1115.17
2021,257,44243.90,0.00,413.56,0.00,19.52,7.80,1057.67
2021,258,44083.67,0.00,444.06,0.00,20.59,7.34,1024.77
2021,259,43923.30,0.00,414.06,0.00,20.03,8.15,1083.25
2021,260,43762.80,0.00,411.67,0.00,19.77,7.93,1067.34
2021,261,43602.22,6.26,342.12,0.00,20.85,6.13,943.35
2021,262,43441.57,9.16,303.33,0.00,14.43,2.85,749.32
2021,263,43280.88,0.00,376.78,0.00,9.18,-0.89,572.34
2021,264,43120.18,0.00,470.00,0.00,12.75,-1.96,528.79
2021,265,42959.49,0.00,453.17,0.00,16.81,2.46,728.74
2021,266,42798.83,0.00,427.67,0.00,18.20,4.86,863.59
2021,267,42638.25,0.00,409.89,0.00,17.66,5.15,880.99
2021,268,42477.75,0.00,405.24,0.00,18.96,6.30,953.98
2021,269,42317.38,0.00,408.97,0.00,19.55,6.52,969.01
2021,270,42157.15,0.00,408.44,0.00,20.88,7.61,1043.89
2021,271,41997.09,9.05,242.28,0.00,13.65,4.25,827.13
2021,272,41837.23,14.34,225.58,0.00,9.58,1.16,663.95
2021,273,41677.60,0.00,341.69,0.00,10.71,0.97,655.27
2021,274,41518.22,4.31,235.04,0.00,11.00,1.98,704.68
2021,275,41359.12,0.00,353.07,0.00,12.16,1.70,690.27
2021,276,41200.33,0.00,374.90,0.00,13.84,2.25,718.34
2021,277,41041.88,0.00,389.67,0.00,15.73,3.23,770.01
2021,278,40883.80,0.00,393.10,0.00,17.32,4.41,836.90
2021,279,40726.11,0.00,258.98,0.00,10.93,3.54,787.18
2021,280,40568.86,0.00,352.30,0.00,13.04,2.32,721.98
2021,281,40412.06,7.74,176.68,0.00,9.93,3.31,774.14
2021,282,40255.75,11.57,224.48,0.00,6.49,-2.01,526.87
2021,283,40099.96,0.00,287.32,0.00,5.56,-2.35,513.97
2021,284,39944.73,0.00,400.44,0.00,10.38,-2.38,512.65
2021,285,39790.08,11.59,224.79,0.00,3.12,-5.30,411.75
2021,286,39636.05,1.18,178.29,0.00,-1.30,-5.92,392.71
2021,287,39482.68,6.68,207.74,6.68,-1.71,-8.31,326.56
2021,288,39330.00,0.00,415.22,6.68,0.69,-10.19,281.74
2021,289,39178.04,0.00,479.76,6.26,10.32,-4.99,421.49
2021,290,39026.85,0.00,422.83,3.60,12.56,0.32,625.06
2021,291,38876.46,6.78,276.98,0.33,12.06,1.79,694.79
2021,292,38726.90,0.00,323.24,0.17,2.49,-5.61,402.05
2021,293,38578.22,0.00,358.70,0.00,5.40,-5.56,403.59
2021,294,38430.45,0.00,360.16,0.00,9.70,-1.59,543.73
2021,295,38283.65,0.00,356.18,0.00,11.73,0.42,629.53
2021,296,38137.84,5.01,211.43,0.00,7.97,-0.23,600.44
2021,297,37993.07,0.00,300.38,0.00,7.38,-1.27,556.71
2021,298,37849.38,0.00,350.72,0.00,14.93,3.53,786.72
2021,299,37706.82,16.00,327.24,16.00,8.04,-6.26,382.68
2021,300,37565.44,0.00,200.63,16.00,-1.49,-6.21,384.01
2021,301,37425.27,0.00,263.93,14.72,3.47,-2.95,491.49
2021,302,37286.36,0.00,428.14,13.45,10.65,-2.97,490.58
2021,303,37148.76,0.00,344.47,10.99,9.32,-0.17,603.40
2021,304,37012.52,4.00,227.19,8.07,9.27,0.97,655.16
2021,305,36877.69,3.55,200.18,5.33,7.60,0.51,633.86
2021,306,36744.32,10.79,127.10,3.46,2.68,-1.54,545.79
2021,307,36612.45,0.00,312.46,2.01,5.67,-2.57,505.70
2021,308,36482.14,0.00,365.72,0.63,7.83,-2.71,500.43
2021,309,36353.44,0.00,292.96,0.00,9.09,0.06,613.53
2021,310,36226.40,0.00,325.36,0.00,11.14,0.28,623.35
2021,311,36101.07,0.00,289.82,0.00,11.24,1.97,703.96
2021,312,35977.52,0.00,201.26,0.00,8.03,2.10,710.70
2021,313,35855.78,15.64,221.97,0.00,8.27,-1.71,538.94
2021,314,35735.91,9.16,149.22,0.00,0.10,-5.69,399.61
2021,315,35617.98,0.00,254.92,0.00,-0.74,-8.31,326.57
2021,316,35502.03,0.00,189.62,0.00,3.29,-2.26,517.38
2021,317,35388.13,0.00,230.73,0.00,6.08,-0.97,568.80
2021,318,35276.31,0.00,258.19,0.00,6.54,-1.57,544.44
2021,319,35166.66,0.00,268.36,0.00,9.71,1.10,661.48
2021,320,35059.20,0.00,224.13,0.00,6.31,-0.38,593.86
2021,321,34954.01,0.00,294.19,0.00,-0.21,-9.63,294.44
2021,322,34851.14,0.00,346.39,0.00,5.38,-8.90,311.72
2021,323,34750.65,0.00,190.54,0.00,4.02,-1.66,540.66
2021,324,34652.58,5.86,191.17,5.86,0.62,-6.43,377.68
2021,325,34557.00,0.00,348.05,5.86,1.25,-9.69,293.07
2021,326,34463.96,0.00,370.33,5.57,8.34,-5.33,410.84
2021,327,34373.52,4.00,233.67,4.88,5.70,-4.33,442.99
2021,328,34285.72,0.00,323.65,4.88,-2.24,-12.18,240.18
2021,329,34200.62,0.00,374.95,4.88,0.54,-13.87,209.35
2021,330,34118.27,0.00,357.67,4.88,6.61,-6.91,363.98
2021,331,34038.73,0.00,289.93,4.28,4.61,-4.59,434.65
2021,332,33962.04,0.00,319.01,3.40,6.94,-3.91,457.53
2021,333,33888.26,0.00,324.73,1.81,9.37,-2.20,519.57
2021,334,33817.42,0.00,306.21,1.02,6.28,-4.12,450.39
2021,335,33749.59,0.00,259.15,0.00,7.88,-1.78,535.85
2021,336,33684.79,0.00,283.25,0.00,9.87,-1.88,532.20
2021,337,33623.09,0.00,265.82,0.00,9.22,-1.41,550.92
2021,338,33564.51,0.00,230.68,0.00,6.35,-2.21,519.34
2021,339,33509.10,0.00,221.41,0.00,3.44,-4.59,434.38
2021,340,33456.90,2.02,153.50,2.02,0.28,-6.24,383.19
2021,341,33407.95,0.00,147.46,1.89,-1.23,-5.68,399.90
2021,342,33362.27,10.05,161.59,11.94,-0.80,-7.61,344.69
2021,343,33319.91,29.84,68.88,11.25,-1.69,-4.34,442.70
2021,344,33280.89,0.00,334.28,11.25,-4.57,-17.17,159.09
2021,345,33245.24,0.00,333.73,11.25,-5.81,-18.60,140.90
2021,346,33212.99,0.00,324.90,11.25,2.02,-10.67,271.08
2021,347,33184.16,0.00,303.95,11.25,4.45,-7.00,361.47
2021,348,33158.77,13.20,164.47,10.04,4.44,-3.12,485.22
2021,349,33136.85,13.65,238.58,23.69,1.41,-11.75,248.64
2021,350,33118.41,5.37,203.06,29.06,-3.17,-12.95,225.61
2021,351,33103.45,0.00,247.51,29.06,-6.83,-15.14,188.51
2021,352,33092.00,0.00,331.48,29.06,-4.51,-17.79,150.92
2021,353,33084.07,0.00,307.72,29.06,0.08,-11.72,249.21
2021,354,33079.65,0.00,323.90,29.06,3.26,-10.18,281.84
2021,355,33078.75,0.00,270.45,29.06,1.50,-8.34,325.79
2021,356,33081.38,0.00,301.49,29.06,3.72,-7.94,336.18
2021,357,33087.53,26.71,105.21,28.27,0.57,-4.12,450.22
2021,358,33097.19,25.86,103.06,27.95,-0.73,-5.23,414.10
2021,359,33110.36,9.23,111.27,37.18,-2.44,-7.11,358.38
2021,360,33127.03,15.97,149.57,53.16,-4.25,-10.39,277.19
2021,361,33147.19,19.59,124.59,72.74,-5.85,-10.73,269.71
2021,362,33170.81,13.61,118.36,86.35,-8.65,-13.11,222.70
2021,363,33197.89,11.71,106.67,98.06,-6.93,-10.81,268.08
2021,364,33228.41,12.78,135.69,110.85,-5.05,-9.91,287.88
2021,365,33262.33,26.36,210.72,137.21,-4.56,-12.45,235.04
