sim_day_index,year,month,day_of_month,julian,disturbed_class,area_m2,peakro_area_weighted_mean,peakro_max,runvol_sum_m3,runoff_area_weighted_mean,date,classification,landuse_group,severity_group,flash_index,teff_proxy
10206,2007,12,10,344,forest high sev fire,265.86,0.00015949999999999997,0.002233,3.1181,0.00024747142857142854,2007-12-10,"('forest', 'high')",forest,high,0.6445188477746349,1.5515450067174206
10207,2007,12,11,345,forest high sev fire,265.86,0.001804692857142857,0.0075962,74.57300000000001,0.0016394499999999998,2007-12-11,"('forest', 'high')",forest,high,1.1007916417962471,0.9084371301804421
10218,2007,12,22,356,forest high sev fire,265.86,0.0023860999999999995,0.009561,83.227,0.0016414142857142855,2007-12-22,"('forest', 'high')",forest,high,1.4536854106650188,0.6879067456159783
10219,2007,12,23,357,forest high sev fire,265.86,0.030015764285714282,0.116,732.8054999999999,0.006111007142857143,2007-12-23,"('forest', 'high')",forest,high,4.911754083088946,0.20359325468735834
10220,2007,12,24,358,forest high sev fire,265.86,0.00023322857142857138,0.0032652,7.0972,0.0005632714285714285,2007-12-24,"('forest', 'high')",forest,high,0.4140607167313398,2.41510474090408
10231,2008,1,4,4,forest high sev fire,265.86,0.058651785714285705,0.25991,1911.3899999999999,0.010131692857142858,2008-01-04,"('forest', 'high')",forest,high,5.788942335824572,0.17274312680773332
10232,2008,1,5,5,forest high sev fire,265.86,0.00013000714285714283,0.0018201,15.398,0.0012220714285714283,2008-01-05,"('forest', 'high')",forest,high,0.10638260564615115,9.40003296522169
10233,2008,1,6,6,forest high sev fire,265.86,0.05796480714285714,0.37959,2154.08,0.009881485714285711,2008-01-06,"('forest', 'high')",forest,high,5.866001208609465,0.17047388236680058
10234,2008,1,7,7,forest high sev fire,265.86,0.03901659999999999,0.2294,1218.8726000000001,0.004995885714285713,2008-01-07,"('forest', 'high')",forest,high,7.809746305531409,0.1280451324381344
10249,2008,1,22,22,forest high sev fire,265.86,0.00020524999999999997,0.0028735,6.0715,0.00048186428571428565,2008-01-22,"('forest', 'high')",forest,high,0.4259498080372363,2.347694449277884
10250,2008,1,23,23,forest high sev fire,265.86,0.04919590714285714,0.22563,1700.8335000000002,0.009187121428571426,2008-01-23,"('forest', 'high')",forest,high,5.354877207768329,0.186745645362194
10251,2008,1,24,24,forest high sev fire,265.86,0.00416037857142857,0.012394,217.3075,0.0033748214285714284,2008-01-24,"('forest', 'high')",forest,high,1.2327699878300438,0.8111813313692265
10252,2008,1,25,25,forest high sev fire,265.86,0.12273624999999996,0.67017,12798.529,0.05926364285714286,2008-01-25,"('forest', 'high')",forest,high,2.071021018668395,0.48285362195066966
10253,2008,1,26,26,forest high sev fire,265.86,0.015323107142857144,0.080841,1589.9043,0.0032967499999999998,2008-01-26,"('forest', 'high')",forest,high,4.6479433208029555,0.21514892307835737
10254,2008,1,27,27,forest high sev fire,265.86,0.19797399999999996,1.0918,9708.448000000002,0.04130035714285714,2008-01-27,"('forest', 'high')",forest,high,4.793517869959616,0.2086150562339355
10255,2008,1,28,28,forest high sev fire,265.86,0.20430244999999997,1.5407,7364.1401000000005,0.03048867142857143,2008-01-28,"('forest', 'high')",forest,high,6.700929900426715,0.14923301912713938
10261,2008,2,3,34,forest high sev fire,265.86,0.01194715,0.031197,359.8708000000001,0.004224071428571429,2008-02-03,"('forest', 'high')",forest,high,2.8283494259093294,0.35356310321469375
10278,2008,2,20,51,forest high sev fire,265.86,0.00013132142857142856,0.0018385,5.1891,0.0004118357142857143,2008-02-20,"('forest', 'high')",forest,high,0.3188684808436096,3.136089203154746
10279,2008,2,21,52,forest high sev fire,265.86,2.8736428571428567e-05,0.00040231,1.2618,0.00010014285714285713,2008-02-21,"('forest', 'high')",forest,high,0.2869543509272468,3.4848748477542193
10280,2008,2,22,53,forest high sev fire,265.86,0.0033301285714285706,0.011341,94.59219999999999,0.0017812928571428568,2008-02-22,"('forest', 'high')",forest,high,1.8695008841892524,0.5349021273309911
10282,2008,2,24,55,forest high sev fire,265.86,0.023727942857142855,0.081719,1017.1100000000001,0.007511935714285712,2008-02-24,"('forest', 'high')",forest,high,3.1586988706544163,0.3165860504432387
10302,2008,3,15,75,forest high sev fire,265.86,3.976928571428571e-05,0.00055677,1.1699,9.284285714285713e-05,2008-03-15,"('forest', 'high')",forest,high,0.42835051546391756,2.3345367027677497
10303,2008,3,16,76,forest high sev fire,265.86,4.962571428571428e-05,0.00069476,1.5036,0.00011932857142857142,2008-03-16,"('forest', 'high')",forest,high,0.4158745360948162,2.404571362772756
10372,2008,5,24,145,forest high sev fire,265.86,0.00013708571428571427,0.0019192,3.3494,0.0002658214285714286,2008-05-24,"('forest', 'high')",forest,high,0.5157060325137712,1.9390892038349314
10505,2008,10,4,278,forest high sev fire,265.86,0.00012102857142857142,0.0016944,1.3727,0.00010894285714285713,2008-10-04,"('forest', 'high')",forest,high,1.1109362706530292,0.9001416430594901
10533,2008,11,1,306,forest high sev fire,265.86,0.0002128428571428571,0.0029798,4.2778,0.00033950714285714274,2008-11-01,"('forest', 'high')",forest,high,0.6269171698470473,1.5951070541647088
10536,2008,11,4,309,forest high sev fire,265.86,0.022676835714285713,0.12107,694.2816,0.0040150142857142855,2008-11-04,"('forest', 'high')",forest,high,5.648008724395217,0.1770535508701926
10558,2008,11,26,331,forest high sev fire,265.86,0.18152421428571422,0.69928,3512.6589999999997,0.018559642857142854,2008-11-26,"('forest', 'high')",forest,high,9.780587680643483,0.10224334494532215
10577,2008,12,15,350,forest high sev fire,265.86,0.4011957142857142,2.0316,12883.756,0.06540599999999998,2008-12-15,"('forest', 'high')",forest,high,6.133928298408622,0.16302766373376726
10579,2008,12,17,352,forest high sev fire,265.86,0.00019287142857142854,0.0027002,5.7935,0.0004597999999999999,2008-12-17,"('forest', 'high')",forest,high,0.4194680917168956,2.383971557662395
10584,2008,12,22,357,forest high sev fire,265.86,5.565357142857142e-05,0.00077915,5.6457,0.00044807142857142854,2008-12-22,"('forest', 'high')",forest,high,0.12420691853977363,8.051081306552012
10587,2008,12,25,360,forest high sev fire,265.86,0.0004215928571428571,0.0059023,4.687,0.00037198571428571426,2008-12-25,"('forest', 'high')",forest,high,1.1333576558239564,0.8823340053877302
10615,2009,1,22,22,forest high sev fire,265.86,5.403571428571428e-05,0.0007565,1.9574,0.00015534999999999998,2009-01-22,"('forest', 'high')",forest,high,0.3478320842337579,2.874950429610046
10616,2009,1,23,23,forest high sev fire,265.86,0.00013210714285714285,0.0018495,3.844,0.0003050785714285714,2009-01-23,"('forest', 'high')",forest,high,0.43302662077684906,2.3093268450932687
10617,2009,1,24,24,forest high sev fire,265.86,0.0001982142857142857,0.002775,10.739,0.0008522857142857142,2009-01-24,"('forest', 'high')",forest,high,0.2325678846798525,4.299819819819819
10629,2009,2,5,36,forest high sev fire,265.86,0.05611884285714286,0.2888,3943.050000000001,0.020042571428571427,2009-02-05,"('forest', 'high')",forest,high,2.799982180786612,0.35714513001617226
10630,2009,2,6,37,forest high sev fire,265.86,0.01314362857142857,0.060886,678.354,0.0044847,2009-02-06,"('forest', 'high')",forest,high,2.9307709705060696,0.34120714653705114
10631,2009,2,7,38,forest high sev fire,265.86,0.0004211571428571428,0.0058962,16.953,0.001345428571428571,2009-02-07,"('forest', 'high')",forest,high,0.3130282437884902,3.1945999118076043
10633,2009,2,9,40,forest high sev fire,265.86,0.00021518571428571424,0.0030126,12.348,0.0009799999999999998,2009-02-09,"('forest', 'high')",forest,high,0.21957725947521867,4.554205669521344
10637,2009,2,13,44,forest high sev fire,265.86,0.00025946428571428567,0.0036325,9.2601,0.0007349285714285713,2009-02-13,"('forest', 'high')",forest,high,0.35304694333754494,2.8324845147969717
10640,2009,2,16,47,forest high sev fire,265.86,0.16393592857142855,0.8324,7565.969999999998,0.03960849999999999,2009-02-16,"('forest', 'high')",forest,high,4.138907774124963,0.24160963582026598
10641,2009,2,17,48,forest high sev fire,265.86,6.586714285714285e-05,0.00092214,5.0976,0.0004045714285714285,2009-02-17,"('forest', 'high')",forest,high,0.1628072033898305,6.142234367883401
10656,2009,3,4,63,forest high sev fire,265.86,0.0002129785714285714,0.0029817,9.1779,0.0007284285714285714,2009-03-04,"('forest', 'high')",forest,high,0.2923808589919592,3.420196532179629
10749,2009,6,5,156,forest high sev fire,265.86,0.00554787857142857,0.014785,96.4478,0.0013705142857142855,2009-06-05,"('forest', 'high')",forest,high,4.048026809539693,0.2470339370389969
10879,2009,10,13,286,forest high sev fire,265.86,0.015490864285714286,0.068797,454.6086,0.002650764285714285,2009-10-13,"('forest', 'high')",forest,high,5.843923720113069,0.17111790774378074
10880,2009,10,14,287,forest high sev fire,265.86,0.4930031428571428,2.5107,12728.505,0.06422742857142856,2009-10-14,"('forest', 'high')",forest,high,7.675897257958328,0.13027792926269377
10934,2009,12,7,341,forest high sev fire,265.86,0.20742864285714283,1.0446,5817.239,0.029554571428571423,2009-12-07,"('forest', 'high')",forest,high,7.0184960508889125,0.1424806671898529
10938,2009,12,11,345,forest high sev fire,265.86,0.057234392857142845,0.28468,3808.182,0.018957114285714283,2009-12-11,"('forest', 'high')",forest,high,3.019151121554064,0.33121892867862296
10939,2009,12,12,346,forest high sev fire,265.86,0.08043360714285712,0.39931,3734.2000000000003,0.019338142857142852,2009-12-12,"('forest', 'high')",forest,high,4.159324281397977,0.24042366796750295
10940,2009,12,13,347,forest high sev fire,265.86,0.00017399999999999995,0.002436,6.3938,0.0005074428571428571,2009-12-13,"('forest', 'high')",forest,high,0.34289575180878906,2.916338259441708
10957,2009,12,30,364,forest high sev fire,265.86,5.3161428571428564e-05,0.00074426,1.8537,0.00014712142857142854,2009-12-30,"('forest', 'high')",forest,high,0.36134388503180076,2.7674468599682904
10970,2010,1,12,12,forest high sev fire,265.86,0.00014306428571428568,0.0020029,1.8995,0.00015075714285714284,2010-01-12,"('forest', 'high')",forest,high,0.9489718563441675,1.0537720305556944
10971,2010,1,13,13,forest high sev fire,265.86,1.4609999999999997e-05,0.00020454,1.2161,9.65142857142857e-05,2010-01-13,"('forest', 'high')",forest,high,0.15137655417406748,6.606042827808742
10975,2010,1,17,17,forest high sev fire,265.86,0.00013556428571428572,0.0018979,13.303,0.0010557857142857142,2010-01-17,"('forest', 'high')",forest,high,0.12840132602665585,7.7880815638337095
10976,2010,1,18,18,forest high sev fire,265.86,0.07922297142857142,0.40118,3844.056,0.020828999999999993,2010-01-18,"('forest', 'high')",forest,high,3.803493755272526,0.262916167172292
10977,2010,1,19,19,forest high sev fire,265.86,0.0003269357142857142,0.0045771,15.31,0.0012150714285714284,2010-01-19,"('forest', 'high')",forest,high,0.26906707424607607,3.716545410849665
10978,2010,1,20,20,forest high sev fire,265.86,6403.411645928572,89646.0,4913.055000000001,0.02322035714285714,2010-01-20,"('forest', 'high')",forest,high,275767.1471861206,3.6262477608512246e-06
10979,2010,1,21,21,forest high sev fire,265.86,0.1099161857142857,0.66113,3140.4750000000004,0.012124514285714283,2010-01-21,"('forest', 'high')",forest,high,9.065615588724615,0.11030690527444742
10980,2010,1,22,22,forest high sev fire,265.86,0.038125121428571426,0.32544,1144.8836,0.0019592499999999996,2010-01-22,"('forest', 'high')",forest,high,19.459038626296508,0.051390000256673646
10994,2010,2,5,36,forest high sev fire,265.86,0.0899159857142857,0.44797,6573.619,0.034181142857142854,2010-02-05,"('forest', 'high')",forest,high,2.6305728304662552,0.38014533884726365
10995,2010,2,6,37,forest high sev fire,265.86,0.09486807142857141,0.45978,3301.3219999999997,0.019404142857142852,2010-02-06,"('forest', 'high')",forest,high,4.889062718565255,0.20453818197150478
10998,2010,2,9,40,forest high sev fire,265.86,0.00031978571428571424,0.0029425,40.4691,0.0011776428571428571,2010-02-09,"('forest', 'high')",forest,high,0.27154727967489534,3.6825999553272286
11008,2010,2,19,50,forest high sev fire,265.86,6.0014999999999994e-05,0.00084021,2.1172,0.00016802857142857142,2010-02-19,"('forest', 'high')",forest,high,0.357171399421867,2.799776246414587
11015,2010,2,26,57,forest high sev fire,265.86,0.043117471428571426,0.21835,2249.1259,0.011218735714285713,2010-02-26,"('forest', 'high')",forest,high,3.8433449656601235,0.26019001909401657
11016,2010,2,27,58,forest high sev fire,265.86,0.022227414285714286,0.11228,1919.058,0.011853957142857143,2010-02-27,"('forest', 'high')",forest,high,1.8751049980898482,0.5333034688823776
11023,2010,3,6,65,forest high sev fire,265.86,0.00011907857142857141,0.0016671,4.0529,0.0003216571428571428,2010-03-06,"('forest', 'high')",forest,high,0.3702034109077989,2.7012176834023154
11052,2010,4,4,94,forest high sev fire,265.86,0.00022739285714285713,0.0031835,5.0448,0.00040038571428571424,2010-04-04,"('forest', 'high')",forest,high,0.5679344917401078,1.760766452018219
11053,2010,4,5,95,forest high sev fire,265.86,0.09810314285714283,0.32384,2015.0710000000001,0.01171882142857143,2010-04-05,"('forest', 'high')",forest,high,8.371417164695375,0.11945408768031318
11059,2010,4,11,101,forest high sev fire,265.86,0.0987470357142857,0.52256,2654.136,0.013678478571428572,2010-04-11,"('forest', 'high')",forest,high,7.219153445950284,0.13852039681480496
11068,2010,4,20,110,forest high sev fire,265.86,0.00012152142857142854,0.0017013,2.4097,0.00019124285714285712,2010-04-20,"('forest', 'high')",forest,high,0.6354298946739373,1.5737377299711988
11236,2010,10,5,278,forest high sev fire,265.86,0.00012692142857142856,0.0017769,1.7766,0.00014099999999999998,2010-10-05,"('forest', 'high')",forest,high,0.9001519756838906,1.110923518487253
11237,2010,10,6,279,forest high sev fire,265.86,0.10075250000000001,0.48396,2452.2090000000003,0.012417792857142854,2010-10-06,"('forest', 'high')",forest,high,8.113559402953484,0.12325046879375552
11238,2010,10,7,280,forest high sev fire,265.86,0.01419900714285714,0.036886,453.84900000000005,0.0031558999999999997,2010-10-07,"('forest', 'high')",forest,high,4.499194252941203,0.222262019326301
11250,2010,10,19,292,forest high sev fire,265.86,0.00011501428571428569,0.0016102,0.96263,7.639999999999999e-05,2010-10-19,"('forest', 'high')",forest,high,1.505422587883321,0.6642653086573097
11260,2010,10,29,302,forest high sev fire,265.86,6.420785714285713e-05,0.00089891,1.2505,9.924999999999999e-05,2010-10-29,"('forest', 'high')",forest,high,0.6469305505577545,1.545760977183478
11261,2010,10,30,303,forest high sev fire,265.86,0.05397371428571428,0.16847,1046.8149999999998,0.006360235714285714,2010-10-30,"('forest', 'high')",forest,high,8.486118551311552,0.11783950388548924
11281,2010,11,19,323,forest high sev fire,265.86,0.00011792142857142856,0.0016509,2.597,0.0002061142857142857,2010-11-19,"('forest', 'high')",forest,high,0.5721167174937621,1.747895087528015
11282,2010,11,20,324,forest high sev fire,265.86,0.15586314285714287,0.79655,4017.7560000000003,0.02106171428571428,2010-11-20,"('forest', 'high')",forest,high,7.400306582017475,0.13512953671810982
11283,2010,11,21,325,forest high sev fire,265.86,0.0002574428571428571,0.0036042,3.1399,0.0002492,2010-11-21,"('forest', 'high')",forest,high,1.0330772758541618,0.9679817990122636
11297,2010,12,5,339,forest high sev fire,265.86,0.00021546428571428568,0.0030165,8.3364,0.0006616142857142856,2010-12-05,"('forest', 'high')",forest,high,0.3256645002483104,3.070644787004807
11309,2010,12,17,351,forest high sev fire,265.86,0.027658099999999998,0.13963,1782.1036,0.009104535714285714,2010-12-17,"('forest', 'high')",forest,high,3.037837498578024,0.3291815314242741
11310,2010,12,18,352,forest high sev fire,265.86,0.16477957142857141,0.84134,10251.848,0.05285657142857142,2010-12-18,"('forest', 'high')",forest,high,3.1174850538924748,0.32077138549594825
11311,2010,12,19,353,forest high sev fire,265.86,0.46763842857142857,2.411,9547.618000000002,0.049766,2010-12-19,"('forest', 'high')",forest,high,9.396745339617985,0.10641982557342074
11312,2010,12,20,354,forest high sev fire,265.86,0.14625199999999997,0.77534,3904.8879999999995,0.018870571428571428,2010-12-20,"('forest', 'high')",forest,high,7.750268748012777,0.12902778374703547
11313,2010,12,21,355,forest high sev fire,265.86,0.04979301428571428,0.30071,2024.617,0.009463128571428569,2010-12-21,"('forest', 'high')",forest,high,5.261792007777556,0.19004932131902608
11314,2010,12,22,356,forest high sev fire,265.86,0.10689135714285715,0.51334,2737.2709999999997,0.013760057142857144,2010-12-22,"('forest', 'high')",forest,high,7.7682349741072505,0.1287293707429239
11317,2010,12,25,359,forest high sev fire,265.86,0.012343385714285712,0.13188,817.092,0.0020996785714285713,2010-12-25,"('forest', 'high')",forest,high,5.878702522494939,0.17010556260900866
11320,2010,12,28,362,forest high sev fire,265.86,3.3940714285714286e-05,0.00047517,1.911,0.00015166428571428568,2010-12-28,"('forest', 'high')",forest,high,0.22378844251872093,4.4685060083759485
11321,2010,12,29,363,forest high sev fire,265.86,0.03884254285714285,0.15305,1056.6962999999998,0.004803399999999999,2010-12-29,"('forest', 'high')",forest,high,8.086468513374454,0.12366337645983161
