AFFGEOID,par,cli,lng,lat
0500000US23015,me173046.par,0500000US23015.cli,-69.530728152982,44.051844939521
0500000US24003,md180700.par,0500000US24003.cli,-76.6051718011038,39.0064067277126
0500000US24013,pa369933.par,0500000US24013.cli,-77.0235569272485,39.5631920526879
0500000US24043,wv465707.par,0500000US24043.cli,-77.8137197683248,39.6042390329456
0500000US25017,ma194105.par,0500000US25017.cli,-71.3922649708272,42.4854173868248
0500000US26041,mi205073.par,0500000US26041.cli,-86.9005278896131,45.8982445314893
0500000US26099,mi203477.par,0500000US26099.cli,-82.9331607462213,42.6957384441054
0500000US26103,mi205178.par,0500000US26103.cli,-87.5412383596108,46.329548303431
0500000US26109,mi204090.par,0500000US26109.cli,-87.5571429435456,45.5794160904469
0500000US26135,mi204967.par,0500000US26135.cli,-84.1303554511099,44.6825100662224
0500000US26147,mi206680.par,0500000US26147.cli,-82.6811810631937,42.9337916202533
0500000US27023,mn215563.par,0500000US27023.cli,-95.5675397606739,45.0225123681725
0500000US27053,mn215435.par,0500000US27053.cli,-93.4772210282979,45.0049123558937
0500000US27077,mn218679.par,0500000US27077.cli,-94.9049664036716,48.7707314880743
0500000US27101,mn218323.par,0500000US27101.cli,-95.7633674836409,44.0224641473829
0500000US27129,mn216835.par,0500000US27129.cli,-94.9469674400524,44.7271383364626
0500000US27139,mn214176.par,0500000US27139.cli,-93.5369645034681,44.6487409667624
0500000US27163,wi477226.par,0500000US27163.cli,-92.8842872795926,45.0384554261011
0500000US28033,ms223975.par,0500000US28033.cli,-89.9924342990341,34.8758612720195
0500000US28105,ms228374.par,0500000US28105.cli,-88.8802173220945,33.4251541630158
0500000US28157,ms226177.par,0500000US28157.cli,-91.3113781496474,31.1616313233196
0500000US28163,ms220660.par,0500000US28163.cli,-90.397135243358,32.780852194602
0500000US29023,mo236791.par,0500000US29023.cli,-90.406775374032,36.7170471188474
0500000US29029,mo234694.par,0500000US29029.cli,-92.7668599693154,38.0271373029959
0500000US29031,mo234226.par,0500000US29031.cli,-89.685169072602,37.38389658785
0500000US29033,mo231340.par,0500000US29033.cli,-93.5060318626068,39.4269555094317
0500000US29157,mo234226.par,0500000US29157.cli,-89.825275251409,37.7078962454794
0500000US29189,mo237455.par,0500000US29189.cli,-90.4443388179192,38.6405713481011
0500000US29199,ia134389.par,0500000US29199.cli,-92.1473587250982,40.4529291864606
0500000US29207,mo238700.par,0500000US29207.cli,-89.944915973455,36.8557593839198
0500000US30013,mt243751.par,0500000US30013.cli,-111.347747860856,47.3085930539436
0500000US30015,mt245153.par,0500000US30015.cli,-110.436156327757,47.8810557201487
0500000US30023,mt242421.par,0500000US30023.cli,-113.069488915325,46.0607534499457
0500000US30029,mt244328.par,0500000US30029.cli,-114.047915348866,48.2947294348521
0500000US30039,mt247894.par,0500000US30039.cli,-113.441026821027,46.4046172074952
0500000US30057,mt248597.par,0500000US30057.cli,-111.919562446061,45.2998428215695
0500000US30071,mt241984.par,0500000US30071.cli,-107.915755133978,48.2571514962591
0500000US30087,mt244364.par,0500000US30087.cli,-106.728743721037,46.2268856398978
0500000US30105,mt243558.par,0500000US30105.cli,-106.669123973649,48.3642107555034
0500000US31059,ne253175.par,0500000US31059.cli,-97.5970344254784,40.525087491249
0500000US31167,ne255995.par,0500000US31167.cli,-97.1942443826763,41.9174986363961
0500000US34003,ny305801.par,0500000US34003.cli,-74.0750236126957,40.9603011211528
0500000US34007,nj284229.par,0500000US34007.cli,-74.9599442648328,39.8037008698245
0500000US34013,nj281335.par,0500000US34013.cli,-74.2477216024314,40.7874410677457
0500000US34019,nj283029.par,0500000US34019.cli,-74.9127255061825,40.5676686860183
0500000US35007,nm291813.par,0500000US35007.cli,-104.647539933596,36.6066730095411
0500000US35011,nm299851.par,0500000US35011.cli,-104.412704176109,34.3424074033778
0500000US35017,nm291910.par,0500000US35017.cli,-108.382833818021,32.7388711070808
0500000US35021,nm295937.par,0500000US35021.cli,-103.81966361129,35.8585597227523
0500000US35051,nm292848.par,0500000US35051.cli,-107.192619264733,33.1310038283002
0500000US36013,ny304808.par,0500000US36013.cli,-79.3671373727502,42.2288073370297
0500000US36019,ny301966.par,0500000US36019.cli,-73.6792781393377,44.7460475142681
0500000US36043,ny300785.par,0500000US36043.cli,-74.9634922571468,43.4178166095865
0500000US36045,ny309005.par,0500000US36045.cli,-75.9341180771175,44.0468227882658
0500000US36065,ny300785.par,0500000US36065.cli,-75.4368951645341,43.2416853227126
0500000US36077,ny301752.par,0500000US36077.cli,-75.0335335618352,42.6341120496675
0500000US36091,ny307484.par,0500000US36091.cli,-73.8647495782164,43.1079076747219
0500000US36115,ny303294.par,0500000US36115.cli,-73.4309297739132,43.3130420219092
0500000US37027,nc314938.par,0500000US37027.cli,-81.5471684164433,35.9535790101713
0500000US37039,nc316001.par,0500000US37039.cli,-84.0643287841363,35.1345764367475
0500000US37049,nc316108.par,0500000US37049.cli,-77.0936145695256,35.1250723654318
0500000US37055,nc311458.par,0500000US37055.cli,-75.7766518405797,35.780579738196
0500000US37059,nc319675.par,0500000US37059.cli,-80.5448977921938,35.9290926943733
0500000US37093,nc314860.par,0500000US37093.cli,-79.2373980829319,35.0174895201118
0500000US37103,nc316108.par,0500000US37103.cli,-77.3551991667495,35.0221870625892
0500000US37111,nc315340.par,0500000US37111.cli,-82.0499125452913,35.6819596881484
0500000US37117,nc319440.par,0500000US37117.cli,-77.1098156280229,35.8440014281627
0500000US37119,nc311690.par,0500000US37119.cli,-80.8331030832202,35.246643947917
0500000US37165,nc314860.par,0500000US37165.cli,-79.4808727406265,34.8408921671549
0500000US37175,nc311055.par,0500000US37175.cli,-82.7989604913875,35.202536768446
0500000US37199,nc311624.par,0500000US37199.cli,-82.3084090551524,35.8994944744311
0500000US38017,nd322859.par,0500000US38017.cli,-97.2489390832555,46.9327628726118
0500000US38037,nd327311.par,0500000US38037.cli,-101.639457948867,46.3584361165235
0500000US38099,nd327027.par,0500000US38099.cli,-97.7219586532354,48.3703410499041
0500000US38105,nd329425.par,0500000US38105.cli,-103.481326178344,48.3436700989446
0500000US39035,oh331657.par,0500000US39035.cli,-81.6592454464146,41.4244975037323
0500000US39039,oh332098.par,0500000US39039.cli,-84.4911246648448,41.3240563450174
0500000US39043,oh336118.par,0500000US39043.cli,-82.6197365934483,41.3636521883097
0500000US39125,oh336465.par,0500000US39125.cli,-84.5802689907908,41.1168441897155
0500000US40065,ok340179.par,0500000US40065.cli,-99.4155684011007,34.5883583038559
0500000US40073,ok344861.par,0500000US40073.cli,-97.9423840537203,35.9453956387095
0500000US40145,ok346130.par,0500000US40145.cli,-95.5219194149317,35.961694373785
0500000US41001,or350412.par,0500000US41001.cli,-117.676616201081,44.7099950016602
0500000US41021,or351765.par,0500000US41021.cli,-120.210819544733,45.3780645664295
0500000US41035,or351946.par,0500000US41035.cli,-121.649820083304,42.6842212679625
0500000US41039,or352374.par,0500000US41039.cli,-122.84730111798,43.9398598829051
0500000US41043,or358095.par,0500000US41043.cli,-122.535106352364,44.4897473754986
0500000US41045,or357310.par,0500000US41045.cli,-117.623160921231,43.1869217693276
0500000US41051,or358634.par,0500000US41051.cli,-122.415181227581,45.5477265774109
0500000US42005,pa362942.par,0500000US42005.cli,-79.4648954700374,40.812290726756
0500000US42029,de079605.par,0500000US42029.cli,-75.7493706724854,39.9735765001527
0500000US42035,pa368469.par,0500000US42035.cli,-77.6382231363382,41.2344465217399
0500000US42059,pa369367.par,0500000US42059.cli,-80.2232513192805,39.8542375023937
0500000US42063,pa364214.par,0500000US42063.cli,-79.0884608312831,40.65219122045
0500000US42067,pa364992.par,0500000US42067.cli,-77.4028670014833,40.5314061801158
0500000US42091,pa366889.par,0500000US42091.cli,-75.3673123664769,40.2111796913719
0500000US45005,sc380448.par,0500000US45005.cli,-81.3591583444471,32.9887397172952
0500000US45025,sc381588.par,0500000US45025.cli,-80.1595712039672,34.6402906409134
0500000US45043,sc381093.par,0500000US45043.cli,-79.333214240484,33.4342815478306
0500000US45045,sc386831.par,0500000US45045.cli,-82.3706697819652,34.8940702447475
0500000US45049,sc389469.par,0500000US45049.cli,-81.1409259318365,32.7765521249783
0500000US45053,sc389469.par,0500000US45053.cli,-81.0316348456568,32.437020856534
0500000US45077,sc386831.par,0500000US45077.cli,-82.7257835077909,34.887528877217
0500000US45091,sc389350.par,0500000US45091.cli,-81.1851355314959,34.9748813423878
0500000US46093,sd396937.par,0500000US46093.cli,-102.71837803091,44.5671767765534
0500000US46095,sd391539.par,0500000US46095.cli,-100.760642772225,43.5814905844563
0500000US46103,sd396937.par,0500000US46103.cli,-102.824192960539,44.0053555441634
0500000US47019,nc310506.par,0500000US47019.cli,-82.1280839390611,36.2933736409298
0500000US47029,tn406534.par,0500000US47029.cli,-83.1212245654344,35.925900530309
0500000US47033,tn401145.par,0500000US47033.cli,-89.1396472448063,35.8140979800094
0500000US47049,tn400081.par,0500000US47049.cli,-84.9330148881914,36.3810939180709
0500000US47073,tn407884.par,0500000US47073.cli,-82.9452619066306,36.4414369526559
0500000US47081,tn402489.par,0500000US47081.cli,-87.4739211390353,35.8034544432345
0500000US47121,tn402360.par,0500000US47121.cli,-84.8138538694263,35.5132162118104
0500000US47149,tn406371.par,0500000US47149.cli,-86.4172275935907,35.8434273678896
0500000US47159,tn405108.par,0500000US47159.cli,-85.9574520576786,36.2509435821245
0500000US48011,tx411761.par,0500000US48011.cli,-101.357869336282,34.9650738117108
0500000US48023,tx419163.par,0500000US48023.cli,-99.2141511665545,33.6168309306744
0500000US48035,tx419715.par,0500000US48035.cli,-97.6343280096471,31.9007378498516
0500000US48055,tx415429.par,0500000US48055.cli,-97.620365009006,29.8376807723143
0500000US48083,tx411875.par,0500000US48083.cli,-99.4538220909088,31.773689576734
0500000US48103,tx412082.par,0500000US48103.cli,-102.515972963377,31.428905260875
0500000US48139,tx413133.par,0500000US48139.cli,-96.794776373357,32.3488096905995
0500000US48141,tx412797.par,0500000US48141.cli,-106.235344784457,31.7686073346466
0500000US48155,tx419163.par,0500000US48155.cli,-99.7782408575636,33.9750394436521
0500000US48167,tx414307.par,0500000US48167.cli,-94.8856928868657,29.3852165158636
0500000US48213,tx410404.par,0500000US48213.cli,-95.8541475681458,32.2121884325277
0500000US48225,tx412114.par,0500000US48225.cli,-95.4235723372232,31.3180558114681
0500000US48245,tx417174.par,0500000US48245.cli,-94.1629787355115,29.8841216481208
0500000US48261,tx417184.par,0500000US48261.cli,-97.704147652924,26.9238041088209
0500000US48289,tx411596.par,0500000US48289.cli,-95.9960939710755,31.2967685338374
0500000US48333,tx411138.par,0500000US48333.cli,-98.5954212088002,31.4954806974254
0500000US48347,tx416177.par,0500000US48347.cli,-94.6164417963715,31.6163804480053
0500000US48361,tx417174.par,0500000US48361.cli,-93.8939359537016,30.1215087336225
0500000US48371,tx413280.par,0500000US48371.cli,-102.723328821662,30.7814655835636
0500000US48395,tx415611.par,0500000US48395.cli,-96.5136955314151,31.0275494514309
0500000US48413,tx418449.par,0500000US48413.cli,-100.539241927111,30.8979575133514
0500000US48427,tx417622.par,0500000US48427.cli,-98.7393908498234,26.5624488329924
0500000US48449,tx416108.par,0500000US48449.cli,-94.9662434107805,33.2169430426609
0500000US48457,tx417936.par,0500000US48457.cli,-94.3771535150473,30.771631110295
0500000US48471,tx414382.par,0500000US48471.cli,-95.5730664972039,30.7394263164133
0500000US48475,tx419830.par,0500000US48475.cli,-103.103234625559,31.5100159372032
0500000US48499,tx418743.par,0500000US48499.cli,-95.3828119879385,32.7866094324932
0500000US49001,ut420730.par,0500000US49001.cli,-113.235785798863,38.3583640293704
0500000US49003,id105559.par,0500000US49003.cli,-113.082314184263,41.5221883674063
0500000US49013,ut420074.par,0500000US49013.cli,-110.425616170911,40.2977980268348
0500000US49025,ut421008.par,0500000US49025.cli,-111.888837935803,37.2869715837378
0500000US49029,ut422385.par,0500000US49029.cli,-111.573846944792,41.0895029579055
0500000US49035,ut427598.par,0500000US49035.cli,-111.923655389069,40.667280858738
0500000US49049,ut428119.par,0500000US49049.cli,-111.670047155338,40.119825874611
0500000US51015,va448062.par,0500000US51015.cli,-79.1304036944612,38.1675725808334
0500000US51051,va449215.par,0500000US51051.cli,-82.3507426194683,37.1263651767234
0500000US51053,va444101.par,0500000US51053.cli,-77.6327083525275,37.0759539814158
0500000US51069,va449186.par,0500000US51069.cli,-78.2628374821774,39.2050154716907
0500000US51073,va449151.par,0500000US51073.cli,-76.5435271800196,37.4161003807855
0500000US51085,va440327.par,0500000US51085.cli,-77.491042251507,37.7608331461501
0500000US51099,va442009.par,0500000US51099.cli,-77.1574085273157,38.2734635126489
0500000US51131,va446475.par,0500000US51131.cli,-75.8774779099986,37.3430716759258
0500000US51143,va441614.par,0500000US51143.cli,-79.3974796621244,36.8212394307779
0500000US51145,va440327.par,0500000US51145.cli,-77.9156779690298,37.5505066265057
0500000US51159,va448894.par,0500000US51159.cli,-76.7272035164414,37.94368403752
0500000US51165,va442208.par,0500000US51165.cli,-78.8759925294361,38.5124889285068
0500000US51185,va441209.par,0500000US51185.cli,-81.5617392223475,37.1256425079381
0500000US53005,wa457015.par,0500000US53005.cli,-119.512045751732,46.2399215880961
0500000US53007,wa456534.par,0500000US53007.cli,-120.61873662971,47.8678890349067
0500000US53009,wa452548.par,0500000US53009.cli,-123.904896119275,48.04682765796
0500000US53017,wa451400.par,0500000US53017.cli,-119.694028884155,47.7360237743766
0500000US53031,wa452548.par,0500000US53031.cli,-123.563701004328,47.7775062084154
0500000US53037,wa452505.par,0500000US53037.cli,-120.678782006876,47.1245117719047
0500000US53065,wa451395.par,0500000US53065.cli,-117.856424289068,48.3977793006358
0500000US54001,wv461220.par,0500000US54001.cli,-80.0033391510879,39.1333407873454
0500000US54005,wv465563.par,0500000US54005.cli,-81.7112355390858,38.0233566652418
0500000US54039,wv461570.par,0500000US54039.cli,-81.5288792411585,38.3366647395936
0500000US54045,wv465563.par,0500000US54045.cli,-81.9355686126267,37.8321957781459
0500000US54063,wv465224.par,0500000US54063.cli,-80.5513064379477,37.5607781847114
0500000US54067,wv463361.par,0500000US54067.cli,-80.799915851963,38.2917026884107
0500000US54087,wv468384.par,0500000US54087.cli,-81.3483719587011,38.7142919706222
0500000US55043,wi474546.par,0500000US55043.cli,-90.7065136951813,42.8673011193986
0500000US55113,wi479304.par,0500000US55113.cli,-91.1443833615917,45.8801095209864
0500000US56029,wy481175.par,0500000US56029.cli,-109.58685594284,44.5206458324753
0500000US69085,pi914690.par,0500000US69085.cli,145.454528260137,18.591599741584
0500000US69100,pi914690.par,0500000US69100.cli,145.213984681582,14.1575218286706
0500000US72023,pr665097.par,0500000US72023.cli,-67.1554594100747,18.0414467091064
0500000US72031,pr669521.par,0500000US72031.cli,-65.957768437586,18.3759452921195
0500000US72037,pr665064.par,0500000US72037.cli,-65.6701000813179,18.2526054357012
0500000US72039,pr662934.par,0500000US72039.cli,-66.5168389035644,18.2894485829061
0500000US72053,pr665064.par,0500000US72053.cli,-65.6639275028081,18.3212071822451
0500000US72054,pr663431.par,0500000US72054.cli,-66.560303226773,18.3735796025239
0500000US72113,pr667292.par,0500000US72113.cli,-66.6140900193008,18.0602094454174
0500000US72127,pr668306.par,0500000US72127.cli,-66.0639459290961,18.3908583055312
0500000US72141,pr663431.par,0500000US72141.cli,-66.7026124702289,18.2718245729557
0500000US72147,pr665064.par,0500000US72147.cli,-65.4397836388672,18.1233437079955
0500000US72151,pr665064.par,0500000US72151.cli,-65.8967458322117,18.0705613217781
0500000US78010,vi678905.par,0500000US78010.cli,-64.7629574258199,17.7377836090928
0500000US78020,vi678905.par,0500000US78020.cli,-64.7459042921089,18.3397236793892
0500000US01049,al018469.par,0500000US01049.cli,-85.8045909656387,34.4603849458694
0500000US01069,al013761.par,0500000US01069.cli,-85.3031405559511,31.1539023402533
0500000US01087,al018438.par,0500000US01087.cli,-85.6933187718571,32.3867581162277
0500000US01091,al012245.par,0500000US01091.cli,-87.7901026712958,32.2478659571993
0500000US01095,al017207.par,0500000US01095.cli,-86.3069070914582,34.3676483785818
0500000US01101,al015550.par,0500000US01101.cli,-86.208213591584,32.2205549215353
0500000US01115,al016121.par,0500000US01115.cli,-86.3157598820942,33.7160933979621
0500000US01119,al013160.par,0500000US01119.cli,-88.199401346304,32.591388122942
0500000US01121,al018024.par,0500000US01121.cli,-86.1664637284665,33.3807038651394
0500000US01131,al018178.par,0500000US01131.cli,-87.3087647685436,31.9895725772598
0500000US02105,ak504100.par,0500000US02105.cli,-135.445983477433,58.2239738481822
0500000US02240,ak506586.par,0500000US02240.cli,-143.212068891096,63.8652223113743
0500000US04005,az021001.par,0500000US04005.cli,-111.769055305525,35.8359627420989
0500000US04009,az027390.par,0500000US04009.cli,-109.887478190312,32.9325389977407
0500000US04013,az024829.par,0500000US04013.cli,-112.493829175237,33.3487580087725
0500000US04027,az028396.par,0500000US04027.cli,-113.906227443505,32.7692564836325
0500000US05003,ar031730.par,0500000US05003.cli,-91.7688828555074,33.1913064974557
0500000US05007,ar032930.par,0500000US05007.cli,-94.2566694089836,36.3393602024395
0500000US05013,ar032540.par,0500000US05013.cli,-92.5033222534513,33.5584802520871
0500000US05021,ar031632.par,0500000US05021.cli,-90.418063816098,36.3690643235798
0500000US05061,ar035112.par,0500000US05061.cli,-93.9942369849676,34.0892592676569
0500000US05075,ar030064.par,0500000US05075.cli,-91.1071243002039,36.0416867899755
0500000US05093,ar030806.par,0500000US05093.cli,-90.0545496018925,35.7637779661075
0500000US05095,ar030936.par,0500000US05095.cli,-91.2039112428634,34.6776729821525
0500000US05099,ar035908.par,0500000US05099.cli,-93.3080958615821,33.664252724117
0500000US05117,ar031968.par,0500000US05117.cli,-91.5530268445028,34.8302662649535
0500000US05131,ar032574.par,0500000US05131.cli,-94.2751052291052,35.2001966793303
0500000US05133,ar031948.par,0500000US05133.cli,-94.2411202522946,33.9974140209063
0500000US05147,ar030536.par,0500000US05147.cli,-91.2431421806756,35.1866103425751
0500000US06045,ca047109.par,0500000US06045.cli,-123.391684890475,39.4394587513303
0500000US06055,ca046074.par,0500000US06055.cli,-122.330607102161,38.5064892460132
0500000US06065,ca048892.par,0500000US06065.cli,-115.99409832628,33.7471285960351
0500000US06069,ca046926.par,0500000US06069.cli,-121.074844440805,36.6061696782963
0500000US06073,ca042239.par,0500000US06073.cli,-116.735726653674,33.0343611837715
0500000US06097,ca043578.par,0500000US06097.cli,-122.887447086422,38.5283111297669
0500000US06101,ca041948.par,0500000US06101.cli,-121.695231599812,39.0345960163395
0500000US06107,ca044957.par,0500000US06107.cli,-118.801311959531,36.2205612318926
0500000US06113,ca049781.par,0500000US06113.cli,-121.901086274498,38.6865278497939
0500000US08023,co050130.par,0500000US08023.cli,-105.428556122319,37.2779097959351
0500000US08031,co052220.par,0500000US08031.cli,-104.874475556573,39.7645844013232
0500000US08037,co058064.par,0500000US08037.cli,-106.696062667115,39.6279800111443
0500000US08071,co058434.par,0500000US08071.cli,-104.03911472086,37.3167816011774
0500000US08093,co050263.par,0500000US08093.cli,-105.717654338461,39.1189241054531
0500000US08105,co052184.par,0500000US08105.cli,-106.383894970498,37.5833205703636
